geoid,centroid_lat,centroid_lon
17031842800,41.807534,-87.698304
17031843800,41.801657,-87.640476
17031841000,41.848445,-87.617393
17031834200,41.755567,-87.583607
17031842200,41.904878,-87.649792
17031838000,41.877366,-87.680652
17031010702,42.00902,-87.672725
17031010503,42.000321,-87.663127
17031010502,42.004517,-87.663326
17031010701,42.009148,-87.678621
17031020902,41.994258,-87.678684
17031020302,42.008541,-87.694963
17031020601,42.000874,-87.701802
17031020301,42.006866,-87.705187
17031760803,41.975341,-87.844136
17031530501,41.674278,-87.632166
17031530503,41.663565,-87.637514
17031650301,41.774927,-87.729992
17031650302,41.775093,-87.717733
17031530502,41.664805,-87.626674
17031831300,41.907766,-87.74426
17031831400,41.869119,-87.756088
17031837000,41.878323,-87.698674
17031842400,41.742426,-87.630071
17031832100,41.952822,-87.653242
17031020802,41.994059,-87.694631
17031020702,41.994126,-87.704894
17031020801,41.986808,-87.694415
17031040202,41.979855,-87.694095
17031040201,41.97258,-87.694
17031040402,41.972545,-87.678818
17031031501,41.967288,-87.652433
17031081201,41.899153,-87.626211
17031063301,41.93454,-87.643023
17031210601,41.937636,-87.712215
17031030703,41.978875,-87.65787
17031490902,41.70328,-87.615326
17031301801,41.84166,-87.735051
17031700301,41.745622,-87.731712
17031301702,41.838806,-87.719525
17031700401,41.745537,-87.712035
17031837100,41.885674,-87.69872
17031837400,41.875975,-87.693802
17031837800,41.88475,-87.684127
17031837300,41.871619,-87.705553
17031841500,41.861622,-87.707913
17031838700,41.862577,-87.720184
17031150501,41.964476,-87.781964
17031150401,41.964567,-87.772264
17031150502,41.956778,-87.781841
17031110502,41.970286,-87.759852
17031150402,41.956798,-87.772044
17031140302,41.972494,-87.723757
17031140301,41.969203,-87.723165
17031700302,41.738365,-87.731306
17031580501,41.819986,-87.699496
17031580502,41.814562,-87.69931
17031730201,41.726863,-87.657901
17031301802,41.845184,-87.727758
17031440101,41.748627,-87.601452
17031301701,41.84248,-87.719625
17031839100,41.881028,-87.632746
17031833100,41.879078,-87.657047
17031838100,41.87867,-87.671693
17031833300,41.871694,-87.654123
17031838200,41.870415,-87.675126
17031140702,41.963548,-87.713575
17031140602,41.964652,-87.721016
17031140701,41.967038,-87.712653
17031160502,41.955584,-87.713088
17031160602,41.956572,-87.700174
17031151002,41.942492,-87.747156
17031151001,41.942383,-87.754352
17031190402,41.93486,-87.771232
17031431301,41.75353,-87.560187
17031431302,41.758386,-87.562787
17031460302,41.747084,-87.557388
17031460301,41.740026,-87.556367
17031700501,41.746213,-87.690342
17031700502,41.738852,-87.688768
17031841100,41.850993,-87.635108
17031840200,41.844705,-87.649316
17031841300,41.844077,-87.683018
17031840700,41.85293,-87.694266
17031841700,41.85313,-87.704181
17031190602,41.927561,-87.770737
17031190401,41.934728,-87.780952
17031190702,41.926163,-87.761039
17031191302,41.920229,-87.770533
17031190601,41.927415,-87.780461
17031191301,41.920152,-87.780265
17031200402,41.919634,-87.729678
17031200401,41.919828,-87.737542
17031220902,41.922711,-87.721836
17031210501,41.937401,-87.72233
17031160601,41.959399,-87.703295
17031061901,41.943231,-87.643468
17031840800,41.840833,-87.707371
17031081403,41.890626,-87.619223
17031030702,41.980815,-87.654529
17031440102,41.740935,-87.601163
17031440202,41.74096,-87.609763
17031830500,41.830066,-87.723951
17031840100,41.841831,-87.639203
17031840400,41.833827,-87.667526
17031839200,41.842011,-87.622037
17031835500,41.816354,-87.63254
17031030604,41.985679,-87.653868
17031031502,41.963633,-87.652366
17031081402,41.892976,-87.608932
17031080201,41.909498,-87.631006
17031760802,41.957832,-87.847217
17031140601,41.964647,-87.725891
17031070102,41.930583,-87.642201
17031210502,41.933785,-87.722053
17031540102,41.667331,-87.605449
17031700402,41.73823,-87.711824
17031030800,41.979912,-87.664188
17031031100,41.972669,-87.663867
17031031300,41.972923,-87.65028
17031031900,41.963374,-87.670184
17031160501,41.95921,-87.712973
17031040100,41.983331,-87.681994
17031040300,41.976802,-87.701975
17031430700,41.764628,-87.563589
17031611600,41.797633,-87.676898
17031340400,41.841886,-87.632036
17031770700,41.983002,-87.877358
17031283200,41.869579,-87.659201
17031100500,41.978045,-87.819731
17031191000,41.91923,-87.743801
17031560400,41.804007,-87.740615
17031710700,41.74711,-87.656884
17031550100,41.665065,-87.535333
17031710300,41.754049,-87.661106
