"pin","year","class","township_code","case_no","hearing_type","subkey","appeal_type","status","mailed_bldg","mailed_land","mailed_tot","certified_bldg","certified_land","certified_tot","change","reason_code1","reason_desc1","reason_code2","reason_desc2","reason_code3","reason_desc3","agent_code","agent_name","row_id"
"01011000060000","2003","211","10","9000140","Current year appeal","1","residential",,"28430","9665","38095","25799","9665","35464","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"0101100006000020039000140A1"
"01011010200000","2003","517","10","164","Current year appeal","1","commercial",,"45429","14189","59618","45429","14189","59618","no change","18","This is due to lack of data having been submitted for our review.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"010110102000002003164A1"
"01011020010000","2003","592","10","142","Current year appeal","1","commercial",,"98932","15950","114882","98932","15950","114882","no change","25",,"22","This is due to income, market or cost analysis supporting the assessment.",,,,,"010110200100002003142A1"
"01011020020000","2003","517","10","8","Current year appeal","1","commercial",,"30858","7020","37878","15429","7020","22449","change","16","This is due to your property's uniformity with comparable properties.","5","This is the result of the partial occupancy of your property.",,,,,"0101102002000020038A1"
"01011020050000","2003","592","10","142","Current year appeal","1","commercial",,"112471","12046","124517","112471","12046","124517","no change","25",,"22","This is due to income, market or cost analysis supporting the assessment.",,,,,"010110200500002003142A1"
"01011030020000","2003","591","10","145","Current year appeal","1","commercial",,"828341","43139","871480","520197","43139","563336","change","9","This is the result of a sale analysis of your property.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"010110300200002003145A1"
"01011030030000","2003","592","10","26","Current year appeal","1","commercial",,"585843","23197","609040","363222","23197","386419","change","6","This is the result of the partial occupancy of your property along with an income, market or cost analysis.",,,,,,,"01011030030000200326A1"
"01011030040000","2003","592","10","26","Current year appeal","1","commercial",,"585843","24990","610833","363222","24990","388212","change","6","This is the result of the partial occupancy of your property along with an income, market or cost analysis.",,,,,,,"01011030040000200326A1"
"01011040120000","2003","592","10","133","Current year appeal","1","commercial",,"116600","16520","133120","116600","16520","133120","no change","27","This is due to an analysis of the sale of the property.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"010110401200002003133A1"
"01011100010000","2003","211","10","9000207","Current year appeal","1","residential",,"28325","8725","37050","28325","8725","37050",,,,,,,,,,"0101110001000020039000207A1"
"01011190200000","2003","203","10","9000206","Current year appeal","1","residential",,"20583","6980","27563","20583","6980","27563",,,,,,,,,,"0101119020000020039000206A1"
"01011230100000","2003","315","10","170","Current year appeal","1","commercial",,"172462","55540","228002","34490","55540","90030","change","7","This is the result of the total vacancy of your property.",,,,,,,"010112301000002003170A1"
"01011240530000","2003","205","10","20","Current year appeal","1","residential",,"21388","10456","31844","21388","10456","31844","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01011240530000200320A1"
"01011260800000","2003","100","10","9","Current year appeal","1","land",,"0","5026","5026","0","5026","5026","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"0101126080000020039A1"
"01012010480000","2003","202","10","10","Current year appeal","1","residential",,"12899","7968","20867","12176","7968","20144","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01012010480000200310A1"
"01012020140000","2003","591","10","162","Current year appeal","1","commercial",,"64755","35020","99775","64755","35020","99775","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"010120201400002003162A1"
"01012020150000","2003","591","10","162","Current year appeal","1","commercial",,"69380","32455","101835","69380","32455","101835","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"010120201500002003162A1"
"01012020160000","2003","591","10","162","Current year appeal","1","commercial",,"60129","22315","82444","60129","22315","82444","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"010120201600002003162A1"
"01012020170000","2003","591","10","162","Current year appeal","1","commercial",,"37002","19562","56564","37002","19562","56564","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"010120201700002003162A1"
"01012020370000","2003","314","10","56","Current year appeal","1","commercial",,"85368","35837","121205","85368","35837","121205","no change","25",,"22","This is due to income, market or cost analysis supporting the assessment.",,,,,"01012020370000200356A1"
"01012020420000","2003","203","10","55","Current year appeal","1","residential",,"19095","4900","23995","19095","4900","23995","no change","16","This is due to your property's uniformity with comparable properties.","16","This is due to your property's uniformity with comparable properties.",,,,,"01012020420000200355A1"
"01012020460000","2003","517","10","173","Current year appeal","1","commercial",,"109364","69807","179171","109364","69807","179171","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"010120204600002003173A1"
"01012020470000","2003","295","10","174","Current year appeal","1","residential",,"24591","6784","31375","24591","6784","31375","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"010120204700002003174A1"
"01012020480000","2003","295","10","171","Current year appeal","1","residential",,"24541","4796","29337","24541","4796","29337","no change","20","This is due to the absence of or an incomplete Attorney/Representative Authorization form.",,,,,,,"010120204800002003171A1"
"01012030110000","2003","591","10","135","Current year appeal","1","commercial",,"149629","12454","162083","149629","12454","162083","no change","25",,,,,,,,"010120301100002003135A1"
"01012080100000","2003","234","10","47","Current year appeal","1","residential",,"17784","5166","22950","16421","5166","21587","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01012080100000200347A1"
"01012090020000","2003","203","10","84","Current year appeal","1","residential",,"20112","5285","25397","16625","5285","21910","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01012090020000200384A1"
"13321050470000","2024.0","203","71","1843535","Current appeal & certificate of error","1.0",,"closed","22063.0","6938.0","29001.0","22063.0","6938.0","29001.0",,,,,,,,,,"1332105047000020241843535C1"
"01012110060000","2003","592","10","160","Current year appeal","1","commercial",,"102981","29275","132256","102981","29275","132256","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"010121100600002003160A1"
"01012110070000","2003","592","10","160","Current year appeal","1","commercial",,"106103","29275","135378","106103","29275","135378","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"010121100700002003160A1"
"01012110080000","2003","592","10","160","Current year appeal","1","commercial",,"102981","29275","132256","102981","29275","132256","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"010121100800002003160A1"
"01012110300000","2003","591","10","177","Current year appeal","1","commercial",,"157525","58550","216075","157525","58550","216075","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"010121103000002003177A1"
"01012110360000","2003","591","10","42","Current year appeal","1","commercial",,"78252","41473","119725","78252","41473","119725","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"01012110360000200342A1"
"01012160130000","2003","204","10","83","Current year appeal","1","residential",,"19209","6240","25449","19209","6240","25449","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01012160130000200383A1"
"01012160690000","2003","278","10","9000052","Current year appeal","1","residential",,"43408","7024","50432","43408","7024","50432","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"0101216069000020039000052A1"
"01013030040000","2003","278","10","92","Current year appeal","1",,,"32701","5424","38125","32701","5424","38125","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01013030040000200392A1"
"01013040010000","2003","203","10","139","Current year appeal","1","residential",,"20660","5891","26551","20660","5891","26551","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"010130400100002003139A1"
"01013050040000","2003","202","10","120","Current year appeal","1","residential",,"14017","5347","19364","12452","5347","17799","change","1","This is the result of an analysis of comparable properties.",,,,,,,"010130500400002003120A1"
"01013050050000","2003","203","10","115","Current year appeal","1","residential",,"20708","5347","26055","19069","5347","24416","change","1","This is the result of an analysis of comparable properties.",,,,,,,"010130500500002003115A1"
"01014020340000","2003","207","10","109","Current year appeal","1","residential",,"23947","5200","29147","23947","5200","29147","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"010140203400002003109A1"
"01014040080000","2003","204","10","9000201","Current year appeal","1","residential",,"36839","7879","44718","22429","7879","30308",,,,,,,,,,"0101404008000020039000201A1"
"01014100090000","2003","207","10","60","Current year appeal","1","residential",,"24576","5592","30168","24576","5592","30168","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01014100090000200360A1"
"01021000200000","2003","204","10","69","Current year appeal","1","residential",,"29008","32192","61200","29008","32192","61200","no change","16","This is due to your property's uniformity with comparable properties.","28","This is due to a Board of Review decision or reduction.",,,,,"01021000200000200369A1"
"01022040010000","2003","517","10","9000041","Current year appeal","1","commercial",,"127472","23341","150813","63735","23341","87076","change","6","This is the result of the partial occupancy of your property along with an income, market or cost analysis.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"0102204001000020039000041A1"
"01031000400000","2003","209","10","9000035","Current year appeal","1","residential",,"75088","17414","92502","32938","17414","50352","change","3","This is the result of a factual change in your property records.","18","This is due to lack of data having been submitted for our review.","5","This is the result of the partial occupancy of your property.",,,"0103100040000020039000035A1"
"01033000120000","2003","204","10","68","Current year appeal","1","residential",,"88048","33643","121691","88048","33643","121691","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"01033000120000200368A1"
"01034000350000","2003","208","10","9000199","Current year appeal","1","residential",,"61903","32000","93903","52279","32000","84279",,,,,,,,,,"0103400035000020039000199A1"
"01042020310000","2003","209","10","9000035","Current year appeal","1","residential",,"72646","22195","94841","32938","22195","55133","change","3","This is the result of a factual change in your property records.","18","This is due to lack of data having been submitted for our review.","5","This is the result of the partial occupancy of your property.",,,"0104202031000020039000035A1"
"01043030020000","2003","100","10","9000004","Current year appeal","1","residential",,"0","47423","47423","0","47423","47423","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"0104303002000020039000004A1"
"01044000020000","2003","204","10","9000195","Current year appeal","1","residential",,"46943","32064","79007","46943","32064","79007","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","16","This is due to your property's uniformity with comparable properties.",,,,,"0104400002000020039000195A1"
"01044020170000","2003","209","10","70","Current year appeal","1","residential",,"117112","85036","202148","117112","85036","202148","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01044020170000200370A1"
"01044020180000","2003","208","10","65","Current year appeal","1","residential",,"57778","48000","105778","57778","48000","105778","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"01044020180000200365A1"
"01044030030000","2003","290","10","9000150","Current year appeal","1","residential",,"4023","48684","52707","4023","48684","52707","no change","19","This is due to insufficient data having been submitted for our review.",,,,,,,"0104403003000020039000150A1"
"01061000350000","2003","278","10","53","Current year appeal","1","residential",,"54038","34553","88591","31907","34553","66460","change","12","This is the result of a change in classification.",,,,,,,"01061000350000200353A1"
"01063000360000","2003","209","10","106","Current year appeal","1","residential",,"99184","33920","133104","99184","33920","133104","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"010630003600002003106A1"
"01064000250000","2003","209","10","121","Current year appeal","1","residential",,"99865","35449","135314","99865","35449","135314","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"010640002500002003121A1"
"01072000010000","2003","204","10","141","Current year appeal","1","residential",,"197178","27932","225110","197178","27932","225110","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"010720000100002003141A1"
"01073000230000","2003","100","10","1","Current year appeal","1","land",,"0","61987","61987","0","61987","61987","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"0107300023000020031A1"
"01073000270000","2003","208","10","148","Current year appeal","1","residential",,"5140","32313","37453","5140","32313","37453","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"010730002700002003148A1"
"01074010130000","2003","100","10","25","Current year appeal","1","land",,"0","54428","54428","0","54428","54428","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01074010130000200325A1"
"01092040140000","2003","209","10","9000179","Current year appeal","1","residential",,"142572","40576","183148","14257","40576","54833","change","7","This is the result of the total vacancy of your property.",,,,,,,"0109204014000020039000179A1"
"01101010070000","2003","209","10","43","Current year appeal","1","residential",,"96868","35334","132202","96868","35334","132202","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01101010070000200343A1"
"01101020240000","2003","209","10","30","Current year appeal","1","residential",,"79721","40876","120597","45839","40876","86715","change","5","This is the result of the partial occupancy of your property.",,,,,,,"01101020240000200330A1"
"01102010070000","2003","209","10","188","Current year appeal","1","residential",,"156181","32640","188821","138559","32640","171199","change","1","This is the result of an analysis of comparable properties.",,,,,,,"011020100700002003188A1"
"01103000040000","2003","239","10","153","Current year appeal","1","land",,"0","120000","120000","0","9000","9000","change","3","This is the result of a factual change in your property records.",,,,,,,"011030000400002003153A1"
"01103020030000","2003","239","10","156","Current year appeal","1","land",,"0","50400","50400","0","3780","3780","change","3","This is the result of a factual change in your property records.",,,,,,,"011030200300002003156A1"
"01103020040000","2003","206","10","155","Current year appeal","1","residential",,"20082","312384","332466","20082","27868","47950","change","3","This is the result of a factual change in your property records.",,,,,,,"011030200400002003155A1"
"01104040070000","2003","278","10","9000197","Current year appeal","1","residential",,"39866","29440","69306","31330","29440","60770",,,,,,,,,,"0110404007000020039000197A1"
"01111050500000","2003","241","10","48","Current year appeal","1","land",,"0","8679","8679","0","6312","6312","change","3","This is the result of a factual change in your property records.","16","This is due to your property's uniformity with comparable properties.",,,,,"01111050500000200348A1"
"01112000090000","2003","209","10","44","Current year appeal","1","residential",,"65717","35264","100981","65717","35264","100981","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01112000090000200344A1"
"01112010070000","2003","208","10","9000224","Current appeal & certificate of error","1","residential",,"55655","51259","106914","55655","51259","106914",,,,,,,,,,"0111201007000020039000224C1"
"01112020110000","2003","204","10","131","Current year appeal","1","residential",,"47349","42432","89781","35724","42432","78156","change","1","This is the result of an analysis of comparable properties.",,,,,,,"011120201100002003131A1"
"01112020230000","2003","209","10","9000023","Current year appeal","1","residential",,"96181","32640","128821","84634","32640","117274","change","3","This is the result of a factual change in your property records.",,,,,,,"0111202023000020039000023A1"
"01112020330000","2003","278","10","9000166","Current year appeal","1","residential",,"33263","33984","67247","33263","33984","67247","change","12","This is the result of a change in classification.",,,,,,,"0111202033000020039000166A1"
"01113020110000","2003","209","10","126","Current year appeal","1","residential",,"114945","33152","148097","114945","33152","148097","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"011130201100002003126A1"
"01113020120000","2003","208","10","102","Current year appeal","1","residential",,"61121","32000","93121","61121","32000","93121","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"011130201200002003102A1"
"01113020190000","2003","241","10","181","Current year appeal","1","land",,"0","3027","3027","0","2201","2201","change","12","This is the result of a change in classification.",,,,,,,"011130201900002003181A1"
"01121080040000","2003","497","10","182","Current year appeal","1","commercial",,"2269542","314457","2583999","1791745","248256","2040001","change","12","This is the result of a change in classification.",,,,,,,"011210800400002003182A1"
"01122080190000","2003","100","10","9000183","Current appeal & certificate of error","1","land",,"0","1260","1260","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112208019000020039000183C1"
"01122080200000","2003","100","10","9000183","Current appeal & certificate of error","1","land",,"0","1236","1236","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112208020000020039000183C1"
"01122090090000","2003","100","10","9000183","Current appeal & certificate of error","1","land",,"0","1603","1603","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112209009000020039000183C1"
"01122090150000","2003","100","10","9000183","Current appeal & certificate of error","1","land",,"0","2147","2147","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112209015000020039000183C1"
"01122110010000","2003","100","10","9000066","Current appeal & certificate of error","1","land",,"0","4213","4213","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112211001000020039000066C1"
"01122110030000","2003","100","10","9000066","Current appeal & certificate of error","1","land",,"0","4019","4019","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112211003000020039000066C1"
"01123010050000","2003","591","10","78","Current year appeal","1","commercial",,"874575","331056","1205631","677785","331056","1008841","change","14","This is the result of a change in classification including total or partial occupancy.",,,,,,,"01123010050000200378A1"
"01123010060000","2003","591","10","78","Current year appeal","1","commercial",,"1491102","331056","1822158","1155587","331056","1486643","change","14","This is the result of a change in classification including total or partial occupancy.",,,,,,,"01123010060000200378A1"
"01123030070000","2003","295","10","180","Current year appeal","1","residential",,"261961","10616","272577","26194","10616","36810","change","3","This is the result of a factual change in your property records.",,,,,,,"011230300700002003180A1"
"01123030160000","2003","295","10","180","Current year appeal","1","residential",,"167104","7080","174184","167104","7080","174184","change","3","This is the result of a factual change in your property records.",,,,,,,"011230301600002003180A1"
"01123030180000","2003","295","10","180","Current year appeal","1","residential",,"131783","5296","137079","65628","5296","70924","change","3","This is the result of a factual change in your property records.",,,,,,,"011230301800002003180A1"
"01123030370000","2003","295","10","180","Current year appeal","1","residential",,"263667","12642","276309","147974","12642","160616","change","3","This is the result of a factual change in your property records.",,,,,,,"011230303700002003180A1"
"01123030380000","2003","295","10","180","Current year appeal","1","residential",,"256822","12397","269219","256822","12397","269219","change","3","This is the result of a factual change in your property records.",,,,,,,"011230303800002003180A1"
"01123030410000","2003","295","10","180","Current year appeal","1","residential",,"133103","7080","140183","133103","7080","140183","change","3","This is the result of a factual change in your property records.",,,,,,,"011230304100002003180A1"
"01123030420000","2003","295","10","180","Current year appeal","1","residential",,"261960","12397","274357","136376","12397","148773","change","3","This is the result of a factual change in your property records.",,,,,,,"011230304200002003180A1"
"01123030440000","2003","295","10","180","Current year appeal","1","residential",,"64135","3530","67665","1324","3530","4854","change","3","This is the result of a factual change in your property records.",,,,,,,"011230304400002003180A1"
"01123030450000","2003","295","10","180","Current year appeal","1","residential",,"54508","2802","57310","54508","2802","57310","change","3","This is the result of a factual change in your property records.",,,,,,,"011230304500002003180A1"
"01123030460000","2003","295","10","180","Current year appeal","1","residential",,"65739","2808","68547","65739","2808","68547","change","3","This is the result of a factual change in your property records.",,,,,,,"011230304600002003180A1"
"01123030470000","2003","295","10","180","Current year appeal","1","residential",,"62185","3519","65704","62185","3519","65704","change","3","This is the result of a factual change in your property records.",,,,,,,"011230304700002003180A1"
"01123060210000","2003","100","10","9000149","Current year appeal","1","land",,"0","16148","16148","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112306021000020039000149A1"
"01123070360000","2003","100","10","9000149","Current year appeal","1","land",,"0","17465","17465","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112307036000020039000149A1"
"01123070380000","2003","100","10","9000149","Current year appeal","1","land",,"0","417","417","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0112307038000020039000149A1"
"01124040040000","2003","209","10","116","Current year appeal","1","residential",,"70461","21503","91964","70461","21503","91964","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"011240400400002003116A1"
"01131030210000","2003","209","10","36","Current year appeal","1","residential",,"51396","27954","79350","51396","27954","79350","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01131030210000200336A1"
"01132000140000","2003","278","10","11","Current year appeal","1","residential",,"31574","15941","47515","24089","15941","40030","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01132000140000200311A1"
"01132050040000","2003","209","10","90","Current year appeal","1","residential",,"117300","36243","153543","109719","36243","145962","change","18","This is due to lack of data having been submitted for our review.","1","This is the result of an analysis of comparable properties.",,,,,"01132050040000200390A1"
"01132060050000","2003","208","10","64","Current year appeal","1","residential",,"45140","30855","75995","45140","30855","75995","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01132060050000200364A1"
"01132060060000","2003","208","10","40","Current year appeal","1","residential",,"40366","26881","67247","40366","26881","67247","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01132060060000200340A1"
"01132070040000","2003","209","10","95","Current year appeal","1","residential",,"62473","32304","94777","58016","32304","90320","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01132070040000200395A1"
"01132080010000","2003","209","10","147","Current year appeal","1","residential",,"65251","22515","87766","56688","22515","79203","change","1","This is the result of an analysis of comparable properties.",,,,,,,"011320800100002003147A1"
"01132080030000","2003","208","10","125","Current year appeal","1","residential",,"56194","25881","82075","56194","25881","82075","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"011320800300002003125A1"
"01132080060000","2003","208","10","9000071","Current year appeal","1","residential",,"443621","25710","469331","54529","24360","78889","change","1","This is the result of an analysis of comparable properties.",,,,,,,"0113208006000020039000071A1"
"01132090100000","2003","209","10","137","Current year appeal","1","residential",,"78563","38493","117056","78563","38493","117056","no change","16","This is due to your property's uniformity with comparable properties.","16","This is due to your property's uniformity with comparable properties.",,,,,"011320901000002003137A1"
"12123060020000","2026","208","26","26-26-2174768","Current year appeal","1.0","residential","open","76440.0","10260.0","86700.0",,,,,,,,,,,"1466","THOMAS J THORSON","12123060020000202626-26-2174768A1"
"01133020100000","2003","278","10","59","Current year appeal","1","residential",,"36132","13372","49504","36132","13372","49504","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01133020100000200359A1"
"01133040120000","2003","209","10","7","Current year appeal","1","residential",,"69870","22490","92360","65077","22490","87567","change","1","This is the result of an analysis of comparable properties.",,,,,,,"0113304012000020037A1"
"01133050210000","2003","100","10","9000192","Current year appeal","1","land",,"0","2052","2052","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0113305021000020039000192A1"
"01133050220000","2003","100","10","9000192","Current year appeal","1","land",,"0","1337","1337","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0113305022000020039000192A1"
"01134010380000","2003","278","10","93","Current year appeal","1","residential",,"36605","16064","52669","28909","16064","44973","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01134010380000200393A1"
"01134020020000","2003","204","10","107","Current year appeal","1","residential",,"31844","16319","48163","23327","16319","39646","change","1","This is the result of an analysis of comparable properties.",,,,,,,"011340200200002003107A1"
"01161000070000","2003","204","10","185","Current year appeal","1","residential",,"32878","35642","68520","32878","35642","68520","no change","20","This is due to the absence of or an incomplete Attorney/Representative Authorization form.",,,,,,,"011610000700002003185A1"
"01163030120000","2003","204","10","87","Current year appeal","1","residential",,"51121","40218","91339","51121","40218","91339","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01163030120000200387A1"
"01164020050000","2003","278","10","88","Current year appeal","1","residential",,"20276","30604","50880","20276","30604","50880","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01164020050000200388A1"
"01164030300000","2003","209","10","61","Current year appeal","1","residential",,"80159","33070","113229","80159","33070","113229","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01164030300000200361A1"
"01181020100000","2003","209","10","9000031","Current year appeal","1","residential",,"139262","19840","159102","116916","19840","136756","change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","1","This is the result of an analysis of comparable properties.",,,,,"0118102010000020039000031A1"
"01181020120000","2003","209","10","101","Current year appeal","1","residential",,"95662","19080","114742","95662","19080","114742","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"011810201200002003101A1"
"01181020130000","2003","208","10","9000198","Current year appeal","1","residential",,"59985","19080","79065","47429","19080","66509",,,,,,,,,,"0118102013000020039000198A1"
"01183020120000","2003","206","10","163","Current year appeal","1","residential",,"56126","39680","95806","56126","39680","95806","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"011830201200002003163A1"
"01183020140000","2003","209","10","94","Current year appeal","1","residential",,"85964","22032","107996","85964","22032","107996","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01183020140000200394A1"
"01193000040000","2003","278","10","110","Current year appeal","1","residential",,"39093","20012","59105","39093","20012","59105","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"011930000400002003110A1"
"01193010030000","2003","208","10","51","Current year appeal","1","residential",,"33682","23808","57490","33682","23808","57490","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01193010030000200351A1"
"01193010060000","2003","208","10","136","Current year appeal","1","residential",,"36880","24000","60880","36880","24000","60880","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"011930100600002003136A1"
"01193010180000","2003","278","10","9000080","Current year appeal","1","residential",,"51408","8985","60393","47930","8985","56915","change","12","This is the result of a change in classification.",,,,,,,"0119301018000020039000080A1"
"01193010230000","2003","209","10","58","Current year appeal","1","residential",,"37872","24000","61872","37872","24000","61872","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01193010230000200358A1"
"01211000030000","2003","206","10","33","Current year appeal","1","residential",,"43541","24000","67541","4354","24000","28354","change","7","This is the result of the total vacancy of your property.",,,,,,,"01211000030000200333A1"
"01211000080000","2003","278","10","91","Current year appeal","1","residential",,"26528","24000","50528","26528","24000","50528","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01211000080000200391A1"
"01211010050000","2003","203","10","123","Current year appeal","1","residential",,"27076","25765","52841","27076","25765","52841","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"012110100500002003123A1"
"01212040030000","2003","583","10","32","Current year appeal","1","commercial",,"311603","111942","423545","311603","111942","423545","no change","22","This is due to income, market or cost analysis supporting the assessment.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"01212040030000200332A1"
"01212050050000","2003","209","10","12","Current year appeal","1","residential",,"78265","32117","110382","78265","28896","107161","change","3","This is the result of a factual change in your property records.",,,,,,,"01212050050000200312A1"
"01213000170000","2003","278","10","9000220","Current year appeal","1","residential",,"33600","24000","57600","33600","24000","57600",,,,,,,,,,"0121300017000020039000220A1"
"01214000030000","2003","239","10","49","Current year appeal","1","land",,"0","12394","12394","0","9014","9014","change","3","This is the result of a factual change in your property records.",,,,,,,"01214000030000200349A1"
"01221030120000","2003","209","10","75","Current year appeal","1","residential",,"66762","23681","90443","63172","23681","86853","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01221030120000200375A1"
"01222020020000","2003","278","10","9000202","Current year appeal","1","residential",,"48297","23377","71674","31940","23377","55317",,,,,,,,,,"0122202002000020039000202A1"
"01222030270000","2003","208","10","5","Current year appeal","1","residential",,"55787","19653","75440","48168","19653","67821","change","12","This is the result of a change in classification.",,,,,,,"0122203027000020035A1"
"01223020060000","2003","208","10","9000002","Current year appeal","1","residential",,"48889","28932","77821","41954","28932","70886","change","15","This is the result of a Property Tax Appeal Board Decision",,,,,,,"0122302006000020039000002A1"
"01223020200000","2003","209","10","34","Current year appeal","1","residential",,"78126","26031","104157","69368","26031","95399","change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","1","This is the result of an analysis of comparable properties.",,,,,"01223020200000200334A1"
"01224000760000","2003","208","10","54","Current year appeal","1","residential",,"50104","29052","79156","50104","29052","79156","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01224000760000200354A1"
"01224010060000","2003","209","10","72","Current year appeal","1","residential",,"70056","24344","94400","70056","24344","94400","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01224010060000200372A1"
"01224010100000","2003","204","10","9000193","Current year appeal","1","residential",,"46025","12240","58265","32636","12240","44876","change","15","This is the result of a Property Tax Appeal Board Decision",,,,,,,"0122401010000020039000193A1"
"01224010130000","2003","278","10","28","Current year appeal","1","residential",,"28452","22032","50484","28452","22032","50484","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"01224010130000200328A1"
"01224010310000","2003","204","10","128","Current year appeal","1","residential",,"34852","18826","53678","34852","18826","53678","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"012240103100002003128A1"
"01233050110000","2003","209","10","9000057","Current year appeal","1","residential",,"66744","25065","91809","62758","25065","87823","change","1","This is the result of an analysis of comparable properties.",,,,,,,"0123305011000020039000057A1"
"01233050120000","2003","208","10","9000046","Current appeal & certificate of error","1","residential",,"35124","46616","81740","35124","17396","52520","change","3","This is the result of a factual change in your property records.",,,,,,,"0123305012000020039000046C1"
