activity_year,census_tract,group,applications,denials,originations,orig_dollars
2021,17031390300,Race not available,9,1,8,13100000.0
2021,17031390300,White (non-Hispanic),7,0,7,2135000.0
2021,17031390400,Asian,4,0,4,1990000.0
2021,17031390400,Black,44,11,33,9105000.0
2021,17031390400,Latino/Hispanic,2,2,0,0.0
2021,17031390400,Other / Joint,2,0,2,800000.0
2021,17031390400,Race not available,15,4,11,4375000.0
2021,17031390400,White (non-Hispanic),10,2,6,2190000.0
2021,17031390500,Asian,5,0,5,3975000.0
2021,17031390500,Black,22,4,16,8940000.0
2021,17031390500,Other / Joint,3,1,2,1730000.0
2021,17031390500,Race not available,15,3,11,6795000.0
2021,17031390500,White (non-Hispanic),29,6,22,11500000.0
2021,17031390600,Asian,9,1,8,2520000.0
2021,17031390600,Black,21,6,14,5640000.0
2021,17031390600,Latino/Hispanic,1,0,1,295000.0
2021,17031390600,Other / Joint,8,0,7,3425000.0
2021,17031390600,Race not available,11,1,9,4575000.0
2021,17031390600,White (non-Hispanic),43,4,38,18960000.0
2021,17031390700,Asian,8,0,8,2210000.0
2021,17031390700,Black,61,11,44,9300000.0
2021,17031390700,Latino/Hispanic,1,1,0,0.0
2021,17031390700,Other / Joint,3,1,2,1000000.0
2021,17031390700,Race not available,27,7,20,51180000.0
2021,17031390700,White (non-Hispanic),30,4,25,5155000.0
2021,17031400300,Asian,2,2,0,0.0
2021,17031400300,Black,22,7,14,3720000.0
2021,17031400300,Latino/Hispanic,6,3,3,655000.0
2021,17031400300,Race not available,8,2,6,2310000.0
2021,17031400300,White (non-Hispanic),2,0,2,440000.0
2021,17031400400,Asian,2,0,2,280000.0
2021,17031400400,Black,20,8,11,2075000.0
2021,17031400400,Latino/Hispanic,1,0,1,165000.0
2021,17031400400,Race not available,12,4,7,14505000.0
2021,17031400500,Asian,4,3,1,505000.0
2021,17031400500,Black,13,7,6,2310000.0
2021,17031400500,Latino/Hispanic,1,0,1,395000.0
2021,17031400500,Race not available,10,3,7,4295000.0
2021,17031400500,White (non-Hispanic),1,1,0,0.0
2021,17031400800,Black,8,2,6,2480000.0
2021,17031400800,Other / Joint,1,0,1,145000.0
2021,17031400800,Race not available,4,0,3,1375000.0
2021,17031410100,Black,17,3,12,2790000.0
2021,17031410100,Latino/Hispanic,1,0,1,905000.0
2021,17031410100,Other / Joint,2,0,2,1440000.0
2021,17031410100,Race not available,9,3,6,6320000.0
2021,17031410100,White (non-Hispanic),4,1,3,925000.0
2021,17031410200,Asian,3,0,3,915000.0
2021,17031410200,Black,9,1,7,2625000.0
2021,17031410200,Latino/Hispanic,1,0,1,655000.0
2021,17031410200,Other / Joint,1,0,1,325000.0
2021,17031410200,Race not available,3,0,3,3385000.0
2021,17031410200,White (non-Hispanic),3,2,1,645000.0
2021,17031410500,Asian,18,2,16,4200000.0
2021,17031410500,Black,31,6,25,6735000.0
2021,17031410500,Latino/Hispanic,3,0,2,530000.0
2021,17031410500,Other / Joint,13,1,11,4145000.0
2021,17031410500,Race not available,15,2,12,4520000.0
2021,17031410500,White (non-Hispanic),27,2,25,6345000.0
2021,17031410600,Asian,10,0,10,2760000.0
2021,17031410600,Black,10,3,7,2955000.0
2021,17031410600,Latino/Hispanic,3,2,1,125000.0
2021,17031410600,Other / Joint,3,0,3,835000.0
2021,17031410600,Race not available,14,3,11,12995000.0
2021,17031410600,White (non-Hispanic),21,0,20,5900000.0
2021,17031410700,Asian,4,1,3,1065000.0
2021,17031410700,Black,8,2,6,1080000.0
2021,17031410700,Latino/Hispanic,3,0,3,375000.0
2021,17031410700,Other / Joint,6,3,3,655000.0
2021,17031410700,Race not available,9,1,7,2375000.0
2021,17031410700,White (non-Hispanic),27,0,27,7005000.0
2021,17031410800,Asian,13,3,8,1340000.0
2021,17031410800,Black,19,6,13,1935000.0
2021,17031410800,Other / Joint,5,1,4,1270000.0
2021,17031410800,Race not available,12,3,9,8225000.0
2021,17031410800,White (non-Hispanic),24,2,22,5580000.0
2021,17031410900,Asian,6,0,5,1175000.0
2021,17031410900,Black,27,9,18,3810000.0
2021,17031410900,Latino/Hispanic,2,1,1,135000.0
2021,17031410900,Other / Joint,2,0,2,590000.0
2021,17031410900,Race not available,16,1,15,4935000.0
2021,17031410900,White (non-Hispanic),54,6,46,11830000.0
2021,17031411000,Asian,5,2,3,275000.0
2021,17031411000,Black,21,6,15,2445000.0
2021,17031411000,Latino/Hispanic,2,2,0,0.0
2021,17031411000,Other / Joint,2,0,2,520000.0
2021,17031411000,Race not available,16,2,14,4510000.0
2021,17031411000,White (non-Hispanic),31,2,28,6160000.0
2021,17031411100,Asian,11,1,10,3810000.0
2021,17031411100,Black,3,1,2,380000.0
2021,17031411100,Latino/Hispanic,4,0,4,1590000.0
2021,17031411100,Other / Joint,6,1,5,2255000.0
2021,17031411100,Race not available,7,2,5,3515000.0
2021,17031411100,White (non-Hispanic),40,4,36,14510000.0
2021,17031411200,Asian,14,2,12,8100000.0
2021,17031411200,Black,2,2,0,0.0
2021,17031411200,Race not available,8,0,8,6160000.0
2021,17031411200,White (non-Hispanic),35,4,30,14350000.0
2021,17031420100,Black,2,1,1,125000.0
2021,17031420100,Latino/Hispanic,2,1,1,115000.0
2021,17031420100,Race not available,3,0,3,3735000.0
2021,17031420100,White (non-Hispanic),3,0,3,625000.0
2021,17031420200,Asian,1,0,1,125000.0
2021,17031420200,Black,17,6,11,2445000.0
2021,17031420200,Latino/Hispanic,1,1,0,0.0
2021,17031420200,Other / Joint,4,0,4,630000.0
2021,17031420200,Race not available,12,4,8,1670000.0
2021,17031420200,White (non-Hispanic),10,3,7,2015000.0
2021,17031420300,Asian,5,2,3,575000.0
2021,17031420300,Black,13,3,9,2545000.0
2021,17031420300,Latino/Hispanic,3,2,1,305000.0
2021,17031420300,Other / Joint,1,0,1,275000.0
2021,17031420300,Race not available,10,2,8,48820000.0
2021,17031420300,White (non-Hispanic),9,2,6,1600000.0
2021,17031420400,Asian,1,0,1,265000.0
2021,17031420400,Black,12,0,11,2615000.0
2021,17031420400,Latino/Hispanic,2,0,2,350000.0
2021,17031420400,Other / Joint,1,0,1,465000.0
2021,17031420400,Race not available,2,0,2,350000.0
2021,17031420400,White (non-Hispanic),5,0,5,835000.0
2021,17031420500,Black,31,8,23,5675000.0
2021,17031420500,Latino/Hispanic,3,0,3,985000.0
2021,17031420500,Race not available,16,3,13,6405000.0
2021,17031420500,White (non-Hispanic),3,0,3,575000.0
2021,17031420600,Asian,1,1,0,0.0
2021,17031420600,Black,25,12,11,3715000.0
2021,17031420600,Latino/Hispanic,2,0,2,550000.0
2021,17031420600,Other / Joint,3,1,2,720000.0
2021,17031420600,Race not available,18,3,15,5775000.0
2021,17031420600,White (non-Hispanic),7,0,6,2050000.0
2021,17031420700,Black,68,23,41,10995000.0
2021,17031420700,Latino/Hispanic,1,1,0,0.0
2021,17031420700,Other / Joint,5,2,3,805000.0
2021,17031420700,Race not available,48,11,36,10640000.0
2021,17031420700,White (non-Hispanic),9,0,7,2005000.0
2021,17031420800,Black,59,15,43,12125000.0
2021,17031420800,Latino/Hispanic,2,0,2,590000.0
2021,17031420800,Race not available,30,8,22,8090000.0
2021,17031420800,White (non-Hispanic),6,0,6,2100000.0
2021,17031421200,Black,13,4,9,1385000.0
2021,17031421200,Race not available,10,3,7,2045000.0
2021,17031421200,White (non-Hispanic),2,1,1,125000.0
2021,17031430101,Asian,2,0,2,720000.0
2021,17031430101,Black,25,11,14,2290000.0
2021,17031430101,Latino/Hispanic,1,0,1,105000.0
2021,17031430101,Other / Joint,1,1,0,0.0
2021,17031430101,Race not available,17,3,12,30260000.0
2021,17031430101,White (non-Hispanic),3,0,2,1040000.0
2021,17031430102,Black,23,9,13,1615000.0
2021,17031430102,Latino/Hispanic,3,2,1,165000.0
2021,17031430102,Race not available,19,6,13,23155000.0
2021,17031430102,White (non-Hispanic),2,2,0,0.0
2021,17031430200,Black,44,13,30,7350000.0
2021,17031430200,Latino/Hispanic,3,0,3,225000.0
2021,17031430200,Other / Joint,1,0,1,545000.0
2021,17031430200,Race not available,36,12,22,11590000.0
2021,17031430200,White (non-Hispanic),22,6,13,4155000.0
2021,17031430300,Black,22,4,15,3085000.0
2021,17031430300,Latino/Hispanic,2,0,2,610000.0
2021,17031430300,Race not available,17,5,10,4440000.0
2021,17031430300,White (non-Hispanic),2,0,2,440000.0
2021,17031430400,Asian,1,0,1,105000.0
2021,17031430400,Black,62,18,41,7985000.0
2021,17031430400,Latino/Hispanic,4,0,4,760000.0
2021,17031430400,Other / Joint,2,0,2,580000.0
2021,17031430400,Race not available,28,6,20,9380000.0
2021,17031430400,White (non-Hispanic),3,1,2,230000.0
2021,17031430500,Black,31,8,21,4835000.0
2021,17031430500,Latino/Hispanic,1,0,1,165000.0
2021,17031430500,Other / Joint,1,0,1,375000.0
2021,17031430500,Race not available,18,2,14,20600000.0
2021,17031430500,White (non-Hispanic),2,0,1,245000.0
2021,17031430600,Asian,2,1,1,185000.0
2021,17031430600,Black,36,10,24,5440000.0
2021,17031430600,Other / Joint,3,0,3,955000.0
2021,17031430600,Race not available,13,7,6,1580000.0
2021,17031430600,White (non-Hispanic),6,0,6,1220000.0
2021,17031430700,Black,11,4,6,840000.0
2021,17031430700,Race not available,6,1,5,795000.0
2021,17031430700,White (non-Hispanic),1,0,1,175000.0
2021,17031430800,Black,47,17,28,6550000.0
2021,17031430800,Latino/Hispanic,3,2,1,265000.0
2021,17031430800,Other / Joint,2,0,2,550000.0
2021,17031430800,Race not available,12,6,5,2225000.0
2021,17031430800,White (non-Hispanic),4,1,3,505000.0
2021,17031430900,Black,41,14,27,5245000.0
2021,17031430900,Race not available,13,4,8,2110000.0
2021,17031430900,White (non-Hispanic),2,2,0,0.0
2021,17031431200,Asian,2,1,1,175000.0
2021,17031431200,Black,85,26,52,9930000.0
2021,17031431200,Latino/Hispanic,5,1,4,1110000.0
2021,17031431200,Other / Joint,3,1,2,550000.0
2021,17031431200,Race not available,31,10,18,4020000.0
2021,17031431200,White (non-Hispanic),9,1,7,1445000.0
2021,17031431301,Asian,1,0,1,145000.0
2021,17031431301,Black,31,11,18,5370000.0
2021,17031431301,Latino/Hispanic,5,1,4,1260000.0
2021,17031431301,Race not available,25,5,19,17895000.0
2021,17031431301,White (non-Hispanic),5,2,3,585000.0
2021,17031431302,Black,29,8,19,4995000.0
2021,17031431302,Latino/Hispanic,3,3,0,0.0
2021,17031431302,Other / Joint,1,1,0,0.0
2021,17031431302,Race not available,24,8,16,11100000.0
2021,17031431302,White (non-Hispanic),5,1,4,720000.0
2021,17031431400,Black,22,9,13,2485000.0
2021,17031431400,Latino/Hispanic,1,0,1,65000.0
2021,17031431400,Other / Joint,1,1,0,0.0
2021,17031431400,Race not available,18,9,8,8820000.0
2021,17031431400,White (non-Hispanic),5,0,5,1045000.0
2021,17031440101,Black,31,12,17,4415000.0
2021,17031440101,Latino/Hispanic,2,1,1,335000.0
2021,17031440101,Other / Joint,1,1,0,0.0
2021,17031440101,Race not available,18,4,14,10000000.0
2021,17031440102,Asian,1,0,1,215000.0
2021,17031440102,Black,34,10,24,5070000.0
2021,17031440102,Latino/Hispanic,1,0,1,85000.0
2021,17031440102,Race not available,24,7,17,23755000.0
2021,17031440102,White (non-Hispanic),1,0,1,145000.0
2021,17031440201,Asian,1,0,1,245000.0
2021,17031440201,Black,67,25,41,11005000.0
2021,17031440201,Latino/Hispanic,1,0,1,175000.0
2021,17031440201,Race not available,28,10,17,4595000.0
2021,17031440201,White (non-Hispanic),3,3,0,0.0
2021,17031440202,Black,55,14,41,7635000.0
2021,17031440202,Latino/Hispanic,1,0,1,265000.0
2021,17031440202,Race not available,23,5,16,2630000.0
2021,17031440202,White (non-Hispanic),4,2,2,420000.0
2021,17031440300,Black,165,48,114,21530000.0
2021,17031440300,Latino/Hispanic,5,3,2,230000.0
2021,17031440300,Other / Joint,3,1,2,470000.0
2021,17031440300,Race not available,46,12,31,7665000.0
2021,17031440300,White (non-Hispanic),5,3,2,210000.0
2021,17031440600,Black,84,25,56,9440000.0
2021,17031440600,Latino/Hispanic,2,0,2,230000.0
2021,17031440600,Race not available,22,4,18,2810000.0
2021,17031440600,White (non-Hispanic),2,0,1,65000.0
2021,17031440700,Black,58,23,32,4810000.0
2021,17031440700,Latino/Hispanic,1,0,1,325000.0
2021,17031440700,Race not available,20,6,12,2430000.0
2021,17031440700,White (non-Hispanic),2,0,2,190000.0
2021,17031440800,Black,27,9,15,3055000.0
2021,17031440800,Latino/Hispanic,1,0,1,145000.0
2021,17031440800,Race not available,14,5,7,1625000.0
2021,17031440800,White (non-Hispanic),1,1,0,0.0
2021,17031440900,Asian,1,0,1,75000.0
2021,17031440900,Black,88,23,63,12185000.0
2021,17031440900,Latino/Hispanic,2,1,1,315000.0
2021,17031440900,Race not available,36,18,17,3135000.0
2021,17031450300,Black,128,30,90,17150000.0
2021,17031450300,Latino/Hispanic,4,1,3,465000.0
2021,17031450300,Other / Joint,1,0,1,225000.0
2021,17031450300,Race not available,51,16,34,6140000.0
2021,17031450300,White (non-Hispanic),6,5,1,55000.0
2021,17031460100,Black,37,10,24,3840000.0
2021,17031460100,Latino/Hispanic,4,3,1,145000.0
2021,17031460100,Other / Joint,1,0,1,205000.0
2021,17031460100,Race not available,24,5,18,12100000.0
2021,17031460100,White (non-Hispanic),2,0,2,300000.0
2021,17031460200,Black,14,6,8,1520000.0
2021,17031460200,Latino/Hispanic,8,3,4,410000.0
2021,17031460200,Race not available,6,2,4,790000.0
2021,17031460200,White (non-Hispanic),7,2,5,515000.0
2021,17031460301,Black,39,19,20,3530000.0
2021,17031460301,Latino/Hispanic,15,2,13,1615000.0
2021,17031460301,Other / Joint,2,1,1,195000.0
2021,17031460301,Race not available,14,3,9,1145000.0
2021,17031460301,White (non-Hispanic),3,1,2,280000.0
2021,17031460302,Black,51,12,38,5890000.0
2021,17031460302,Latino/Hispanic,3,0,3,405000.0
2021,17031460302,Race not available,38,6,30,5160000.0
2021,17031460302,White (non-Hispanic),5,1,3,635000.0
2021,17031460400,Black,58,19,35,6145000.0
2021,17031460400,Latino/Hispanic,8,3,5,625000.0
2021,17031460400,Other / Joint,4,2,2,450000.0
2021,17031460400,Race not available,32,6,24,5550000.0
2021,17031460400,White (non-Hispanic),3,2,1,55000.0
2021,17031460500,Black,129,44,80,15380000.0
2021,17031460500,Latino/Hispanic,2,0,2,390000.0
2021,17031460500,Other / Joint,3,1,2,550000.0
2021,17031460500,Race not available,69,23,45,8005000.0
2021,17031460500,White (non-Hispanic),4,2,1,125000.0
2021,17031460600,Black,11,3,7,1415000.0
2021,17031460600,Latino/Hispanic,4,3,1,295000.0
2021,17031460600,Race not available,7,2,5,575000.0
2021,17031460600,White (non-Hispanic),2,0,2,260000.0
2021,17031460700,Black,10,5,5,1075000.0
2021,17031460700,Latino/Hispanic,4,1,3,545000.0
2021,17031460700,Other / Joint,1,0,1,365000.0
2021,17031460700,Race not available,5,0,4,920000.0
2021,17031460700,White (non-Hispanic),2,1,1,155000.0
2021,17031461000,Black,2,0,2,350000.0
2021,17031461000,Latino/Hispanic,2,1,1,75000.0
2021,17031461000,Race not available,4,0,3,625000.0
2021,17031461000,White (non-Hispanic),1,0,1,145000.0
2021,17031470100,Asian,1,0,1,105000.0
2021,17031470100,Black,59,19,39,6015000.0
2021,17031470100,Latino/Hispanic,4,2,2,270000.0
2021,17031470100,Other / Joint,1,1,0,0.0
2021,17031470100,Race not available,20,7,12,2570000.0
2021,17031470100,White (non-Hispanic),3,0,3,425000.0
2021,17031480100,Black,75,18,56,10130000.0
2021,17031480100,Latino/Hispanic,1,1,0,0.0
2021,17031480100,Race not available,14,4,9,1715000.0
2021,17031480100,White (non-Hispanic),4,1,3,565000.0
2021,17031480200,Black,41,21,18,3030000.0
2021,17031480200,Latino/Hispanic,2,2,0,0.0
2021,17031480200,Race not available,23,13,8,1590000.0
2021,17031480300,Black,42,14,27,4415000.0
2021,17031480300,Latino/Hispanic,2,1,1,145000.0
2021,17031480300,Race not available,12,3,9,1605000.0
2021,17031480300,White (non-Hispanic),1,1,0,0.0
2021,17031480400,Asian,1,1,0,0.0
2021,17031480400,Black,228,71,146,25320000.0
2021,17031480400,Latino/Hispanic,5,1,4,720000.0
2021,17031480400,Other / Joint,1,0,1,65000.0
2021,17031480400,Race not available,55,17,36,6300000.0
2021,17031480400,White (non-Hispanic),6,1,5,775000.0
2021,17031480500,Asian,1,0,1,185000.0
2021,17031480500,Black,67,22,44,7270000.0
2021,17031480500,Latino/Hispanic,6,2,3,425000.0
2021,17031480500,Other / Joint,2,1,0,0.0
2021,17031480500,Race not available,31,5,24,4500000.0
2021,17031480500,White (non-Hispanic),3,1,1,105000.0
2021,17031490300,Black,62,24,36,6250000.0
2021,17031490300,Latino/Hispanic,3,0,3,495000.0
2021,17031490300,Other / Joint,1,1,0,0.0
2021,17031490300,Race not available,20,6,13,12505000.0
2021,17031490300,White (non-Hispanic),3,0,3,235000.0
2021,17031490400,Black,32,8,24,4340000.0
2021,17031490400,Latino/Hispanic,2,0,2,470000.0
2021,17031490400,Race not available,7,1,5,785000.0
2021,17031490500,Black,64,13,49,8575000.0
2021,17031490500,Latino/Hispanic,1,1,0,0.0
2021,17031490500,Other / Joint,4,0,4,690000.0
2021,17031490500,Race not available,19,4,14,2710000.0
2021,17031490500,White (non-Hispanic),1,1,0,0.0
2021,17031490600,Black,49,13,32,4450000.0
2021,17031490600,Latino/Hispanic,4,0,4,760000.0
2021,17031490600,Other / Joint,1,1,0,0.0
2021,17031490600,Race not available,22,4,16,2150000.0
2021,17031490600,White (non-Hispanic),1,0,1,125000.0
2021,17031490700,Asian,1,0,1,65000.0
2021,17031490700,Black,67,25,40,5870000.0
2021,17031490700,Latino/Hispanic,4,0,3,415000.0
2021,17031490700,Race not available,25,5,20,2080000.0
2021,17031490700,White (non-Hispanic),2,1,1,65000.0
2021,17031490800,Black,104,34,69,10055000.0
2021,17031490800,Latino/Hispanic,4,0,4,560000.0
2021,17031490800,Race not available,40,10,28,3890000.0
2021,17031490800,White (non-Hispanic),2,0,2,400000.0
2021,17031490901,Black,70,25,45,7545000.0
2021,17031490901,Latino/Hispanic,5,2,3,395000.0
2021,17031490901,Race not available,28,10,17,4905000.0
2021,17031490901,White (non-Hispanic),2,2,0,0.0
2021,17031490902,Asian,2,0,2,240000.0
2021,17031490902,Black,135,49,79,12745000.0
2021,17031490902,Latino/Hispanic,4,0,4,400000.0
2021,17031490902,Other / Joint,3,3,0,0.0
2021,17031490902,Race not available,49,18,30,4820000.0
2021,17031490902,White (non-Hispanic),5,1,1,85000.0
2021,17031491000,Black,46,16,26,3700000.0
2021,17031491000,Latino/Hispanic,7,3,4,900000.0
2021,17031491000,Other / Joint,1,1,0,0.0
2021,17031491000,Race not available,27,8,17,2165000.0
2021,17031491100,Black,127,49,76,11700000.0
2021,17031491100,Latino/Hispanic,3,1,2,450000.0
2021,17031491100,Race not available,42,13,28,4210000.0
2021,17031491100,White (non-Hispanic),3,0,3,285000.0
2021,17031491200,Black,56,19,36,5990000.0
2021,17031491200,Latino/Hispanic,4,1,3,495000.0
2021,17031491200,Other / Joint,1,0,1,75000.0
2021,17031491200,Race not available,8,0,7,965000.0
2021,17031491200,White (non-Hispanic),2,1,1,205000.0
2021,17031491300,Black,45,18,26,4470000.0
2021,17031491300,Latino/Hispanic,5,3,2,170000.0
2021,17031491300,Race not available,18,11,5,775000.0
2021,17031491400,Asian,1,0,1,135000.0
2021,17031491400,Black,34,12,20,3540000.0
2021,17031491400,Race not available,24,9,15,6095000.0
2021,17031491400,White (non-Hispanic),4,0,4,560000.0
2021,17031500100,Asian,1,0,1,85000.0
2021,17031500100,Black,81,27,52,7080000.0
2021,17031500100,Other / Joint,1,1,0,0.0
2021,17031500100,Race not available,17,5,10,1240000.0
2021,17031500100,White (non-Hispanic),2,2,0,0.0
2021,17031500200,Black,28,5,22,2770000.0
2021,17031500200,Latino/Hispanic,1,1,0,0.0
2021,17031500200,Race not available,9,4,5,645000.0
2021,17031500200,White (non-Hispanic),2,2,0,0.0
2021,17031500300,Black,15,5,10,1110000.0
2021,17031500300,Latino/Hispanic,11,4,7,765000.0
2021,17031500300,Other / Joint,1,0,1,75000.0
2021,17031500300,Race not available,8,5,2,520000.0
2021,17031500300,White (non-Hispanic),24,2,19,2255000.0
2021,17031510100,Black,4,0,2,320000.0
2021,17031510100,Latino/Hispanic,34,5,28,3710000.0
2021,17031510100,Race not available,8,2,6,700000.0
2021,17031510100,White (non-Hispanic),7,2,3,345000.0
2021,17031510200,Asian,2,2,0,0.0
2021,17031510200,Black,49,16,32,3890000.0
2021,17031510200,Latino/Hispanic,16,5,11,1325000.0
2021,17031510200,Other / Joint,1,0,1,95000.0
2021,17031510200,Race not available,23,8,15,1705000.0
2021,17031510200,White (non-Hispanic),12,1,11,1415000.0
2021,17031510300,Black,83,31,49,5525000.0
2021,17031510300,Latino/Hispanic,5,2,3,525000.0
2021,17031510300,Other / Joint,1,1,0,0.0
2021,17031510300,Race not available,31,12,17,1725000.0
2021,17031510300,White (non-Hispanic),13,3,10,740000.0
2021,17031520100,Black,7,3,4,760000.0
2021,17031520100,Latino/Hispanic,18,8,10,1100000.0
2021,17031520100,Race not available,3,0,2,330000.0
2021,17031520100,White (non-Hispanic),10,6,4,590000.0
2021,17031520200,Asian,1,0,1,145000.0
2021,17031520200,Black,6,1,5,535000.0
2021,17031520200,Latino/Hispanic,27,13,13,1765000.0
2021,17031520200,Race not available,5,0,5,525000.0
2021,17031520200,White (non-Hispanic),4,2,2,220000.0
2021,17031520300,Black,5,0,5,815000.0
2021,17031520300,Latino/Hispanic,89,30,53,7605000.0
2021,17031520300,Race not available,13,4,9,1385000.0
2021,17031520300,White (non-Hispanic),20,7,13,1585000.0
2021,17031520400,Black,5,1,4,750000.0
2021,17031520400,Latino/Hispanic,72,17,53,7285000.0
2021,17031520400,Other / Joint,1,0,1,155000.0
2021,17031520400,Race not available,13,4,9,1555000.0
2021,17031520400,White (non-Hispanic),8,2,6,810000.0
2021,17031520500,Black,5,0,5,875000.0
2021,17031520500,Latino/Hispanic,113,38,70,11350000.0
2021,17031520500,Other / Joint,1,0,1,115000.0
2021,17031520500,Race not available,28,3,25,3655000.0
2021,17031520500,White (non-Hispanic),21,4,15,2335000.0
2021,17031520600,Black,2,1,1,135000.0
2021,17031520600,Latino/Hispanic,53,10,41,5085000.0
2021,17031520600,Race not available,8,1,7,905000.0
2021,17031520600,White (non-Hispanic),7,1,6,610000.0
2021,17031530100,Black,15,7,8,1090000.0
2021,17031530100,Latino/Hispanic,5,2,2,230000.0
2021,17031530100,Race not available,6,2,4,510000.0
2021,17031530100,White (non-Hispanic),1,0,0,0.0
2021,17031530200,Black,57,16,39,5325000.0
2021,17031530200,Latino/Hispanic,7,1,6,880000.0
2021,17031530200,Other / Joint,2,0,2,180000.0
2021,17031530200,Race not available,29,8,19,2975000.0
2021,17031530200,White (non-Hispanic),4,2,2,230000.0
2021,17031530300,Asian,1,0,1,75000.0
2021,17031530300,Black,89,22,61,7645000.0
2021,17031530300,Latino/Hispanic,6,2,4,500000.0
2021,17031530300,Other / Joint,2,1,1,95000.0
2021,17031530300,Race not available,32,9,23,2845000.0
2021,17031530300,White (non-Hispanic),2,0,2,330000.0
2021,17031530400,Black,77,18,57,8085000.0
2021,17031530400,Latino/Hispanic,4,0,4,490000.0
2021,17031530400,Race not available,18,5,12,1650000.0
2021,17031530400,White (non-Hispanic),4,2,2,270000.0
2021,17031530501,Asian,1,0,1,85000.0
2021,17031530501,Black,117,40,71,12005000.0
2021,17031530501,Latino/Hispanic,5,1,4,480000.0
2021,17031530501,Other / Joint,1,0,1,155000.0
2021,17031530501,Race not available,24,9,15,1775000.0
2021,17031530501,White (non-Hispanic),4,2,2,170000.0
2021,17031530502,Black,42,10,30,4330000.0
2021,17031530502,Race not available,16,4,10,1260000.0
2021,17031530503,Black,138,39,91,12655000.0
2021,17031530503,Latino/Hispanic,9,1,8,1030000.0
2021,17031530503,Other / Joint,3,0,3,375000.0
2021,17031530503,Race not available,58,21,37,4715000.0
2021,17031530503,White (non-Hispanic),7,0,5,455000.0
2021,17031530600,Black,58,25,30,4270000.0
2021,17031530600,Latino/Hispanic,4,0,4,770000.0
2021,17031530600,Race not available,20,9,11,1115000.0
2021,17031530600,White (non-Hispanic),4,1,3,335000.0
2021,17031540101,Black,5,5,0,0.0
2021,17031540101,Latino/Hispanic,1,1,0,0.0
2021,17031540101,Race not available,1,1,0,0.0
2021,17031540102,Black,5,2,3,195000.0
2021,17031550100,Asian,5,3,2,440000.0
2021,17031550100,Black,8,3,5,1045000.0
2021,17031550100,Latino/Hispanic,123,24,97,15905000.0
2021,17031550100,Other / Joint,2,1,1,25000.0
2021,17031550100,Race not available,31,5,26,4260000.0
2021,17031550100,White (non-Hispanic),64,15,47,6315000.0
2021,17031550200,Black,11,2,9,1385000.0
2021,17031550200,Latino/Hispanic,63,16,46,6750000.0
2021,17031550200,Other / Joint,2,0,2,320000.0
2021,17031550200,Race not available,9,2,7,965000.0
2021,17031550200,White (non-Hispanic),32,4,27,3815000.0
2021,17031560100,Asian,4,1,3,535000.0
2021,17031560100,Black,2,0,1,165000.0
2021,17031560100,Latino/Hispanic,28,5,21,4605000.0
2021,17031560100,Race not available,4,2,2,340000.0
2021,17031560200,Asian,1,0,1,175000.0
2021,17031560200,Black,16,8,8,900000.0
2021,17031560200,Latino/Hispanic,31,3,26,4490000.0
2021,17031560200,Race not available,7,1,6,910000.0
2021,17031560200,White (non-Hispanic),6,1,5,715000.0
2021,17031560300,Asian,3,0,3,895000.0
2021,17031560300,Black,4,2,2,480000.0
2021,17031560300,Latino/Hispanic,101,22,79,16345000.0
2021,17031560300,Other / Joint,1,1,0,0.0
2021,17031560300,Race not available,17,1,16,2730000.0
2021,17031560300,White (non-Hispanic),13,2,10,1560000.0
2021,17031560400,Latino/Hispanic,34,7,27,5015000.0
2021,17031560400,Race not available,1,0,1,315000.0
2021,17031560400,White (non-Hispanic),4,1,3,425000.0
2021,17031560700,Asian,2,0,2,620000.0
2021,17031560700,Latino/Hispanic,96,11,80,17830000.0
2021,17031560700,Race not available,21,2,19,4985000.0
2021,17031560700,White (non-Hispanic),29,5,22,4030000.0
2021,17031560800,Asian,4,1,3,705000.0
2021,17031560800,Black,3,0,2,560000.0
2021,17031560800,Latino/Hispanic,166,28,133,28255000.0
2021,17031560800,Other / Joint,4,1,3,685000.0
2021,17031560800,Race not available,45,6,38,10040000.0
2021,17031560800,White (non-Hispanic),105,14,89,19255000.0
2021,17031560900,Asian,2,0,2,610000.0
2021,17031560900,Black,5,0,4,1100000.0
2021,17031560900,Latino/Hispanic,144,14,125,30945000.0
2021,17031560900,Other / Joint,1,0,1,305000.0
2021,17031560900,Race not available,49,11,38,9020000.0
2021,17031560900,White (non-Hispanic),134,11,122,30140000.0
2021,17031561000,Asian,4,2,2,470000.0
2021,17031561000,Black,3,0,3,865000.0
2021,17031561000,Latino/Hispanic,161,27,126,32890000.0
2021,17031561000,Other / Joint,5,1,4,1250000.0
2021,17031561000,Race not available,49,6,43,10005000.0
2021,17031561000,White (non-Hispanic),138,18,116,27490000.0
2021,17031561100,Asian,2,0,2,470000.0
2021,17031561100,Black,2,0,2,640000.0
2021,17031561100,Latino/Hispanic,167,21,143,33495000.0
2021,17031561100,Other / Joint,2,0,2,490000.0
2021,17031561100,Race not available,50,8,41,10105000.0
2021,17031561100,White (non-Hispanic),103,13,88,17640000.0
2021,17031570100,Asian,1,0,1,125000.0
2021,17031570100,Latino/Hispanic,30,6,24,4170000.0
2021,17031570100,Race not available,3,1,2,480000.0
