activity_year,census_tract,group,applications,denials,originations,orig_dollars
2019,17031570500,Race not available,3,1,2,650000.0
2019,17031570500,White (non-Hispanic),8,1,7,1045000.0
2019,17031580100,Asian,20,7,13,2435000.0
2019,17031580100,Latino/Hispanic,19,10,9,1165000.0
2019,17031580100,Race not available,4,1,3,735000.0
2019,17031580100,White (non-Hispanic),6,3,3,945000.0
2019,17031580200,Asian,17,4,11,2135000.0
2019,17031580200,Latino/Hispanic,21,7,14,2000000.0
2019,17031580200,Other / Joint,1,0,1,55000.0
2019,17031580200,Race not available,9,2,7,1475000.0
2019,17031580200,White (non-Hispanic),6,4,2,380000.0
2019,17031580300,Asian,4,1,3,405000.0
2019,17031580300,Latino/Hispanic,20,10,10,1370000.0
2019,17031580300,Race not available,4,1,3,615000.0
2019,17031580400,Asian,23,2,20,2910000.0
2019,17031580400,Latino/Hispanic,27,6,21,3535000.0
2019,17031580400,Race not available,2,1,1,745000.0
2019,17031580400,White (non-Hispanic),4,0,4,470000.0
2019,17031580501,Asian,8,1,5,705000.0
2019,17031580501,Latino/Hispanic,39,11,25,4005000.0
2019,17031580501,Race not available,6,1,5,1215000.0
2019,17031580501,White (non-Hispanic),3,1,2,520000.0
2019,17031580502,Asian,13,8,5,925000.0
2019,17031580502,Latino/Hispanic,40,17,21,4035000.0
2019,17031580502,Race not available,3,0,3,905000.0
2019,17031580502,White (non-Hispanic),3,2,1,245000.0
2019,17031580600,Asian,12,2,9,1275000.0
2019,17031580600,Black,1,0,1,345000.0
2019,17031580600,Latino/Hispanic,25,7,15,2245000.0
2019,17031580600,Race not available,6,1,4,1090000.0
2019,17031580600,White (non-Hispanic),4,3,1,25000.0
2019,17031580700,Asian,23,4,18,3000000.0
2019,17031580700,Black,1,0,1,285000.0
2019,17031580700,Latino/Hispanic,36,15,20,3070000.0
2019,17031580700,Race not available,4,1,3,595000.0
2019,17031580700,White (non-Hispanic),13,2,10,2220000.0
2019,17031580800,Asian,3,2,1,85000.0
2019,17031580800,Latino/Hispanic,8,5,3,395000.0
2019,17031580800,Race not available,2,0,2,460000.0
2019,17031590500,Asian,7,1,6,1630000.0
2019,17031590500,Latino/Hispanic,10,5,5,845000.0
2019,17031590500,Other / Joint,1,0,1,175000.0
2019,17031590500,Race not available,3,1,2,970000.0
2019,17031590500,White (non-Hispanic),9,3,6,1280000.0
2019,17031590600,Asian,17,2,14,3080000.0
2019,17031590600,Black,1,1,0,0.0
2019,17031590600,Latino/Hispanic,25,12,13,2685000.0
2019,17031590600,Other / Joint,1,0,1,175000.0
2019,17031590600,Race not available,10,3,7,1695000.0
2019,17031590600,White (non-Hispanic),21,6,14,3080000.0
2019,17031590700,Asian,20,1,17,4495000.0
2019,17031590700,Latino/Hispanic,29,12,17,3815000.0
2019,17031590700,Race not available,9,2,7,1225000.0
2019,17031590700,White (non-Hispanic),10,4,5,1195000.0
2019,17031600400,Asian,33,6,27,6975000.0
2019,17031600400,Latino/Hispanic,3,1,2,550000.0
2019,17031600400,Other / Joint,1,1,0,0.0
2019,17031600400,Race not available,6,2,3,1005000.0
2019,17031600400,White (non-Hispanic),22,8,14,4660000.0
2019,17031600600,Asian,19,6,13,3295000.0
2019,17031600600,Latino/Hispanic,11,2,9,2705000.0
2019,17031600600,Race not available,8,2,6,2050000.0
2019,17031600600,White (non-Hispanic),16,4,12,3420000.0
2019,17031600700,Asian,26,3,23,6125000.0
2019,17031600700,Latino/Hispanic,7,2,5,1735000.0
2019,17031600700,Other / Joint,1,0,1,565000.0
2019,17031600700,Race not available,6,1,5,1435000.0
2019,17031600700,White (non-Hispanic),16,5,9,1705000.0
2019,17031600900,Asian,27,7,20,4840000.0
2019,17031600900,Black,2,0,2,500000.0
2019,17031600900,Latino/Hispanic,10,3,6,1350000.0
2019,17031600900,Other / Joint,3,2,1,265000.0
2019,17031600900,Race not available,18,3,15,6805000.0
2019,17031600900,White (non-Hispanic),16,2,14,4550000.0
2019,17031610300,Asian,2,0,2,310000.0
2019,17031610300,Black,3,0,2,380000.0
2019,17031610300,Latino/Hispanic,27,11,15,2255000.0
2019,17031610300,Race not available,5,2,3,415000.0
2019,17031610300,White (non-Hispanic),3,2,1,125000.0
2019,17031610400,Latino/Hispanic,13,5,7,725000.0
2019,17031610400,Other / Joint,1,0,1,145000.0
2019,17031610400,Race not available,2,1,1,115000.0
2019,17031610400,White (non-Hispanic),1,1,0,0.0
2019,17031610800,Asian,3,0,3,695000.0
2019,17031610800,Black,2,1,1,285000.0
2019,17031610800,Latino/Hispanic,5,0,4,1090000.0
2019,17031610800,Race not available,9,3,6,1710000.0
2019,17031610800,White (non-Hispanic),34,12,22,4930000.0
2019,17031611000,Black,1,1,0,0.0
2019,17031611000,Latino/Hispanic,6,1,4,640000.0
2019,17031611000,Race not available,3,0,3,315000.0
2019,17031611100,Asian,2,1,1,65000.0
2019,17031611100,Black,1,1,0,0.0
2019,17031611100,Latino/Hispanic,27,10,16,1810000.0
2019,17031611100,Other / Joint,1,1,0,0.0
2019,17031611100,Race not available,7,2,5,625000.0
2019,17031611100,White (non-Hispanic),6,2,4,400000.0
2019,17031611200,Asian,2,1,1,145000.0
2019,17031611200,Black,5,3,2,300000.0
2019,17031611200,Latino/Hispanic,11,6,5,615000.0
2019,17031611200,Race not available,2,0,2,190000.0
2019,17031611200,White (non-Hispanic),3,1,2,180000.0
2019,17031611300,Asian,1,0,1,155000.0
2019,17031611300,Black,1,0,1,85000.0
2019,17031611300,Latino/Hispanic,21,9,12,1300000.0
2019,17031611300,Race not available,3,2,1,125000.0
2019,17031611300,White (non-Hispanic),2,1,1,185000.0
2019,17031611400,Latino/Hispanic,19,9,9,1145000.0
2019,17031611400,Race not available,2,0,2,1150000.0
2019,17031611500,Latino/Hispanic,20,10,9,1175000.0
2019,17031611500,Race not available,1,0,1,185000.0
2019,17031611500,White (non-Hispanic),2,1,1,225000.0
2019,17031611600,Asian,1,0,1,105000.0
2019,17031611600,Black,12,7,5,695000.0
2019,17031611600,Latino/Hispanic,10,2,6,810000.0
2019,17031611600,Race not available,1,0,1,195000.0
2019,17031611600,White (non-Hispanic),1,0,1,105000.0
2019,17031611700,Asian,1,0,1,125000.0
2019,17031611700,Black,3,2,1,185000.0
2019,17031611700,Latino/Hispanic,15,1,13,1415000.0
2019,17031611700,Race not available,4,1,2,310000.0
2019,17031611800,Black,6,4,2,220000.0
2019,17031611800,Latino/Hispanic,6,4,2,430000.0
2019,17031611800,Race not available,2,1,1,145000.0
2019,17031611900,Asian,1,0,1,105000.0
2019,17031611900,Black,5,3,1,225000.0
2019,17031611900,Latino/Hispanic,6,2,4,430000.0
2019,17031611900,Race not available,4,1,3,505000.0
2019,17031611900,White (non-Hispanic),2,0,2,290000.0
2019,17031612000,Black,13,3,9,1385000.0
2019,17031612000,Latino/Hispanic,3,1,2,200000.0
2019,17031612000,Race not available,5,3,2,320000.0
2019,17031612000,White (non-Hispanic),2,2,0,0.0
2019,17031612100,Black,15,9,6,840000.0
2019,17031612100,Latino/Hispanic,3,2,1,35000.0
2019,17031612100,Race not available,5,1,4,490000.0
2019,17031620100,Asian,9,1,8,1100000.0
2019,17031620100,Latino/Hispanic,61,15,46,7060000.0
2019,17031620100,Race not available,6,5,1,145000.0
2019,17031620100,White (non-Hispanic),5,2,3,635000.0
2019,17031620200,Asian,1,0,1,135000.0
2019,17031620200,Black,1,1,0,0.0
2019,17031620200,Latino/Hispanic,21,7,14,2600000.0
2019,17031620200,Other / Joint,1,0,1,215000.0
2019,17031620200,Race not available,6,1,5,465000.0
2019,17031620200,White (non-Hispanic),5,0,5,855000.0
2019,17031620300,Asian,4,1,3,695000.0
2019,17031620300,Latino/Hispanic,111,32,77,13285000.0
2019,17031620300,Race not available,11,2,8,1670000.0
2019,17031620300,White (non-Hispanic),18,2,16,2110000.0
2019,17031620400,Asian,1,0,1,245000.0
2019,17031620400,Black,1,1,0,0.0
2019,17031620400,Latino/Hispanic,62,18,42,6430000.0
2019,17031620400,Race not available,5,3,2,250000.0
2019,17031620400,White (non-Hispanic),1,0,1,85000.0
2019,17031630100,Asian,1,0,1,145000.0
2019,17031630100,Black,2,1,1,135000.0
2019,17031630100,Latino/Hispanic,10,6,3,235000.0
2019,17031630100,Race not available,1,0,1,235000.0
2019,17031630200,Asian,2,0,2,250000.0
2019,17031630200,Latino/Hispanic,10,4,6,720000.0
2019,17031630200,Race not available,1,0,1,345000.0
2019,17031630200,White (non-Hispanic),2,0,2,250000.0
2019,17031630300,Asian,2,1,1,235000.0
2019,17031630300,Latino/Hispanic,56,19,34,4500000.0
2019,17031630300,Race not available,1,0,1,135000.0
2019,17031630400,Asian,1,0,1,145000.0
2019,17031630400,Black,1,0,1,315000.0
2019,17031630400,Latino/Hispanic,77,34,42,5700000.0
2019,17031630400,Race not available,3,0,3,375000.0
2019,17031630400,White (non-Hispanic),3,1,2,240000.0
2019,17031630500,Black,1,0,1,245000.0
2019,17031630500,Latino/Hispanic,56,23,31,5005000.0
2019,17031630500,Other / Joint,1,0,1,225000.0
2019,17031630500,Race not available,9,4,4,670000.0
2019,17031630500,White (non-Hispanic),2,1,1,255000.0
2019,17031630800,Latino/Hispanic,61,21,39,5775000.0
2019,17031630800,Race not available,3,0,3,665000.0
2019,17031630800,White (non-Hispanic),1,0,1,165000.0
2019,17031630900,Black,1,0,1,225000.0
2019,17031630900,Latino/Hispanic,43,16,26,3650000.0
2019,17031630900,Race not available,8,2,6,1650000.0
2019,17031630900,White (non-Hispanic),3,1,1,155000.0
2019,17031640100,Black,2,0,2,410000.0
2019,17031640100,Latino/Hispanic,26,5,21,4195000.0
2019,17031640100,Race not available,5,2,2,450000.0
2019,17031640100,White (non-Hispanic),13,6,7,1155000.0
2019,17031640300,Asian,4,1,3,735000.0
2019,17031640300,Black,2,0,2,540000.0
2019,17031640300,Latino/Hispanic,158,36,112,22970000.0
2019,17031640300,Other / Joint,2,1,1,225000.0
2019,17031640300,Race not available,22,6,13,4815000.0
2019,17031640300,White (non-Hispanic),65,26,36,5390000.0
2019,17031640400,Asian,2,0,2,320000.0
2019,17031640400,Black,2,2,0,0.0
2019,17031640400,Latino/Hispanic,59,10,47,10605000.0
2019,17031640400,Other / Joint,1,1,0,0.0
2019,17031640400,Race not available,7,3,3,825000.0
2019,17031640400,White (non-Hispanic),60,22,37,6835000.0
2019,17031640500,Asian,3,0,3,955000.0
2019,17031640500,Black,1,1,0,0.0
2019,17031640500,Latino/Hispanic,72,20,51,9565000.0
2019,17031640500,Other / Joint,1,0,1,165000.0
2019,17031640500,Race not available,11,1,10,2090000.0
2019,17031640500,White (non-Hispanic),53,22,30,4850000.0
2019,17031640600,Black,1,0,1,205000.0
2019,17031640600,Latino/Hispanic,72,17,51,9755000.0
2019,17031640600,Other / Joint,2,0,1,295000.0
2019,17031640600,Race not available,10,6,4,1220000.0
2019,17031640600,White (non-Hispanic),34,11,22,3470000.0
2019,17031640700,Black,2,1,1,285000.0
2019,17031640700,Latino/Hispanic,65,8,57,9065000.0
2019,17031640700,Other / Joint,1,1,0,0.0
2019,17031640700,Race not available,9,4,5,1045000.0
2019,17031640700,White (non-Hispanic),23,6,17,2405000.0
2019,17031640800,Black,1,0,1,415000.0
2019,17031640800,Latino/Hispanic,34,10,22,3720000.0
2019,17031640800,Race not available,2,0,2,350000.0
2019,17031640800,White (non-Hispanic),4,2,2,330000.0
2019,17031650100,Latino/Hispanic,55,20,34,6110000.0
2019,17031650100,Race not available,7,3,4,790000.0
2019,17031650100,White (non-Hispanic),5,5,0,0.0
2019,17031650200,Latino/Hispanic,106,32,70,12230000.0
2019,17031650200,Race not available,7,2,5,915000.0
2019,17031650200,White (non-Hispanic),19,4,15,4225000.0
2019,17031650301,Black,1,0,1,185000.0
2019,17031650301,Latino/Hispanic,102,31,71,12095000.0
2019,17031650301,Race not available,12,2,10,2250000.0
2019,17031650301,White (non-Hispanic),11,2,8,1190000.0
2019,17031650302,Latino/Hispanic,83,28,52,7840000.0
2019,17031650302,Other / Joint,1,1,0,0.0
2019,17031650302,Race not available,11,4,7,1235000.0
2019,17031650302,White (non-Hispanic),5,2,3,485000.0
2019,17031650400,Black,1,1,0,0.0
2019,17031650400,Latino/Hispanic,116,34,78,12510000.0
2019,17031650400,Race not available,13,3,9,1695000.0
2019,17031650400,White (non-Hispanic),7,1,6,400000.0
2019,17031650500,Black,8,4,4,370000.0
2019,17031650500,Latino/Hispanic,69,20,48,7890000.0
2019,17031650500,Other / Joint,1,1,0,0.0
2019,17031650500,Race not available,13,6,7,965000.0
2019,17031650500,White (non-Hispanic),11,3,8,1310000.0
2019,17031660301,Black,2,1,1,175000.0
2019,17031660301,Latino/Hispanic,10,1,8,1520000.0
2019,17031660301,Race not available,2,0,2,22100000.0
2019,17031660301,White (non-Hispanic),1,0,1,205000.0
2019,17031660302,Latino/Hispanic,29,7,20,2610000.0
2019,17031660302,Race not available,7,2,4,1060000.0
2019,17031660302,White (non-Hispanic),3,0,3,415000.0
2019,17031660400,Latino/Hispanic,82,31,50,7950000.0
2019,17031660400,Race not available,5,3,1,365000.0
2019,17031660400,White (non-Hispanic),4,2,2,220000.0
2019,17031660500,Asian,1,1,0,0.0
2019,17031660500,Black,2,0,2,250000.0
2019,17031660500,Latino/Hispanic,57,17,37,4735000.0
2019,17031660500,Race not available,8,3,5,855000.0
2019,17031660500,White (non-Hispanic),2,1,1,185000.0
2019,17031660600,Black,5,3,2,380000.0
2019,17031660600,Latino/Hispanic,55,16,37,6225000.0
2019,17031660600,Race not available,11,4,6,2160000.0
2019,17031660700,Black,7,3,3,605000.0
2019,17031660700,Latino/Hispanic,11,1,9,995000.0
2019,17031660700,Race not available,1,1,0,0.0
2019,17031660700,White (non-Hispanic),2,1,1,65000.0
2019,17031660800,Black,17,13,4,500000.0
2019,17031660800,Latino/Hispanic,52,20,31,5615000.0
2019,17031660800,Race not available,15,6,8,2210000.0
2019,17031660800,White (non-Hispanic),1,1,0,0.0
2019,17031660900,Black,18,8,9,1505000.0
2019,17031660900,Latino/Hispanic,33,4,29,5475000.0
2019,17031660900,Race not available,11,5,5,1325000.0
2019,17031660900,White (non-Hispanic),3,0,3,775000.0
2019,17031661000,Black,57,23,32,4640000.0
2019,17031661000,Latino/Hispanic,57,9,44,6490000.0
2019,17031661000,Race not available,26,3,22,2370000.0
2019,17031661000,White (non-Hispanic),8,3,4,430000.0
2019,17031661100,Black,34,20,13,1585000.0
2019,17031661100,Latino/Hispanic,87,25,61,10395000.0
2019,17031661100,Other / Joint,2,2,0,0.0
2019,17031661100,Race not available,16,3,13,1815000.0
2019,17031661100,White (non-Hispanic),3,1,2,200000.0
2019,17031670100,Asian,1,1,0,0.0
2019,17031670100,Black,5,1,4,440000.0
2019,17031670100,Latino/Hispanic,11,5,5,745000.0
2019,17031670100,Race not available,9,2,7,755000.0
2019,17031670100,White (non-Hispanic),1,1,0,0.0
2019,17031670200,Asian,1,1,0,0.0
2019,17031670200,Black,5,2,3,385000.0
2019,17031670200,Latino/Hispanic,6,2,4,400000.0
2019,17031670200,Race not available,2,0,2,220000.0
2019,17031670300,Black,9,5,4,350000.0
2019,17031670300,Latino/Hispanic,6,3,3,215000.0
2019,17031670300,Race not available,3,0,3,395000.0
2019,17031670400,Black,5,2,2,110000.0
2019,17031670400,Latino/Hispanic,3,1,2,300000.0
2019,17031670400,White (non-Hispanic),1,0,1,115000.0
2019,17031670500,Black,6,5,1,75000.0
2019,17031670500,Latino/Hispanic,4,3,1,165000.0
2019,17031670500,Race not available,2,0,2,360000.0
2019,17031670600,Black,9,6,3,325000.0
2019,17031670600,Latino/Hispanic,5,1,4,440000.0
2019,17031670600,Other / Joint,1,0,1,85000.0
2019,17031670600,Race not available,1,0,1,105000.0
2019,17031670700,Black,3,2,1,205000.0
2019,17031670700,Latino/Hispanic,5,4,1,125000.0
2019,17031670700,Race not available,3,2,1,145000.0
2019,17031670800,Black,11,6,5,475000.0
2019,17031670800,Latino/Hispanic,3,1,2,120000.0
2019,17031670800,Race not available,2,0,1,105000.0
2019,17031670900,Black,11,9,2,150000.0
2019,17031670900,Latino/Hispanic,5,2,3,315000.0
2019,17031670900,Race not available,1,0,1,125000.0
2019,17031671100,Asian,1,1,0,0.0
2019,17031671100,Black,8,2,6,750000.0
2019,17031671200,Black,4,1,3,425000.0
2019,17031671200,Latino/Hispanic,2,1,1,105000.0
2019,17031671200,Race not available,2,0,2,340000.0
2019,17031671200,White (non-Hispanic),1,0,1,125000.0
2019,17031671300,Black,13,7,6,550000.0
2019,17031671300,Latino/Hispanic,5,2,3,275000.0
2019,17031671300,Race not available,2,1,1,135000.0
2019,17031671300,White (non-Hispanic),1,0,1,115000.0
2019,17031671400,Black,9,6,2,40000.0
2019,17031671400,Latino/Hispanic,10,3,7,685000.0
2019,17031671400,Race not available,3,0,3,625000.0
2019,17031671400,White (non-Hispanic),3,3,0,0.0
2019,17031671500,Black,14,9,5,685000.0
2019,17031671500,Latino/Hispanic,8,2,6,450000.0
2019,17031671500,Race not available,1,1,0,0.0
2019,17031671500,White (non-Hispanic),1,1,0,0.0
2019,17031671600,Black,15,9,6,780000.0
2019,17031671600,Latino/Hispanic,6,1,5,295000.0
2019,17031671600,Race not available,5,1,4,4690000.0
2019,17031671600,White (non-Hispanic),1,0,1,175000.0
2019,17031671800,Black,9,5,2,280000.0
2019,17031671800,Latino/Hispanic,2,1,1,115000.0
2019,17031671800,Race not available,1,0,1,105000.0
2019,17031671900,Asian,1,0,1,95000.0
2019,17031671900,Black,7,4,3,195000.0
2019,17031671900,Latino/Hispanic,3,1,2,280000.0
2019,17031671900,Other / Joint,1,1,0,0.0
2019,17031671900,Race not available,6,4,2,230000.0
2019,17031671900,White (non-Hispanic),1,0,1,485000.0
2019,17031672000,Asian,2,1,1,85000.0
2019,17031672000,Black,20,11,9,1035000.0
2019,17031672000,Latino/Hispanic,16,8,8,810000.0
2019,17031672000,Race not available,9,5,4,330000.0
2019,17031672000,White (non-Hispanic),2,2,0,0.0
2019,17031680500,Black,11,4,7,1335000.0
2019,17031680500,Latino/Hispanic,6,1,3,585000.0
2019,17031680500,Race not available,5,4,1,145000.0
2019,17031680500,White (non-Hispanic),1,1,0,0.0
2019,17031680600,Black,4,2,2,150000.0
2019,17031680600,Latino/Hispanic,2,0,2,220000.0
2019,17031680600,Race not available,4,2,2,240000.0
2019,17031680600,White (non-Hispanic),1,0,1,145000.0
2019,17031680900,Black,10,3,5,735000.0
2019,17031680900,Latino/Hispanic,2,0,2,160000.0
2019,17031680900,Race not available,7,3,4,7100000.0
2019,17031681000,Black,26,15,11,1585000.0
2019,17031681000,Latino/Hispanic,4,0,4,500000.0
2019,17031681000,Other / Joint,1,1,0,0.0
2019,17031681000,Race not available,13,5,8,3220000.0
2019,17031681000,White (non-Hispanic),4,0,4,490000.0
2019,17031681100,Black,29,13,16,2330000.0
2019,17031681100,Race not available,3,2,1,115000.0
2019,17031681100,White (non-Hispanic),2,0,1,45000.0
2019,17031681200,Black,9,6,1,165000.0
2019,17031681200,Latino/Hispanic,1,0,1,115000.0
2019,17031681200,Race not available,8,2,6,920000.0
2019,17031681300,Black,26,11,13,2055000.0
2019,17031681300,Latino/Hispanic,5,0,5,255000.0
2019,17031681300,Race not available,15,7,8,1220000.0
2019,17031681300,White (non-Hispanic),2,2,0,0.0
2019,17031681400,Black,18,8,9,1065000.0
2019,17031681400,Latino/Hispanic,4,1,3,325000.0
2019,17031681400,Other / Joint,1,0,1,215000.0
2019,17031681400,Race not available,6,1,5,695000.0
2019,17031681400,White (non-Hispanic),3,0,3,385000.0
2019,17031690300,Black,8,7,1,105000.0
2019,17031690300,Race not available,4,1,3,545000.0
2019,17031690300,White (non-Hispanic),1,0,1,55000.0
2019,17031690400,Black,49,23,25,3935000.0
2019,17031690400,Latino/Hispanic,4,3,1,205000.0
2019,17031690400,Race not available,20,5,14,12490000.0
2019,17031690400,White (non-Hispanic),1,1,0,0.0
2019,17031690500,Asian,1,1,0,0.0
2019,17031690500,Black,7,4,3,575000.0
2019,17031690500,Latino/Hispanic,1,0,1,205000.0
2019,17031690500,Race not available,8,2,6,970000.0
2019,17031690500,White (non-Hispanic),1,0,1,365000.0
2019,17031690900,Black,52,21,30,4680000.0
2019,17031690900,Latino/Hispanic,5,4,1,125000.0
2019,17031690900,Race not available,25,3,21,4275000.0
2019,17031690900,White (non-Hispanic),2,0,2,120000.0
2019,17031691000,Black,48,28,19,4065000.0
2019,17031691000,Other / Joint,2,1,1,95000.0
2019,17031691000,Race not available,16,7,9,2615000.0
2019,17031691000,White (non-Hispanic),5,0,4,650000.0
2019,17031691100,Black,41,21,18,2330000.0
2019,17031691100,Race not available,17,7,10,2700000.0
2019,17031691200,Black,15,10,5,845000.0
2019,17031691200,Latino/Hispanic,4,3,1,125000.0
2019,17031691200,Race not available,12,5,7,2245000.0
2019,17031691200,White (non-Hispanic),1,0,1,755000.0
2019,17031691300,Asian,2,2,0,0.0
2019,17031691300,Black,35,14,21,3715000.0
2019,17031691300,Race not available,11,5,6,580000.0
2019,17031691300,White (non-Hispanic),1,1,0,0.0
2019,17031691400,Black,79,28,49,6675000.0
2019,17031691400,Latino/Hispanic,6,2,4,910000.0
2019,17031691400,Race not available,25,9,14,2170000.0
2019,17031691400,White (non-Hispanic),2,0,2,340000.0
2019,17031691500,Asian,2,1,1,115000.0
2019,17031691500,Black,18,8,10,1040000.0
2019,17031691500,Race not available,12,6,6,2320000.0
2019,17031691500,White (non-Hispanic),1,1,0,0.0
2019,17031700100,Black,33,11,22,3500000.0
2019,17031700100,Latino/Hispanic,39,9,29,4665000.0
2019,17031700100,Race not available,11,5,6,1000000.0
2019,17031700100,White (non-Hispanic),2,0,2,150000.0
2019,17031700200,Black,16,10,6,830000.0
2019,17031700200,Latino/Hispanic,121,39,81,13985000.0
2019,17031700200,Race not available,14,9,4,600000.0
2019,17031700200,White (non-Hispanic),15,8,7,815000.0
2019,17031700301,Asian,4,3,1,145000.0
2019,17031700301,Black,6,1,5,935000.0
2019,17031700301,Latino/Hispanic,120,24,93,15165000.0
2019,17031700301,Race not available,22,2,18,2670000.0
2019,17031700301,White (non-Hispanic),24,6,18,2630000.0
2019,17031700302,Asian,1,1,0,0.0
2019,17031700302,Black,17,7,10,1980000.0
2019,17031700302,Latino/Hispanic,85,27,53,9155000.0
2019,17031700302,Other / Joint,1,0,1,245000.0
2019,17031700302,Race not available,13,3,10,1730000.0
2019,17031700302,White (non-Hispanic),27,6,20,2430000.0
2019,17031700401,Asian,1,1,0,0.0
2019,17031700401,Black,71,24,43,6665000.0
2019,17031700401,Latino/Hispanic,62,20,42,6600000.0
2019,17031700401,Other / Joint,2,0,2,380000.0
2019,17031700401,Race not available,19,6,13,2755000.0
2019,17031700401,White (non-Hispanic),12,4,8,710000.0
2019,17031700402,Black,75,29,43,7635000.0
2019,17031700402,Latino/Hispanic,60,16,41,6025000.0
2019,17031700402,Race not available,17,6,11,1825000.0
2019,17031700402,White (non-Hispanic),7,2,5,705000.0
2019,17031700501,Asian,1,0,1,245000.0
2019,17031700501,Black,143,55,85,12895000.0
2019,17031700501,Latino/Hispanic,49,18,30,5170000.0
2019,17031700501,Race not available,29,14,15,2405000.0
2019,17031700501,White (non-Hispanic),8,3,5,825000.0
2019,17031700502,Black,80,29,50,8640000.0
2019,17031700502,Latino/Hispanic,12,1,11,1685000.0
2019,17031700502,Race not available,14,7,7,1065000.0
2019,17031700502,White (non-Hispanic),3,1,2,190000.0
2019,17031710100,Asian,2,0,2,270000.0
2019,17031710100,Black,6,1,5,825000.0
2019,17031710100,Other / Joint,1,0,1,125000.0
2019,17031710100,Race not available,2,0,2,560000.0
2019,17031710100,White (non-Hispanic),3,1,2,300000.0
2019,17031710200,Asian,1,0,1,65000.0
2019,17031710200,Black,53,23,30,4810000.0
2019,17031710200,Latino/Hispanic,8,0,8,920000.0
2019,17031710200,Other / Joint,2,0,2,170000.0
2019,17031710200,Race not available,25,6,19,7635000.0
2019,17031710200,White (non-Hispanic),2,0,2,280000.0
2019,17031710300,Black,17,10,6,910000.0
2019,17031710300,Latino/Hispanic,6,1,5,755000.0
2019,17031710300,Other / Joint,2,2,0,0.0
2019,17031710300,Race not available,4,0,4,980000.0
2019,17031710400,Asian,1,1,0,0.0
2019,17031710400,Black,64,26,36,5770000.0
2019,17031710400,Latino/Hispanic,18,4,14,2010000.0
2019,17031710400,Other / Joint,1,1,0,0.0
2019,17031710400,Race not available,28,9,17,9315000.0
2019,17031710400,White (non-Hispanic),3,0,2,160000.0
2019,17031710500,Black,68,26,40,6820000.0
2019,17031710500,Latino/Hispanic,7,2,4,890000.0
2019,17031710500,Other / Joint,1,0,1,155000.0
2019,17031710500,Race not available,18,2,15,6405000.0
2019,17031710500,White (non-Hispanic),1,1,0,0.0
2019,17031710600,Black,17,5,10,1580000.0
2019,17031710600,Latino/Hispanic,2,0,2,250000.0
2019,17031710600,Race not available,3,2,1,1005000.0
2019,17031710600,White (non-Hispanic),1,1,0,0.0
2019,17031710700,Black,39,11,24,4060000.0
2019,17031710700,Latino/Hispanic,6,0,5,855000.0
2019,17031710700,Race not available,19,4,13,2435000.0
2019,17031710700,White (non-Hispanic),1,1,0,0.0
2019,17031710800,Black,97,45,47,9035000.0
2019,17031710800,Latino/Hispanic,2,0,2,390000.0
2019,17031710800,Other / Joint,3,2,1,105000.0
2019,17031710800,Race not available,37,15,22,6980000.0
2019,17031710800,White (non-Hispanic),7,5,2,240000.0
2019,17031710900,Black,30,6,21,3535000.0
2019,17031710900,Latino/Hispanic,1,1,0,0.0
2019,17031710900,Race not available,12,4,8,1060000.0
2019,17031710900,White (non-Hispanic),1,0,0,0.0
2019,17031711000,Black,47,10,36,4540000.0
2019,17031711000,Latino/Hispanic,8,3,5,485000.0
2019,17031711000,Race not available,14,6,7,1585000.0
2019,17031711000,White (non-Hispanic),4,0,3,2695000.0
2019,17031711100,Black,40,18,21,3535000.0
2019,17031711100,Latino/Hispanic,5,2,3,515000.0
2019,17031711100,Race not available,14,4,10,2430000.0
2019,17031711100,White (non-Hispanic),2,2,0,0.0
2019,17031711200,Black,72,30,39,5995000.0
2019,17031711200,Latino/Hispanic,11,1,10,1380000.0
2019,17031711200,Other / Joint,1,1,0,0.0
2019,17031711200,Race not available,14,1,13,3835000.0
2019,17031711200,White (non-Hispanic),2,0,2,380000.0
2019,17031711300,Black,28,9,17,2825000.0
2019,17031711300,Latino/Hispanic,2,1,1,145000.0
2019,17031711300,Race not available,9,5,4,3900000.0
2019,17031711300,White (non-Hispanic),2,1,1,295000.0
2019,17031711400,Black,40,19,19,2955000.0
2019,17031711400,Latino/Hispanic,10,2,8,990000.0
2019,17031711400,Race not available,6,4,2,350000.0
2019,17031711400,White (non-Hispanic),3,1,2,350000.0
2019,17031711500,Asian,1,1,0,0.0
2019,17031711500,Black,46,14,32,3440000.0
2019,17031711500,Latino/Hispanic,3,1,2,210000.0
2019,17031711500,Other / Joint,1,1,0,0.0
2019,17031711500,Race not available,12,2,9,1235000.0
2019,17031711500,White (non-Hispanic),4,0,4,460000.0
2019,17031720100,Asian,2,0,2,490000.0
2019,17031720100,Black,39,15,23,7195000.0
2019,17031720100,Latino/Hispanic,8,1,6,1810000.0
2019,17031720100,Other / Joint,3,0,3,685000.0
2019,17031720100,Race not available,17,6,11,3225000.0
2019,17031720100,White (non-Hispanic),104,10,92,27600000.0
2019,17031720200,Asian,2,0,2,370000.0
2019,17031720200,Black,60,24,34,7520000.0
2019,17031720200,Latino/Hispanic,7,3,4,1010000.0
2019,17031720200,Other / Joint,5,2,3,915000.0
2019,17031720200,Race not available,14,6,8,2100000.0
2019,17031720200,White (non-Hispanic),56,9,46,12550000.0
