"unique_id","indicator_id","name","measure","measure_info","geo_type_name","geo_join_id","geo_place_name","time_period","start_date","data_value","message"
"650975","386","Ozone (O3)","Mean","ppb","UHF34","208","Canarsie - Flatlands","Summer 2019","2019-06-01T00:00:00.000","34.05",
"650973","386","Ozone (O3)","Mean","ppb","UHF34","206","Borough Park","Summer 2019","2019-06-01T00:00:00.000","30.62",
"649823","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","208","Canarsie - Flatlands","Summer 2019","2019-06-01T00:00:00.000","7.71",
"650945","386","Ozone (O3)","Mean","ppb","UHF42","306","Chelsea - Clinton","Summer 2019","2019-06-01T00:00:00.000","23.84",
"650941","386","Ozone (O3)","Mean","ppb","UHF42","302","Central Harlem - Morningside Heights","Summer 2019","2019-06-01T00:00:00.000","27.07",
"643466","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","204","East New York","Summer 2019","2019-06-01T00:00:00.000","11.97",
"650971","386","Ozone (O3)","Mean","ppb","UHF34","204","East New York","Summer 2019","2019-06-01T00:00:00.000","32.61",
"643322","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","102","Northeast Bronx","Summer 2019","2019-06-01T00:00:00.000","12.28",
"650955","386","Ozone (O3)","Mean","ppb","UHF42","406","Fresh Meadows","Summer 2019","2019-06-01T00:00:00.000","31.81",
"650930","386","Ozone (O3)","Mean","ppb","UHF42","202","Downtown - Heights - Slope","Summer 2019","2019-06-01T00:00:00.000","27.61",
"649670","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","103","Fordham - Bronx Pk","Summer 2019","2019-06-01T00:00:00.000","7.77",
"643343","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","202","Downtown - Heights - Slope","Summer 2019","2019-06-01T00:00:00.000","17.99",
"643433","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","501","Port Richmond","Summer 2019","2019-06-01T00:00:00.000","14.27",
"643373","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","301","Washington Heights","Summer 2019","2019-06-01T00:00:00.000","14.03",
