start_station_id,start_station_name,trips,member_trips,casual_trips,classic_trips,electric_trips,docked_trips,rtype_other_trips,mean_start_lat,mean_start_lng,coord_n,dist_sum_m,dist_n
TA1305000017,Halsted St & Roosevelt Rd,2787,2140,647,1821,966,0,0,41.867339,-87.648627,2787,4040281.5,2784
13006,LaSalle St & Washington St,2775,2000,775,1476,1299,0,0,41.882613,-87.632472,2775,4963419.9,2772
chargingstx5,Lincoln Ave & Roscoe St*,2769,1982,787,1469,1300,0,0,41.943343,-87.670699,2769,6664657.6,2769
TA1307000001,Greenview Ave & Fullerton Ave,2724,1996,728,1487,1237,0,0,41.925351,-87.665813,2724,5650032.3,2723
TA1309000043,Southport Ave & Irving Park Rd,2694,1854,840,1497,1197,0,0,41.954166,-87.664337,2694,5146155.8,2689
13289,Eckhart Park,2683,1816,867,1538,1145,0,0,41.896416,-87.661045,2683,6015375.4,2681
13053,Green St & Washington Blvd,2640,1681,959,1504,1136,0,0,41.883186,-87.648735,2640,5267804.4,2638
PI00002,Streeter Dr/Grand Ave,2639,834,1805,1863,776,0,0,41.892393,-87.612393,2639,6576658.2,2630
22003,University Ave & 59th St,2636,2083,553,2032,604,0,0,41.787876,-87.598922,2636,2916290.2,2636
TA1309000006,Larrabee St & Armitage Ave,2623,1639,984,1576,1047,0,0,41.918084,-87.643762,2623,5541942.2,2620
13409,Sangamon St & Washington Blvd,2596,1754,842,1479,1117,0,0,41.883125,-87.651101,2596,4943141.0,2595
KA1504000151,Clark St & Bryn Mawr Ave,2594,1864,730,1129,1465,0,0,41.983590,-87.669157,2594,6768999.6,2592
13353,Ada St & Washington Blvd,2590,1791,799,1574,1016,0,0,41.882829,-87.661202,2590,5158202.4,2588
18003,Fairbanks St & Superior St,2584,1836,748,1568,1016,0,0,41.895765,-87.620144,2584,5767100.8,2580
22001,Wells St & Institute Pl,2574,1683,891,1731,843,0,0,41.897406,-87.634429,2574,4164794.9,2570
13139,Throop St & Taylor St,2568,2048,520,1644,924,0,0,41.868939,-87.659136,2568,3624433.5,2565
637,Wood St & Chicago Ave,2553,1901,652,1268,1285,0,0,41.895630,-87.672096,2553,5842774.1,2552
13215,Rhodes Ave & 32nd St,2535,2332,203,1503,1032,0,0,41.836271,-87.613528,2535,3949522.3,2532
TA1307000070,Damen Ave & Thomas St (Augusta Blvd),2521,1669,852,1417,1104,0,0,41.901338,-87.677457,2521,5821372.0,2519
13224,Ashland Ave & Blackhawk St,2513,1723,790,1263,1250,0,0,41.907065,-87.667250,2513,6123537.7,2512
TA1306000025,Racine Ave & Congress Pkwy,2502,2059,443,1609,893,0,0,41.874641,-87.657040,2502,3507842.3,2501
639,Lakefront Trail & Wilson Ave,2497,1105,1392,1683,814,0,0,41.965684,-87.644389,2497,8045439.1,2490
13290,Noble St & Milwaukee Ave,2489,1760,729,1313,1176,0,0,41.900699,-87.662591,2489,6102928.3,2482
13108,Broadway & Argyle St,2489,1755,734,1450,1039,0,0,41.973954,-87.659740,2489,6072291.6,2485
18067,Walsh Park,2458,1540,918,1414,1044,0,0,41.914593,-87.667967,2458,5030495.5,2457
KA1503000022,Clark St & Montrose Ave,2454,1622,832,1230,1224,0,0,41.961579,-87.666078,2454,5923962.4,2453
TA1305000037,Paulina Ave & North Ave,2427,1683,744,1229,1198,0,0,41.909965,-87.669965,2427,5744530.8,2425
13109,Broadway & Berwyn Ave,2425,1705,720,1358,1067,0,0,41.978365,-87.659781,2425,5604335.7,2421
KA1503000059,Lake Park Ave & 53rd St,2424,1641,783,1745,679,0,0,41.799520,-87.586474,2424,5313403.0,2415
TA1307000140,Western Ave & Leland Ave,2392,1721,671,1172,1220,0,0,41.966408,-87.688707,2392,5860539.7,2389
TA1309000059,Racine Ave & Wrightwood Ave,2378,1655,723,1324,1054,0,0,41.928896,-87.658977,2378,4995390.4,2375
13197,Elizabeth St & Fulton St,2376,1679,697,1003,1373,0,0,41.886791,-87.659177,2376,4960015.3,2375
TA1305000010,Michigan Ave & Ida B Wells Dr,2365,966,1399,1638,727,0,0,41.876109,-87.624333,2365,4129465.6,2351
13319,Ashland Ave & Grace St,2351,1579,772,1186,1165,0,0,41.950689,-87.668695,2351,5495712.8,2350
604,Sheridan Rd & Noyes St (NU),2340,1256,1084,1490,850,0,0,42.057789,-87.677378,2340,2912771.0,2333
KA1706005007,Delano Ct & Roosevelt Rd,2339,1342,997,1413,926,0,0,41.867488,-87.632191,2339,4524335.4,2331
13037,Clinton St & Tilden St,2330,1679,651,1371,959,0,0,41.875880,-87.640777,2330,4112931.9,2327
13059,Sheridan Rd & Argyle St,2328,1540,788,1195,1133,0,0,41.973284,-87.654744,2328,6217782.6,2322
KA1504000171,Marine Dr & Ainslie St,2322,1400,922,1341,981,0,0,41.971603,-87.650156,2322,6461123.3,2318
15571,Broadway & Granville Ave,2317,1474,843,1264,1053,0,0,41.994776,-87.660285,2317,7325666.0,2309
TA1306000008,Larrabee St & North Ave,2305,1633,672,1349,956,0,0,41.910194,-87.643491,2305,4700244.2,2304
TA1307000119,Clarendon Ave & Leland Ave,2258,1525,733,1199,1059,0,0,41.967949,-87.650015,2258,5668803.1,2254
20246.0,N Green St & W Lake St,2246,1488,758,0,2246,0,0,41.885583,-87.648453,2246,5057050.6,2246
WL-008,Clinton St & Roosevelt Rd,2221,1420,801,1266,955,0,0,41.867133,-87.641092,2221,3981178.0,2218
13269,Ashland Ave & Wellington Ave,2191,1639,552,1130,1061,0,0,41.936083,-87.669831,2191,4802132.1,2187
13248,Ashland Ave & Augusta Blvd,2187,1721,466,1103,1084,0,0,41.899647,-87.667992,2187,5714954.6,2185
TA1309000030,Southport Ave & Clybourn Ave,2183,1432,751,1075,1108,0,0,41.921281,-87.665462,2183,5691876.5,2181
596,Benson Ave & Church St,2159,1228,931,1192,967,0,0,42.048053,-87.683448,2159,4584339.2,2154
13247,Ashland Ave & Chicago Ave,2152,1551,601,1188,964,0,0,41.895957,-87.667734,2152,4750974.0,2151
TA1306000006,Orleans St & Elm St,2148,1494,654,1322,826,0,0,41.902922,-87.637720,2148,4057344.7,2145
TA1307000158,Damen Ave & Leland Ave,2145,1497,648,1137,1008,0,0,41.967011,-87.678928,2145,4846743.6,2145
TA1309000041,Sheridan Rd & Lawrence Ave,2141,1450,691,1233,908,0,0,41.969513,-87.654696,2141,4513204.6,2139
15575,Broadway & Thorndale Ave,2138,1400,738,1211,927,0,0,41.989746,-87.660141,2138,5977385.0,2134
E008,Chicago Ave & Sheridan Rd,2111,1161,950,1390,721,0,0,42.050489,-87.677820,2111,3031633.2,2103
13164,Racine Ave & 18th St,2109,1453,656,1116,993,0,0,41.858340,-87.656441,2109,4754291.4,2108
TA1308000021,Winthrop Ave & Lawrence Ave,2109,1412,697,1104,1005,0,0,41.968823,-87.657656,2109,5382551.1,2106
13124,Cannon Dr & Fullerton Ave,2108,836,1272,1546,562,0,0,41.926755,-87.634433,2108,5267624.4,2105
13080,Hermitage Ave & Polk St,2075,1761,314,1273,802,0,0,41.871512,-87.669885,2075,4237839.0,2074
15550,Canal St & Taylor St,2062,1294,768,1299,763,0,0,41.870236,-87.639478,2062,3088388.5,2060
KA1503000074,Museum of Science and Industry,2046,698,1348,1512,534,0,0,41.791732,-87.583948,2046,9062614.2,2037
KA1504000103,Western Ave & Walton St,2046,1371,675,942,1104,0,0,41.898419,-87.686580,2046,5416921.1,2045
13206,Loomis St & Jackson Blvd,2044,1532,512,1316,728,0,0,41.877939,-87.662006,2044,3805113.0,2038
TA1307000156,Lincoln Ave & Sunnyside Ave,2040,1318,722,1041,999,0,0,41.963004,-87.684792,2040,5273391.7,2038
KA1503000052,Ellis Ave & 53rd St,2024,1514,510,1534,490,0,0,41.799341,-87.600964,2024,2419925.4,2022
657,Wood St & Augusta Blvd,2013,1468,545,985,1028,0,0,41.899187,-87.672193,2013,5113470.2,2013
13285,Wood St & Taylor St (Temp),2007,1783,224,1159,848,0,0,41.869282,-87.673733,2007,4415230.0,2007
TA1309000029,Leavitt St & Armitage Ave,2001,1403,598,939,1062,0,0,41.917834,-87.682453,2001,4320941.6,1998
13144,Seeley Ave & Roscoe St,1995,1375,620,842,1153,0,0,41.943394,-87.679638,1995,5545268.0,1995
13073,Ashland Ave & Lake St,1994,1251,743,1182,812,0,0,41.885923,-87.667172,1994,3930843.6,1992
624,Dearborn St & Van Buren St,1985,1106,879,1428,557,0,0,41.876280,-87.629184,1985,3385670.6,1983
13257,Campbell Ave & North Ave,1980,1359,621,970,1010,0,0,41.910537,-87.689558,1980,4905859.5,1977
TA1307000149,Ravenswood Ave & Irving Park Rd,1978,1444,534,973,1005,0,0,41.954670,-87.673921,1978,4884280.3,1976
13294,Greenview Ave & Diversey Pkwy,1955,1316,639,1132,823,0,0,41.932601,-87.665945,1955,4333503.1,1953
SL-009,Clark St & 9th St (AMLI),1910,1222,688,1077,833,0,0,41.870825,-87.631235,1910,3242550.0,1907
13288,Damen Ave & Charleston St,1892,1218,674,833,1059,0,0,41.920072,-87.677883,1892,4261899.2,1891
13398,Blackstone Ave & Hyde Park Blvd,1891,1337,554,1349,542,0,0,41.802566,-87.590359,1891,3601433.5,1890
13296,Ashland Ave & Wrightwood Ave,1877,1357,520,1037,840,0,0,41.928830,-87.668520,1877,4297067.6,1876
15655,Albany Ave & Bloomingdale Ave,1869,1206,663,936,933,0,0,41.913998,-87.705113,1869,4480545.8,1867
TA1309000021,Paulina St & Montrose Ave,1865,1428,437,1042,823,0,0,41.961510,-87.671402,1865,4267406.9,1863
chargingstx2,Wilton Ave & Diversey Pkwy*,1862,1246,616,1205,657,0,0,41.932419,-87.652706,1862,3429421.3,1861
13163,Morgan St & 18th St,1859,1225,634,962,897,0,0,41.858078,-87.651086,1859,3850548.1,1852
TA1306000007,Larrabee St & Menomonee St,1853,1435,418,1234,619,0,0,41.914686,-87.643325,1853,4010167.1,1852
22005,Drexel Ave & 60th St,1841,1347,494,1333,508,0,0,41.785846,-87.604570,1841,2322128.1,1838
17660,California Ave & Cortez St,1837,1184,653,673,1164,0,0,41.900384,-87.696700,1837,5035828.9,1837
KA1503000034,LaSalle St & Adams St,1836,1183,653,1099,737,0,0,41.879380,-87.631965,1836,3576927.8,1832
15546,Calumet Ave & 21st St,1833,768,1065,1173,660,0,0,41.854168,-87.619150,1833,4660355.3,1827
TA1307000144,Wolcott (Ravenswood) Ave & Montrose Ave,1820,1215,605,885,935,0,0,41.961417,-87.676186,1820,4193754.1,1817
chargingstx07,Wentworth Ave & Cermak Rd*,1807,891,916,1066,741,0,0,41.853204,-87.631869,1807,4116536.6,1804
TA1308000006,Damen Ave & Grand Ave,1771,1148,623,877,894,0,0,41.892406,-87.676879,1771,4474998.9,1769
654,Racine Ave & Washington Blvd,1770,1317,453,1093,677,0,0,41.882835,-87.656969,1770,3102104.3,1768
13135,Blue Island Ave & 18th St,1760,1254,506,987,773,0,0,41.857535,-87.661550,1760,3799678.0,1756
15650,Spaulding Ave & Armitage Ave,1752,1179,573,754,998,0,0,41.917109,-87.710235,1752,4734785.3,1751
15664,Artesian Ave & Hubbard St,1747,1327,420,786,961,0,0,41.889503,-87.688235,1747,3941432.4,1745
13241,Western Ave & Division St,1732,1118,614,880,852,0,0,41.902899,-87.687301,1732,4234740.8,1729
15578,Broadway & Ridge Ave,1727,1218,509,924,803,0,0,41.984003,-87.660338,1727,5274855.3,1723
TA1309000026,Lincoln Ave & Belle Plaine Ave,1702,1163,539,922,780,0,0,41.955996,-87.680198,1702,4516235.5,1700
TA1308000031,Logan Blvd & Elston Ave,1675,1217,458,733,942,0,0,41.929443,-87.684163,1675,4134040.5,1674
TA1309000055,Emerald Ave & 31st St,1662,1351,311,1020,642,0,0,41.838202,-87.645137,1662,3287925.0,1661
chargingstx06,Fort Dearborn Dr & 31st St*,1655,898,757,1283,372,0,0,41.838660,-87.608778,1655,4625367.5,1651
13434,Ashland Ave & Grand Ave,1648,1125,523,838,810,0,0,41.891075,-87.666647,1648,3814069.9,1645
15651,Humboldt Blvd & Armitage Ave,1648,984,664,858,790,0,0,41.917495,-87.701779,1648,4278191.2,1647
13266,Stave St & Armitage Ave,1641,1077,564,685,956,0,0,41.917735,-87.691420,1641,4380275.1,1640
13268,Damen Ave & Wellington Ave,1625,1082,543,743,882,0,0,41.935883,-87.678429,1625,4279635.7,1622
TA1307000143,Sedgwick St & Schiller St,1623,1086,537,1074,549,0,0,41.907626,-87.638552,1623,3250039.0,1618
TA1308000005,Leavitt St & North Ave,1610,1160,450,835,775,0,0,41.910350,-87.682323,1610,3739396.5,1609
TA1307000129,State St & 35th St,1597,1355,242,911,686,0,0,41.831051,-87.626868,1597,2674425.6,1597
18058,Leavitt St & Chicago Ave,1574,1065,509,743,831,0,0,41.895493,-87.682000,1574,4073513.8,1570
13259,California Ave & Francis Pl,1565,971,594,738,827,0,0,41.918523,-87.697427,1565,3974534.1,1563
13099,Halsted St & 18th St,1552,1003,549,788,764,0,0,41.857517,-87.646006,1552,3935353.6,1549
23002,Lincoln Ave & Byron St,1539,1008,531,758,781,0,0,41.952374,-87.677281,1539,4272930.7,1538
RP-009,Sheridan Rd & Loyola Ave,1537,884,653,772,765,0,0,42.001064,-87.661214,1537,4408805.3,1535
TA1307000115,Clybourn Ave & Division St,1511,1161,350,976,535,0,0,41.904603,-87.640565,1511,2543199.3,1507
KA1503000038,Shields Ave & 31st St,1503,1322,181,792,711,0,0,41.838463,-87.635489,1503,2158774.8,1503
13075,Wentworth Ave & Cermak Rd,1502,593,909,922,580,0,0,41.853091,-87.631917,1502,3168420.6,1496
13292,Kedzie Ave & Palmer Ct,1501,980,521,892,609,0,0,41.921534,-87.707313,1501,3710835.0,1499
13271,Damen Ave & Clybourn Ave,1469,1063,406,731,738,0,0,41.931921,-87.677840,1469,4151987.6,1469
TA1306000002,Morgan Ave & 14th Pl,1464,1090,374,771,693,0,0,41.862387,-87.651079,1464,2837619.4,1464
KA17018068,Leavitt St & Belmont Ave,1459,803,656,653,806,0,0,41.939345,-87.683268,1459,4330031.2,1459
13432,Wood St & Hubbard St,1411,991,420,835,576,0,0,41.889876,-87.671508,1411,3269543.7,1409
13253,Lincoln Ave & Waveland Ave,1408,1055,353,779,629,0,0,41.948797,-87.675273,1408,3557214.6,1408
TA1309000018,Ravenswood Ave & Berteau Ave,1401,1024,377,800,601,0,0,41.957919,-87.673569,1401,2943553.9,1401
644,Western Ave & Fillmore St,1391,1198,193,545,846,0,0,41.868497,-87.686165,1391,3190615.3,1391
TA1307000159,Paulina St & 18th St,1387,905,482,758,629,0,0,41.857902,-87.668717,1387,2882774.3,1383
TA1308000036,Indiana Ave & 31st St,1379,1153,226,979,400,0,0,41.838810,-87.621940,1379,2119672.4,1377
KA1504000162,Clark St & Lunt Ave,1368,867,501,624,744,0,0,42.009022,-87.674147,1368,2544273.9,1366
658,Leavitt St & Division St,1346,920,426,703,643,0,0,41.902999,-87.683804,1346,3083401.3,1344
13258,California Ave & North Ave,1335,927,408,669,666,0,0,41.910040,-87.697162,1335,2970258.2,1335
KA1504000149,Damen Ave & Foster Ave,1333,848,485,549,784,0,0,41.975564,-87.679907,1333,3428626.8,1332
20.0,Damen Ave & Wabansia Ave,1324,888,436,0,1324,0,0,41.912305,-87.677302,1324,3496640.4,1324
13143,Damen Ave & Melrose Ave,1317,862,455,674,643,0,0,41.940583,-87.678513,1317,3410728.4,1314
TA1308000046,Morgan St & 31st St,1312,1016,296,613,699,0,0,41.837794,-87.651144,1312,3485624.2,1311
TA1309000012,Damen Ave & Sunnyside Ave,1291,814,477,789,502,0,0,41.963251,-87.679274,1291,3574958.2,1289
20254.0,W Armitage Ave & N Sheffield Ave,1291,841,450,0,1291,0,0,41.917840,-87.653420,1291,2478202.3,1291
TA1305000001,Wabash Ave & Cermak Rd,1278,683,595,814,464,0,0,41.852618,-87.626507,1278,2707761.3,1272
KA1504000175,Glenwood Ave & Morse Ave,1274,901,373,682,592,0,0,42.007971,-87.665489,1274,3484140.5,1271
TA1309000050,Lincoln Ave & Addison St,1262,825,437,726,536,0,0,41.946180,-87.673305,1262,3338268.3,1260
428,Milwaukee Ave & Fullerton Ave,1259,681,578,0,1259,0,0,41.924695,-87.700574,1259,3352524.3,1259
TA1309000015,Leavitt St & Lawrence Ave,1253,813,440,708,545,0,0,41.968888,-87.684022,1253,3019001.4,1251
13081,Ogden Ave & Congress Pkwy,1246,996,250,573,673,0,0,41.875019,-87.673266,1246,3237062.2,1244
15646,California Ave & Altgeld St,1244,918,326,638,606,0,0,41.926683,-87.697686,1244,3583374.7,1242
TA1307000005,Indiana Ave & 26th St,1240,885,355,668,572,0,0,41.845692,-87.622493,1240,2806031.3,1237
13155,Racine Ave & Randolph St,1235,875,360,738,497,0,0,41.884126,-87.655986,1235,2395192.8,1233
13242,Milwaukee Ave & Rockwell St,1231,724,507,631,600,0,0,41.920211,-87.692663,1231,3372935.1,1230
TA1309000032,Elston Ave & Wabansia Ave,1200,735,465,617,583,0,0,41.912921,-87.664172,1200,3033584.6,1199
KA1504000148,Clark St & Elmdale Ave,1198,813,385,610,588,0,0,41.990856,-87.669711,1198,3003694.4,1197
13326,Canal St & Harrison St,1190,793,397,803,387,0,0,41.874252,-87.639575,1190,1863362.1,1185
TA1308000047,Southport Ave & Clark St,1137,684,453,626,511,0,0,41.957088,-87.664201,1137,2464005.0,1136
15623,Campbell Ave & Montrose Ave,1122,766,356,593,529,0,0,41.961535,-87.691180,1122,2573633.0,1119
TA1307000044,Clinton St & 18th St,1117,659,458,643,474,0,0,41.857942,-87.640829,1117,2536936.9,1114
KA1503000004,Lake Park Ave & 35th St,1103,656,447,738,365,0,0,41.831271,-87.608800,1103,2815154.5,1098
13249,Ashland Ave & Belle Plaine Ave,1100,643,457,532,568,0,0,41.956072,-87.668844,1100,2399318.2,1099
TA1307000048,Fort Dearborn Dr & 31st St,1100,551,549,816,284,0,0,41.838487,-87.608211,1100,3140186.5,1094
KA17018054,Damen Ave & Walnut (Lake) St,1090,694,396,544,546,0,0,41.885495,-87.676931,1090,3022332.9,1090
13256,California Ave & Division St,1089,704,385,478,611,0,0,41.903030,-87.697488,1089,3087995.9,1086
15622,California Ave & Montrose Ave,1086,702,384,659,427,0,0,41.961075,-87.695442,1086,2514721.0,1086
660,Sheridan Rd & Columbia Ave,1077,766,311,518,559,0,0,42.004332,-87.661385,1077,3014758.0,1077
KA1504000090,St. Louis Ave & Fullerton Ave,1075,708,367,573,502,0,0,41.924822,-87.714499,1075,3026003.6,1071
15445,Wentworth Ave & 33rd St,1066,859,207,623,443,0,0,41.834533,-87.631827,1066,1667611.7,1063
520,Greenview Ave & Jarvis Ave,1054,714,340,565,489,0,0,42.010941,-87.671317,1054,2214287.1,1050
KA1504000093,Rockwell St & Eastwood Ave,1039,721,318,555,484,0,0,41.965889,-87.693650,1039,2654866.0,1037
410,Campbell Ave & Augusta Blvd,1038,649,389,0,1038,0,0,41.899544,-87.689473,1038,2681267.0,1038
15632,Talman Ave & Addison St,1035,668,367,422,613,0,0,41.946640,-87.694621,1035,3215727.3,1035
13304,Racine Ave & 15th St,1026,729,297,537,489,0,0,41.861259,-87.656592,1026,2011487.6,1025
KA1503000070,Harper Ave & 59th St,1014,770,244,791,223,0,0,41.787943,-87.588329,1014,1448270.4,1012
13245,Claremont Ave & Hirsch St,1005,646,359,508,497,0,0,41.907862,-87.685847,1005,2195687.5,1005
13354,Ashland Ave & 13th St,1002,865,137,549,453,0,0,41.865242,-87.666505,1002,1911928.1,1001
13134,Damen Ave & Madison St,993,596,397,521,472,0,0,41.881382,-87.674928,993,2691445.5,992
KA1504000140,Winchester Ave & Elston Ave,972,733,239,472,500,0,0,41.924084,-87.676452,972,2582066.6,972
15443,Shields Ave & 28th Pl,972,820,152,460,512,0,0,41.842751,-87.635493,972,1858176.2,971
KA1504000156,Clark St & Schreiber Ave,958,620,338,485,473,0,0,41.999245,-87.671289,958,2741883.8,956
15624,Avondale Ave & Irving Park Rd,953,665,288,369,584,0,0,41.953398,-87.731991,953,2548857.6,951
TA1308000013,Halsted St & Archer Ave,938,649,289,416,522,0,0,41.847197,-87.646815,938,1691318.2,936
13345,Calumet Ave & 35th St,937,748,189,541,396,0,0,41.831349,-87.618310,937,1429672.0,928
13331,May St & Cullerton St,935,658,277,455,480,0,0,41.855174,-87.654105,935,2055904.8,935
15668,Western Ave & Congress Pkwy,934,724,210,427,507,0,0,41.874709,-87.686411,934,2120744.4,934
SL-013,State St & 19th St,931,612,319,626,305,0,0,41.856591,-87.627544,931,2074868.8,929
13089,Damen Ave & Cullerton St,929,626,303,414,515,0,0,41.854970,-87.675683,929,2680904.3,929
TA1308000002,Greenwood Ave & 47th St,927,744,183,487,440,0,0,41.809819,-87.599506,927,2204738.8,925
13307,Laflin St & Cullerton St,922,572,350,516,406,0,0,41.854901,-87.663592,922,2170153.6,921
15648,Campbell Ave & Fullerton Ave,922,551,371,413,509,0,0,41.924640,-87.689313,922,2629083.5,922
20251.0,N Carpenter St & W Lake St,908,649,259,0,908,0,0,41.885617,-87.653137,908,1932079.9,908
TA1307000138,Wood St & Webster Ave,906,609,297,504,402,0,0,41.921053,-87.672808,906,2156060.1,906
15644,Central Park Ave & Elbridge Ave,904,602,302,342,562,0,0,41.935344,-87.716877,904,2703623.2,903
15628,California Ave & Byron St,887,609,278,425,462,0,0,41.952162,-87.698055,887,2261997.6,885
KA1504000158,Oakley Ave & Irving Park Rd,878,648,230,538,340,0,0,41.954334,-87.686081,878,2523309.1,876
E002,Chicago Ave & Washington St,871,465,406,402,469,0,0,42.032562,-87.679123,871,2286827.8,867
605,University Library (NU),870,463,407,482,388,0,0,42.052941,-87.673428,870,1336068.1,867
15645,Richmond St & Diversey Ave,868,514,354,448,420,0,0,41.931908,-87.701212,868,2720914.5,868
KA150400009X,Kimball Ave & Belmont Ave,861,533,328,380,481,0,0,41.939395,-87.712085,861,2172124.7,860
15634,Western Ave & Roscoe St,852,573,279,463,389,0,0,41.943040,-87.687290,852,2320343.7,852
13162,Halsted St & 21st St,847,555,292,460,387,0,0,41.853785,-87.646596,847,2151099.1,844
TA1308000043,Halsted St & 35th St,845,580,265,466,379,0,0,41.830630,-87.647087,845,1961580.3,842
655,Hoyne Ave & Balmoral Ave,843,561,282,302,541,0,0,41.979593,-87.681898,843,1917274.7,843
KA1504000159,Sheridan Rd & Greenleaf Ave,833,589,244,577,256,0,0,42.010588,-87.662414,833,2584906.8,832
KA1504000126,Kedzie Ave & Leland Ave,826,599,227,395,431,0,0,41.966688,-87.708066,826,2252234.9,825
PI00003,Leavitt St/North Ave,824,591,233,404,420,0,0,41.910078,-87.682317,824,1911077.8,823
RP-008,Clark St & Columbia Ave,823,573,250,459,364,0,0,42.004451,-87.672401,823,1736151.6,819
525,Glenwood Ave & Touhy Ave,823,515,308,388,435,0,0,42.012551,-87.666096,823,1994748.4,822
TA1307000153,Emerald Ave & 28th St,822,643,179,614,208,0,0,41.843580,-87.645377,822,1996791.4,821
15640,Avers Ave & Belmont Ave,815,488,327,242,573,0,0,41.939408,-87.723574,815,2591752.5,813
KA1504000143,Leavitt St & Addison St,810,499,311,368,442,0,0,41.946640,-87.683366,810,2061682.4,810
KA1504000080,Washtenaw Ave & Lawrence Ave,793,538,255,411,382,0,0,41.968804,-87.696230,793,1839510.0,793
20247.0,W Washington Blvd & N Peoria St,793,561,232,0,793,0,0,41.883128,-87.649962,793,1572075.3,793
15642,California Ave & Fletcher St,791,471,320,476,315,0,0,41.938431,-87.698008,791,2135907.4,788
KA1504000139,Monticello Ave & Irving Park Rd,790,596,194,246,544,0,0,41.954001,-87.719105,790,2532227.9,790
15643,Kosciuszko Park,756,467,289,297,459,0,0,41.930573,-87.723788,756,2350872.2,756
TA1308000035,Lake Park Ave & 47th St,755,425,330,503,252,0,0,41.809440,-87.591875,755,2149967.4,754
515,Paulina St & Howard St,743,385,358,400,343,0,0,42.018992,-87.673669,743,1677811.0,740
KA1503000005,Wentworth Ave & 35th St,735,422,313,431,304,0,0,41.830781,-87.632502,735,1561898.4,732
15631,Troy St & Elston Ave,735,571,164,332,403,0,0,41.945237,-87.706652,735,2114561.1,735
643,Smith Park,730,516,214,369,361,0,0,41.891611,-87.689279,730,2220168.4,730
KA1504000160,Francisco Ave & Foster Ave,726,505,221,367,359,0,0,41.975641,-87.701419,726,1852589.4,724
TA1308000045,Wallace St & 35th St,710,539,171,474,236,0,0,41.830698,-87.641261,710,1523446.3,710
15621,Albany Ave & Montrose Ave,704,475,229,357,347,0,0,41.961040,-87.705857,704,2192072.1,704
KA1504000147,Winchester (Ravenswood) Ave & Balmoral Ave,699,404,295,296,403,0,0,41.979769,-87.677546,699,2049603.6,699
TA1308000026,Wentworth Ave & 24th St,696,363,333,452,244,0,0,41.850078,-87.632148,696,1594063.9,691
631,Malcolm X College,696,466,230,412,284,0,0,41.876909,-87.673424,696,1927882.4,690
KA1504000117,Halsted St & North Branch St,693,491,202,462,231,0,0,41.899384,-87.648533,693,1580665.6,693
SL-006,Wells St & 19th St,686,202,484,498,188,0,0,41.856801,-87.633874,686,925071.8,685
18069,Cherry Ave & Blackhawk St,677,467,210,410,267,0,0,41.907224,-87.655628,677,1242638.6,677
KA1504000101,Ogden Ave & Roosevelt Rd,668,549,119,261,407,0,0,41.866506,-87.684652,668,1781245.5,668
18017,Central Park Ave & Bloomingdale Ave,666,347,319,371,295,0,0,41.914162,-87.716764,666,2100187.5,665
KA1504000078,Lincoln Ave & Winona St,661,456,205,323,338,0,0,41.974911,-87.692545,661,1868390.9,659
15653,Troy St & North Ave,659,415,244,378,281,0,0,41.909782,-87.705298,659,1677418.6,658
20253.0,N Paulina St & Lincoln Ave,653,444,209,0,653,0,0,41.943824,-87.671523,653,1556794.0,653
20257.0,N Southport Ave & W Newport Ave,645,399,246,0,645,0,0,41.944007,-87.663987,645,1383148.4,645
435,Rockwell St & Fletcher St,640,357,283,0,640,0,0,41.938744,-87.692974,640,1907590.1,640
KA1504000142,Drake Ave & Addison St,613,398,215,250,363,0,0,41.947343,-87.717586,613,1379721.6,613
661,Evanston Civic Center,592,274,318,294,298,0,0,42.051356,-87.685090,592,790963.8,591
15615,Christiana Ave & Lawrence Ave,574,351,223,249,325,0,0,41.968358,-87.711830,574,1558932.4,571
KA1503000065,Woodlawn Ave & Lake Park Ave,573,343,230,397,176,0,0,41.814091,-87.597006,573,1440302.0,565
202480.0,Hampden Ct & Diversey Ave,571,392,179,0,571,0,0,41.932435,-87.642604,571,1258383.0,571
KA1504000127,Manor Ave & Leland Ave,541,379,162,242,299,0,0,41.965877,-87.700823,541,1388474.5,540
15667,Western Ave & Monroe St,531,392,139,263,268,0,0,41.881133,-87.686510,531,1327228.2,530
472,Elston Ave & George St,526,324,202,0,526,0,0,41.934002,-87.690836,526,1785083.0,526
RP-005,Western Ave & Lunt Ave,524,406,118,242,282,0,0,42.008597,-87.690481,524,1292448.5,523
523,Eastlake Ter & Howard St,521,355,166,300,221,0,0,42.018610,-87.664540,521,1330721.1,521
15654,Spaulding Ave & Division St,519,343,176,137,382,0,0,41.902711,-87.709229,519,1636384.6,518
13420,MLK Jr Dr & Pershing Rd,517,327,190,258,259,0,0,41.824588,-87.616782,517,1127324.6,515
429,Francisco Ave & Bloomingdale Ave,512,267,245,0,512,0,0,41.913966,-87.699391,512,1091941.0,512
411,Francisco Ave & Chicago Ave,499,299,200,0,499,0,0,41.895742,-87.698635,499,1350498.3,499
13091,Western Ave & 21st St,491,318,173,201,290,0,0,41.853989,-87.685632,491,1236332.5,489
TA1308000014,Normal Ave & Archer Ave,486,365,121,262,224,0,0,41.849526,-87.640589,486,1127199.6,484
517,Public Rack - Pulaski Rd & Armitage Ave,485,357,128,296,189,0,0,42.007812,-87.679301,485,1258324.4,484
