start_station_id,start_station_name,trips,member_trips,casual_trips,classic_trips,electric_trips,docked_trips,rtype_other_trips,mean_start_lat,mean_start_lng,coord_n,dist_sum_m,dist_n
20121,Loomis Blvd & 84th St,55,8,47,20,35,0,0,41.741489,-87.658411,55,140264.8,55
21390,California Ave & Marquette Rd,54,11,43,43,11,0,0,41.771610,-87.693332,54,110954.3,54
369,Central Park Ave & Ohio St,54,2,52,0,54,0,0,41.891878,-87.716420,54,45877.5,54
569,Woodlawn Ave & 75th St,53,20,33,34,19,0,0,41.789469,-87.628807,53,105430.2,52
23167,Laramie Ave & Addison St,53,13,40,29,24,0,0,41.945700,-87.756954,53,162145.8,52
24245,Western Ave & 43rd St,53,26,27,40,13,0,0,41.815741,-87.684898,53,189431.5,53
540,Laramie Ave & Madison St,52,24,28,25,27,0,0,41.880207,-87.755355,52,79567.7,48
20203,Lawndale Ave & 111th St,52,12,40,47,5,0,0,41.691318,-87.712882,52,37566.0,52
549,Marshfield Ave & 44th St,52,34,18,26,26,0,0,41.833044,-87.682222,52,176109.9,50
15599,Calumet Ave & 71st St,51,30,21,29,22,0,0,41.765514,-87.616924,51,70425.6,48
20101,Summit Ave & 86th St,51,42,9,44,7,0,0,41.737847,-87.644897,51,182965.6,50
570,Evans Ave & 75th St,51,32,19,39,12,0,0,41.761683,-87.609754,51,87930.5,51
20103,Prospect Sq & 91st St,51,22,29,28,23,0,0,41.728155,-87.667541,51,51396.2,50
752,Public Rack - Kimbark Ave & 63rd St,50,41,9,0,50,0,0,41.780598,-87.594513,50,49959.1,50
20127,Halsted St & 111th St,50,45,5,3,47,0,0,41.692274,-87.642698,50,52277.9,48
21387,St Louis Ave & 59th St,50,30,20,7,43,0,0,41.785898,-87.710574,50,73767.3,50
382,Kedzie Ave & 48th Pl,49,12,37,0,49,0,0,41.804739,-87.704094,49,68703.3,49
323,Narragansett & Irving Park,49,29,20,0,49,0,0,41.952627,-87.785381,49,111952.5,49
866,Public Rack - Kostner Ave & Armitage Ave,49,22,27,0,49,0,0,41.917205,-87.736222,49,138167.8,49
KA1503000024,Yates Blvd & 75th St,49,12,37,29,20,0,0,41.758759,-87.566427,49,60039.3,48
506,Public Rack - Lawndale Ave & Diversey Ave,49,38,11,0,49,0,0,41.931830,-87.719259,49,138643.2,49
1032,Public Rack - Kedvale Ave & 63rd St W,49,44,5,0,49,0,0,41.778730,-87.726876,49,337142.1,49
21304,Lavergne Ave & Division St,49,27,22,4,45,0,0,41.902117,-87.750898,49,94777.5,49
530,Laramie Ave & Kinzie St,48,17,31,23,25,0,0,41.885789,-87.754244,48,100266.7,47
20218,Avenue O & 118th St,48,15,33,25,23,0,0,41.681004,-87.537945,48,120887.8,48
21374,Kilpatrick Ave & Grand Ave,48,26,22,19,29,0,0,41.912707,-87.743622,48,140674.3,48
1161.0,Public Rack - Kinzua Ave & Devon Ave,48,34,14,0,48,0,0,41.997917,-87.765391,48,108933.1,48
340,Pulaski & Ann Lurie Pl,47,27,20,0,47,0,0,41.816383,-87.724748,47,52565.9,47
KA1503000055,Halsted St & 63rd St,47,25,22,28,19,0,0,41.779388,-87.644648,47,103749.4,47
595,Wabash Ave & 87th St,47,21,26,30,17,0,0,41.736561,-87.622648,47,116325.3,46
933,Public Rack - Drake Ave & Leland Ave,47,40,7,0,47,0,0,41.965994,-87.716896,47,121672.2,47
586,MLK Jr Dr & 83rd St,47,37,10,39,8,0,0,41.738468,-87.615914,47,57550.0,47
505,Public Rack - Milwaukee Ave & Haussen Ct,47,17,30,0,47,0,0,41.937792,-87.721614,47,123724.0,47
23164,Grace St & Central Ave,47,30,17,25,22,0,0,41.949541,-87.767265,47,97205.1,46
24237,Wood St & 33rd St,47,22,25,36,11,0,0,41.834268,-87.670597,47,115594.7,47
23139,Kedzie Ave & Redfield Dr,46,6,40,25,21,0,0,41.765231,-87.703205,46,47348.7,46
24149,Sacramento Ave & Lunt Ave,46,15,31,32,14,0,0,42.008198,-87.704605,46,70462.6,46
534,Karlov Ave & Madison St,45,19,26,17,28,0,0,41.879522,-87.725783,45,101796.0,45
1280.0,Public Rack - Wilbur Wright College South,45,26,19,0,45,0,0,41.958311,-87.787458,45,186470.1,45
770,Public Rack - Throop St & 58th St,45,36,9,0,45,0,0,41.788637,-87.656307,45,167177.9,45
16933,Morgan St & Pershing Rd,45,27,18,25,20,0,0,41.823624,-87.650917,45,94508.6,45
24212,California Ave & Madison St,45,26,19,27,18,0,0,41.880980,-87.695981,45,116200.9,45
343,Pulaski Rd & 51st St,44,27,17,0,44,0,0,41.800441,-87.724762,44,76165.2,44
16921,Austin Blvd & Chicago Ave,44,15,29,26,18,0,0,41.894876,-87.774664,44,71528.6,43
579,Phillips Ave & 79th St,44,18,26,16,28,0,0,41.794144,-87.621282,44,112812.3,44
326,Harlem & Irving Park,44,9,35,0,44,0,0,41.953265,-87.807149,44,101013.9,44
20242,Houston Ave & 92nd St,44,27,17,14,30,0,0,41.728207,-87.549636,44,112763.9,44
528,Pulaski Rd & Lake St,44,20,24,20,24,0,0,41.884260,-87.726451,44,104095.6,43
21351,Wellington Ave & Mulligan Ave,44,2,42,10,34,0,0,41.934733,-87.784352,44,76117.8,44
929,Public Rack - Campbell Ave & Pratt Blvd,43,30,13,0,43,0,0,42.005080,-87.692606,43,125248.1,43
651,Michigan Ave & 71st St,43,36,7,29,14,0,0,41.763814,-87.618475,43,74975.4,40
23210,Central Park Ave & Washington Blvd,43,19,24,30,13,0,0,41.882459,-87.715520,43,114142.0,43
932,Public Rack - Jensen Park,43,25,18,0,43,0,0,41.964863,-87.720759,43,120538.0,43
21334,Lawndale Ave & 30th St,43,7,36,13,30,0,0,41.838913,-87.716876,43,100380.4,43
23175,Mango Ave & Diversey Ave,43,18,25,26,17,0,0,41.930975,-87.769878,43,44750.0,39
20102,Loomis St & 89th St,43,4,39,17,26,0,0,41.732380,-87.658069,43,46472.7,43
21377,Harlem Ave & Bloomingdale Ave,43,20,23,11,32,0,0,41.912027,-87.805772,43,217386.8,43
24203,Harding Ave & Division St,42,12,30,22,20,0,0,41.902389,-87.725062,42,84440.0,42
21381,Francisco Ave & 47th St,42,29,13,16,26,0,0,41.808490,-87.696723,42,68986.8,42
20131,Cottage Grove Ave & 111th Pl,41,25,16,35,6,0,0,41.691710,-87.610004,41,97930.1,40
20123,Western Ave & 104th St,41,20,21,21,20,0,0,41.704590,-87.681179,41,73598.2,39
16950,Ashland Ave & 66th St,41,26,15,13,28,0,0,41.774075,-87.663801,41,144847.2,41
24205,Lamon Ave & Chicago Ave,41,12,29,9,32,0,0,41.895052,-87.748528,41,96904.3,41
24364,Narragansett Ave & Montrose Ave,41,14,27,7,34,0,0,41.959978,-87.786928,41,120684.6,41
1125.0,Public Rack - Milwaukee Ave & Kennedy Expy,40,27,13,0,40,0,0,41.971273,-87.763877,40,91838.0,40
560,Marshfield Ave & 59th St,40,24,16,9,31,0,0,41.790704,-87.668962,40,90969.3,40
1175.0,Public Rack - Hiawatha & Mendota,40,20,20,0,40,0,0,42.006989,-87.778000,40,73421.5,40
23173,Central Ave & Wellington Ave,40,15,25,11,29,0,0,41.934886,-87.766770,40,72430.7,40
20116,Dauphin Ave & 87th St,40,15,25,28,12,0,0,41.736474,-87.601261,40,111677.4,40
24178,Meade Ave & Fullerton Ave,40,21,19,15,25,0,0,41.924791,-87.778271,40,94084.1,40
20108,Hale Ave & 107th St,39,18,21,19,20,0,0,41.699220,-87.668915,39,38369.8,39
23140,California Ave & 71st St,39,18,21,28,11,0,0,41.764748,-87.693120,39,76771.0,36
576,Greenwood Ave & 79th St,39,2,37,12,27,0,0,41.751319,-87.595983,39,109412.7,38
23121,Damen Ave & 87th St,39,6,33,20,19,0,0,41.736038,-87.672877,39,42563.4,37
21331,21st St & Pulaski Rd,39,18,21,9,30,0,0,41.853450,-87.724730,39,62823.8,38
23162,Marmora Ave & Irving Park Rd,39,10,29,16,23,0,0,41.953077,-87.774696,39,102404.4,39
24244,California Ave & 41st St,39,17,22,19,20,0,0,41.818666,-87.694409,39,86401.8,39
20228,Constance Ave & 95th St,38,9,29,3,35,0,0,41.722268,-87.578967,38,112164.6,38
1155.0,Public Rack - Olmstead Ave & Oliphant Ave,38,28,10,0,38,0,0,42.002323,-87.817118,38,115797.2,38
KA1504000082,Kedzie Ave & Harrison St,38,23,15,16,22,0,0,41.873606,-87.704866,38,92171.6,38
24326,Long Ave & Diversey Ave,38,22,16,8,30,0,0,41.931044,-87.761241,38,100955.0,38
16907,Central Park Blvd & 5th Ave,37,18,19,17,20,0,0,41.875674,-87.715483,37,122691.2,36
750,Public Rack - Harper Ave & 63rd St,37,13,24,0,37,0,0,41.780735,-87.587839,37,86116.4,37
385,St Louis Ave & Norman Bobbins Ave,37,5,32,0,37,0,0,41.794402,-87.711236,37,54863.3,37
21301,Monticello Ave & Chicago Ave,37,17,20,12,25,0,0,41.895258,-87.717453,37,95465.6,37
20223,Ewing Ave & Burnham Greenway,37,13,24,10,27,0,0,41.711772,-87.535049,37,109024.0,37
21309,Narragansett Ave & McLean Ave,37,19,18,12,25,0,0,41.915909,-87.785115,37,103096.8,36
1110.0,Public Rack - Milwaukee Ave & Culyer Ave,36,18,18,0,36,0,0,41.954619,-87.749442,36,84030.0,36
23137,Springfield Ave & 71st St,36,7,29,18,18,0,0,41.764478,-87.720028,36,65702.8,35
23131,Western Ave & 79th St,36,14,22,21,15,0,0,41.750850,-87.682679,36,71685.6,35
20213,Commercial Ave & 130th St,36,5,31,10,26,0,0,41.659140,-87.550775,36,37978.2,36
21332,Harding Ave & 26th St,36,20,16,8,28,0,0,41.844388,-87.723357,36,47482.6,36
21386,Rockwell St & 57th St,36,20,16,32,4,0,0,41.790309,-87.688882,36,85736.8,36
24281,Pulaski Rd & 54th St,36,8,28,16,20,0,0,41.794990,-87.723608,36,55636.7,35
497,Public Rack - Lowell Ave & Elston Ave,35,17,18,0,35,0,0,41.966087,-87.736955,35,52057.1,35
347,Komensky Ave & 55th St,35,11,24,0,35,0,0,41.793328,-87.724238,35,68742.3,35
23128,Columbus Ave & 79th St,35,5,30,6,29,0,0,41.749120,-87.704266,35,99418.7,35
649,Stewart Ave & 63rd St,35,24,11,20,15,0,0,41.776836,-87.633065,35,66120.0,32
20241,Steelworkers Park,35,1,34,0,35,0,0,41.738019,-87.530843,35,34364.9,35
KA1503000011,Halsted St & 56th St,35,10,25,12,23,0,0,41.792952,-87.645003,35,80931.6,35
21385,St Louis Ave & Norman Bobbins Pl,35,8,27,10,25,0,0,41.794393,-87.711290,35,43866.5,35
1019,Public Rack - Kostner Ave & Diversey Ave,34,23,11,0,34,0,0,41.931744,-87.737302,34,56893.2,34
559,Racine Ave & Garfield Blvd,34,12,22,9,25,0,0,41.840563,-87.689466,34,100362.0,33
322,Cicero Ave & Grace St,34,26,8,0,34,0,0,41.949757,-87.746977,34,87616.5,34
23120,Damen Ave & 81st St,34,10,24,14,20,0,0,41.746492,-87.673081,34,51345.9,33
23143,Kedzie Ave & 66th Pl,33,10,23,20,13,0,0,41.772579,-87.703041,33,45935.5,31
777,Public Rack - Midway Orange Line,33,5,28,0,33,0,0,41.785820,-87.738059,33,48992.0,33
1140.0,Public Rack - Natoma Ave & Bryn Mawr Ave,33,20,13,0,33,0,0,41.982910,-87.790626,33,105399.3,33
20109,Vernon Ave & 107th St,33,4,29,14,19,0,0,41.700154,-87.612275,33,57060.9,33
24174,Cicero Ave & Wellington Ave,33,13,20,17,16,0,0,41.935150,-87.746364,33,97695.0,33
24255,Komensky Ave & 47th St,33,12,21,22,11,0,0,41.807690,-87.724721,33,61448.9,33
480,Public Rack - Rockwell Ave & Touhy Ave,32,21,11,0,32,0,0,42.012302,-87.695357,32,59023.9,32
1119.0,Public Rack - Central Ave & Lawrence Ave,32,19,13,0,32,0,0,41.967862,-87.767677,32,61372.0,32
473,Mason Ave & Belmont Ave,32,7,25,0,32,0,0,41.938363,-87.772503,32,75673.3,32
1120.0,Public Rack - Milwaukee Ave & Catalpa Ave,32,19,13,0,32,0,0,41.977249,-87.768992,32,47948.5,32
424,Sacramento Ave & 25th St,32,19,13,0,32,0,0,41.846544,-87.700151,32,79416.0,32
20115,Martin Luther King Dr & 111th St,32,22,10,0,32,0,0,41.692635,-87.613661,32,36091.8,32
KA1503000028,Jeffery Blvd & 76th St,32,17,15,21,11,0,0,41.757123,-87.575849,32,89945.9,31
577,Stony Island Ave & South Chicago Ave,32,13,19,12,20,0,0,41.817828,-87.666007,32,82214.5,32
24207,Harding Ave & Chicago Ave,32,19,13,11,21,0,0,41.895307,-87.724750,32,89314.9,32
1085.0,Public Rack - 63rd Pl & Narraganssett Ave,32,1,31,0,32,0,0,41.776585,-87.782081,32,63356.0,32
753,Public Rack - Jeffery Blvd & 67th St,32,7,25,0,32,0,0,41.773223,-87.576607,32,79034.5,32
21303,Kildare Ave & Division St,32,16,16,9,23,0,0,41.902417,-87.733629,32,65105.7,32
KA1504000168,Western Ave & 28th St,32,16,16,8,24,0,0,41.841523,-87.685138,32,102233.7,32
21327,Pittsburgh Ave & Irving Park Rd,32,10,22,14,18,0,0,41.951967,-87.832962,32,58405.5,32
15687,Central Park Ave & 24th St,31,18,13,15,16,0,0,41.848098,-87.715083,31,46915.0,30
557,Seeley Ave & Garfield Blvd,31,23,8,15,16,0,0,41.796633,-87.678314,31,72769.7,31
20234,Ashland Ave & 78th St,31,10,21,10,21,0,0,41.752215,-87.663727,31,42316.0,26
15682,Kedzie Ave & Roosevelt Rd,31,18,13,13,18,0,0,41.866514,-87.706484,31,71810.5,30
15597,Halsted St & 69th St,31,27,4,19,12,0,0,41.769061,-87.644605,31,47326.1,31
543,Laramie Ave & Gladys Ave,31,20,11,17,14,0,0,41.884406,-87.754260,31,87168.3,31
24198,Lawler Ave & North Ave,31,26,5,25,6,0,0,41.909180,-87.752259,31,130698.2,31
24266,Kedzie Ave & 54th Pl,31,18,13,13,18,0,0,41.794314,-87.703500,31,68374.0,31
KA1504000086,Kedzie Ave & 24th St,30,19,11,13,17,0,0,41.848188,-87.705421,30,88560.9,30
20215,Hegewisch Metra Station,30,5,25,17,13,0,0,41.648540,-87.546141,30,30235.2,30
23113,Scottsdale Park,30,1,29,21,9,0,0,41.741963,-87.736138,30,20988.3,29
21339,Pershing Rd & Sacramento Ave,30,5,25,13,17,0,0,41.822474,-87.699562,30,40828.8,29
24234,Harding Ave & 31st St,30,6,24,9,21,0,0,41.836712,-87.723049,30,61755.0,30
21353,Meade Ave & Diversey Ave,30,14,16,6,24,0,0,41.930861,-87.778450,30,91214.3,30
861,Public Rack - Sawyer Ave & Lawrence Ave,29,16,13,0,29,0,0,41.968314,-87.709521,29,73519.8,29
317,Long Ave & Belmont Ave,29,25,4,0,29,0,0,41.938307,-87.761642,29,107005.5,29
1113.0,Public Rack - Irving Park Rd & Leclaire Ave,29,18,11,0,29,0,0,41.953425,-87.754842,29,73956.5,29
23119,Francisco Ave & 85th St,29,0,29,16,13,0,0,41.738897,-87.695533,29,43663.4,28
24393,Burley Ave & 85th St,29,7,22,18,11,0,0,41.741170,-87.545180,29,36806.9,29
21324,Meade Ave & Addison St,29,14,15,15,14,0,0,41.945928,-87.778897,29,146708.7,29
24273,Kedzie Ave & 60th St,29,17,12,17,12,0,0,41.784579,-87.703191,29,49514.3,27
810,Public Rack - Nagle Ave & Belmont Ave,28,19,9,0,28,0,0,41.938317,-87.787486,28,161781.8,28
693,Public Rack - Walden Pkwy & 103rd St,28,19,9,0,28,0,0,41.706171,-87.669046,28,47266.2,28
562,Public Rack - Menard Ave & Belmont Ave,28,15,13,4,24,0,0,41.899638,-87.741787,28,57109.4,28
417,Troy St & Jackson Blvd,28,15,13,0,28,0,0,41.877524,-87.704846,28,72272.9,28
389,Maplewood Ave & 59th St,28,14,14,0,28,0,0,41.786330,-87.687449,28,56581.3,28
642,Latrobe Ave & Chicago Ave,28,26,2,15,13,0,0,41.855063,-87.733277,28,32683.7,28
20230,Clyde Ave & 87th St,28,6,22,4,24,0,0,41.737169,-87.572713,28,40947.3,28
1199.0,Public Rack - Nagel & Higgins,28,4,24,0,28,0,0,41.976324,-87.787627,28,74717.3,28
21365,Kildare Ave & 26th St,28,12,16,7,21,0,0,41.844229,-87.732147,28,65352.5,28
749,Public Rack - Evans Ave & 63rd St,28,25,3,0,28,0,0,41.780501,-87.607509,28,37866.5,28
21406,Kostner Ave & 63rd St,28,5,23,21,7,0,0,41.778752,-87.732463,28,27487.2,27
24156,Glenlake Ave & Pulaski Rd,28,17,11,15,13,0,0,41.992379,-87.728894,28,96904.3,28
20112,Indiana Ave & 103rd St,28,6,22,12,16,0,0,41.707137,-87.618515,28,43758.9,28
24213,Kedzie Ave & Jackson Blvd,28,19,9,6,22,0,0,41.877277,-87.706222,28,108240.1,28
21329,Central Park Ave & Douglas Blvd,28,19,9,19,9,0,0,41.862350,-87.715872,28,64766.2,28
21325,Harlem Ave & Grace St,28,4,24,10,18,0,0,41.948941,-87.806839,28,82667.7,28
21388,Richmond St & 59th St,28,6,22,21,7,0,0,41.786501,-87.697328,28,49034.0,27
21401,Kildare Ave & 47th St,28,10,18,6,22,0,0,41.807616,-87.730845,28,32668.1,28
24230,Homan Ave & 26th St,28,8,20,8,20,0,0,41.844249,-87.709830,28,70987.5,28
1011,Public Rack - Fullerton Ave & Narragansett Ave,27,13,14,0,27,0,0,41.923800,-87.785788,27,52537.3,27
16951,Damen Ave & 74th St,27,9,18,8,19,0,0,41.759273,-87.673640,27,68485.4,27
1226.0,Public Rack - Avers & Lawrence,27,17,10,0,27,0,0,41.968392,-87.724410,27,94405.4,27
16943,Ashland Ave & Garfield Blvd,27,18,9,18,9,0,0,41.792830,-87.664422,27,57876.9,25
20110,Eberhart Ave & 91st St,27,11,16,15,12,0,0,41.729283,-87.611108,27,44718.5,27
909,Public Rack - Wolcott Ave & 61st St,27,20,7,0,27,0,0,41.782368,-87.671710,27,39477.3,27
20226,Oglesby Ave & 100th St,27,16,11,13,14,0,0,41.713376,-87.565839,27,58965.1,27
24146,Knox Ave & Marquette Ave,27,4,23,11,16,0,0,41.771140,-87.737720,27,35034.5,27
24374,State St & 45th St,27,14,13,17,10,0,0,41.813130,-87.625852,27,52496.9,27
1224.0,Public Rack - Kilpatrick & Elston,27,8,19,0,27,0,0,41.970015,-87.743395,27,87827.0,27
561,Damen Ave & 59th St,26,14,12,16,10,0,0,41.797624,-87.682390,26,39693.1,26
16915,Central Ave & Harrison St,26,3,23,8,18,0,0,41.872998,-87.764507,26,30912.3,26
310,North Ave & New England Ave,26,10,16,0,26,0,0,41.909254,-87.797154,26,133342.0,26
574,Vernon Ave & 79th St,26,13,13,9,17,0,0,41.766077,-87.630366,26,60936.4,26
535,Pulaski Rd & Congress Pkwy,26,11,15,19,7,0,0,41.873149,-87.726414,26,19930.4,25
553,Elizabeth St & 47th St,26,19,7,17,9,0,0,41.815058,-87.664480,26,120211.8,26
21371,Kildare & Chicago Ave,26,11,15,3,23,0,0,41.895435,-87.733497,26,110874.2,25
373,Augusta Blvd & Laramie Ave,26,2,24,0,26,0,0,41.898661,-87.755472,26,43198.6,26
24145,Pulaski Rd & 68th St,26,12,14,5,21,0,0,41.769493,-87.722937,26,63480.5,26
21400,Lawler Ave & 50th St,26,13,13,7,19,0,0,41.802176,-87.748941,26,52366.9,26
24297,Mulligan Ave & Archer Ave,26,17,9,20,6,0,0,41.792960,-87.780520,26,41419.8,23
24394,Steelworkers Park,26,12,14,21,5,0,0,41.737930,-87.530910,26,59604.5,26
23138,St. Louis & 71st St,25,1,24,17,8,0,0,41.764355,-87.710118,25,29067.6,25
KA1503000003,Cottage Grove Ave & 71st St,25,5,20,10,15,0,0,41.765721,-87.604964,25,49041.1,22
20214,Avenue O & 134th St,25,3,22,14,11,0,0,41.651812,-87.540575,25,23533.7,25
21407,Tripp Ave & 65th St,25,9,16,9,16,0,0,41.774910,-87.728829,25,41677.4,23
21320,Orange Ave & Addison St,25,10,15,15,10,0,0,41.944854,-87.824229,25,39422.4,25
503,Public Rack - Jonathan Y Scammon Public School,24,8,16,0,24,0,0,41.941627,-87.732410,24,66690.6,24
23117,Kedzie Ave & 83rd St,24,1,23,14,10,0,0,41.742528,-87.702302,24,35228.7,23
16912,Cicero Ave & Flournoy St,24,17,7,8,16,0,0,41.872129,-87.746635,24,43673.7,24
627,Public Rack - Halsted St & 95th St - SE,24,16,8,0,24,0,0,41.720812,-87.643079,24,35696.8,24
20114,Doty Ave & 111th St,24,3,21,10,14,0,0,41.695017,-87.598718,24,30600.1,23
1131.0,Public Rack - Springfield Ave & Lawrence Ave,24,16,8,0,24,0,0,41.968367,-87.725668,24,83449.3,24
495,Public Rack - Keystone Ave & Irving Park Rd,24,16,8,0,24,0,0,41.953480,-87.729809,24,48490.5,24
1203.0,Public Rack - Lavergne & Lawrence,24,12,12,0,24,0,0,41.967925,-87.752518,24,77342.2,24
1523185.1,Mason Ave & Grand Ave,24,11,13,10,14,0,0,41.920444,-87.774377,24,56553.2,24
24324,Nagle Ave & Belmont Ave,24,14,10,1,23,0,0,41.938520,-87.787350,24,122199.3,24
821,Public Rack - Western Blvd & 49th St,23,10,13,0,23,0,0,41.804855,-87.683836,23,59063.0,23
20244,Halsted St & 73rd St,23,7,16,14,9,0,0,41.761629,-87.644129,23,50416.6,22
20204,Kedzie Ave & 110th St,23,8,15,17,6,0,0,41.692394,-87.700960,23,34522.4,22
460,Francisco Ave & Hollywood Ave,23,8,15,0,23,0,0,41.984590,-87.701594,23,56883.1,23
20207,Major Taylor Trail & 115th St,23,14,9,5,18,0,0,41.684942,-87.645293,23,43873.0,23
400,Lawler Ave & 50th St,23,5,18,0,23,0,0,41.802172,-87.748956,23,26661.6,23
537,Kenton Ave & Madison St,23,10,13,11,12,0,0,41.879262,-87.740338,23,44699.6,23
422,Albany Ave & 16th St,23,7,16,0,23,0,0,41.859346,-87.703027,23,57748.7,23
427,Whipple St & Roosevelt Rd,23,11,12,0,23,0,0,41.866564,-87.701561,23,31188.7,23
23141,Artesian Ave & 71st St,23,8,15,19,4,0,0,41.764348,-87.684419,23,36330.0,23
1204.0,Public Rack - Leamington & Elston,23,20,3,0,23,0,0,41.977891,-87.756317,23,120451.8,23
21336,La Villita Park,23,6,17,15,8,0,0,41.839250,-87.702020,23,13429.6,23
474,Fullerton & Monitor,22,1,21,0,22,0,0,41.923785,-87.772308,22,45533.8,22
319,Roscoe & Harlem,22,5,17,0,22,0,0,41.941605,-87.807225,22,34864.8,22
813,Public Rack - Calumet Ave & 51st St,22,15,7,0,22,0,0,41.802218,-87.618270,22,42302.2,22
1235.0,Public Rack - Lockwood & Archer,22,5,17,0,22,0,0,41.796671,-87.755161,22,38772.7,22
554,Damen Ave & 51st St,22,5,17,15,7,0,0,41.810557,-87.681183,22,28031.2,22
21403,Kildare Ave & 55th St,22,3,19,14,8,0,0,41.793327,-87.730591,22,35668.6,22
341,Archer Ave & 43rd St,21,11,10,0,21,0,0,41.815487,-87.702397,21,55300.1,21
404,Pulaski Rd & 60th St,21,7,14,0,21,0,0,41.784183,-87.722552,21,53119.4,21
342,Kedzie Ave & 45th St,21,14,7,0,21,0,0,41.811409,-87.704009,21,31656.6,21
1134.0,Public Rack - Kimball Ave & Lawrence Ave,21,10,11,0,21,0,0,41.967934,-87.713400,21,51695.2,21
1212.0,Public Rack - Forest Glen & Peterson,21,17,4,0,21,0,0,41.989866,-87.742917,21,128364.2,21
418,Mozart St & Jackson Blvd,21,14,7,0,21,0,0,41.877502,-87.697389,21,54289.8,21
1123.0,Public Rack - Milwaukee Ave & Lawrence Ave,21,11,10,0,21,0,0,41.967383,-87.760237,21,73921.3,21
21366,Spaulding Ave & 16th,21,4,17,8,13,0,0,41.858999,-87.707913,21,18437.8,21
21384,Kedzie Ave & 52nd St,21,8,13,11,10,0,0,41.799063,-87.703430,21,39933.5,21
23170,Marmora Ave & Belmont Ave,21,7,14,16,5,0,0,41.938290,-87.773769,21,27972.7,20
16913,Cicero Ave & Quincy St,20,14,6,8,12,0,0,41.877612,-87.745416,20,32951.4,17
320,Orange & Addison,20,3,17,0,20,0,0,41.944827,-87.824227,20,13061.8,20
23115,Pulaski Rd & 84th St,20,1,19,12,8,0,0,41.740404,-87.721920,20,30837.9,19
402,Kenneth Ave & 50th St,20,3,17,0,20,0,0,41.802321,-87.734396,20,35721.2,20
24340,Wabash Ave & 49th St,20,10,10,9,11,0,0,41.805817,-87.624497,20,63652.2,20
Corral 3,Weekend Night Parking Area B,20,8,12,0,20,0,0,41.944910,-87.654770,20,55577.3,20
362.0,Lawndale Ave & 16th St,19,3,16,0,19,0,0,41.859166,-87.717697,19,9416.5,19
352,Sayre & Diversey,19,2,17,0,19,0,0,41.930992,-87.801016,19,42715.9,19
1112.0,Public Rack - Milwaukee Ave & Pensacola Ave,19,8,11,0,19,0,0,41.959479,-87.753371,19,24174.9,19
487,Public Rack - California Ave & Devon Ave - NE,19,5,14,0,19,0,0,41.998246,-87.699591,19,47239.5,19
23136,Kedzie Ave & 73rd St,19,12,7,7,12,0,0,41.760695,-87.702280,19,44517.6,19
588,South Chicago Ave & 83rd St,19,10,9,6,13,0,0,41.743923,-87.575225,19,30950.3,19
575,Cottage Grove Ave & 78th St,19,7,12,13,6,0,0,41.753174,-87.605014,19,41103.8,18
1070,Public Rack - Lawndale Ave & 23rd St,19,3,16,0,19,0,0,41.849847,-87.716587,19,8923.6,19
350,Hamlin Ave & 62nd Pl,19,2,17,0,19,0,0,41.779903,-87.717828,19,27011.6,19
20217,Torrence Ave & 126th Pl,19,0,19,10,9,0,0,41.666306,-87.557190,19,44141.7,19
1108.0,Public Rack - Cicero Ave & Belle Plaine Ave,19,10,9,0,19,0,0,41.955744,-87.747506,19,48187.5,19
814,Public Rack - Prairie Ave & 47th St,19,9,10,0,19,0,0,41.809473,-87.618947,19,24819.4,19
20211,Eberhart Ave & 131st St,19,1,18,1,18,0,0,41.658388,-87.610714,19,92543.2,19
399,Lavergne Ave & 46th St,19,3,16,0,19,0,0,41.809348,-87.747834,19,37008.4,19
23122,Paulina Ave & 87th St,19,11,8,7,12,0,0,41.735626,-87.665523,19,23277.8,18
Corral 5,Weekend Night Parking Area D,19,6,13,0,19,0,0,41.942947,-87.649417,19,32204.5,19
24243,Kedzie Ave & Archer Ave,19,9,10,12,7,0,0,41.814470,-87.704110,19,46213.8,19
24258,Kilbourn Ave & 49th St,19,6,13,14,5,0,0,41.803850,-87.735660,19,9695.9,19
587,Wabash Ave & 83rd St,18,9,9,18,0,0,0,41.743360,-87.622844,18,12679.5,17
682,Public Rack - 111th St - Morgan Park Metra,18,16,2,0,18,0,0,41.692930,-87.670601,18,25879.9,18
324,Meade Ave & Addison St,18,16,2,0,18,0,0,41.945931,-87.778933,18,32731.3,18
471,Damen Ave & 33rd St,18,15,3,0,18,0,0,41.834111,-87.675659,18,38536.7,18
536,Kostner Ave & Lake St,18,4,14,8,10,0,0,41.883603,-87.735096,18,55577.2,16
309,Narragansett & McLean,18,8,10,0,18,0,0,41.915901,-87.785105,18,44909.2,18
20124,Vincennes Ave & 104th St,18,9,9,9,9,0,0,41.704927,-87.656934,18,37938.5,18
376,Menard Ave & North Ave,18,6,12,0,18,0,0,41.909701,-87.770205,18,40580.9,18
1209.0,Public Rack - Leader & Caldwell,18,9,9,0,18,0,0,41.991513,-87.754482,18,30564.9,18
16948,Ashland Ave & 63rd St,18,10,8,13,5,0,0,41.779378,-87.664856,18,49293.5,18
394,Panama Ave & Grace St,18,1,17,0,18,0,0,41.947663,-87.829269,18,12601.3,18
21383,Campbell Ave & 51st St,18,5,13,11,7,0,0,41.800944,-87.686759,18,52115.6,17
