school_id,short_name,long_name,primary_category,address,zip,school_latitude,school_longitude,student_count_total,student_count_low_income,student_count_black,student_count_hispanic,student_count_white,overall_rating,school_year,community_area
400142,YCCS - VIRTUAL,YCCS-Virtual HS,HS,1900 W VAN BUREN ST,60612,41.876317,-87.674138,0,0,0,0,0,Inability to Rate,School Year 2016-2017,NEAR WEST SIDE
610244,CLARK HS,Michele Clark Academic Prep Magnet High School,HS,5101 W HARRISON ST,60644,41.872885,-87.753325,548,512,534,13,0,Level 2+,School Year 2016-2017,AUSTIN
400121,ACERO - DE LA CRUZ,Acero Charter Schools - Sor Juana Inés de la Cruz,ES,7416 N RIDGE AVE,60645,42.016476,-87.684406,676,616,183,453,12,Level 2,School Year 2016-2017,WEST RIDGE
610047,MADISON,James Madison Elementary School,ES,7433 S DORCHESTER AVE,60619,41.759548,-87.590712,239,217,230,6,1,Level 2,School Year 2016-2017,SOUTH SHORE
610078,INTER-AMERICAN,Inter-American Elementary Magnet School,ES,851 W WAVELAND AVE,60613,41.949003,-87.651573,715,375,18,602,78,Level 1+,School Year 2016-2017,LAKE VIEW
609864,COOK,John W Cook Elementary School,ES,8150 S BISHOP ST,60620,41.745237,-87.659775,376,334,366,7,0,Level 2+,School Year 2016-2017,AUBURN GRESHAM
610087,BLAIR,Blair Early Childhood Center,ES,6751 W 63RD PL,60638,41.776556,-87.790604,189,88,19,139,26,Inability to Rate,School Year 2016-2017,CLEARING
609853,CHASE,Salmon P Chase Elementary School,ES,2021 N POINT ST,60647,41.917993,-87.694562,419,356,12,376,24,Level 1+,School Year 2016-2017,LOGAN SQUARE
610203,TONTI,Enrico Tonti Elementary School,ES,5815 S HOMAN AVE,60629,41.787523,-87.708179,1049,870,16,1008,12,Level 1,School Year 2016-2017,GAGE PARK
609851,CHALMERS,Thomas Chalmers Specialty Elementary School,ES,2745 W ROOSEVELT RD,60608,41.866435,-87.695259,370,325,349,15,0,Level 1,School Year 2016-2017,NORTH LAWNDALE
400118,NOBLE - DRW HS,Noble - DRW College Prep,HS,931 S HOMAN AVE,60624,41.869328,-87.711654,517,491,492,21,2,Level 1,School Year 2016-2017,NORTH LAWNDALE
610282,MCNAIR,Ronald E McNair Elementary School,ES,4820 W WALTON ST,60651,41.897819,-87.746731,399,345,327,64,1,Level 1+,School Year 2016-2017,AUSTIN
610293,MELODY,Genevieve Melody Elementary School,ES,3937 W WILCOX ST,60624,41.878799,-87.724661,474,431,469,3,1,Level 2+,School Year 2016-2017,WEST GARFIELD PARK
610044,LOWELL,James Russell Lowell Elementary School,ES,3320 W HIRSCH ST,60651,41.90652,-87.710217,440,390,90,339,8,Level 2+,School Year 2016-2017,HUMBOLDT PARK
610357,SPRY HS,Spry Community Links High School,HS,2400 S MARSHALL BLVD,60623,41.847762,-87.698946,127,122,1,124,1,Level 2+,School Year 2016-2017,SOUTH LAWNDALE
400084,ACERO - TAMAYO,Acero Charter Schools - Rufino Tamayo,ES,5135 S CALIFORNIA AVE,60632,41.79993,-87.693862,287,257,2,281,0,Level 1+,School Year 2016-2017,GAGE PARK
610291,LEE,Richard Henry Lee Elementary School,ES,6448 S TRIPP AVE,60629,41.775305,-87.728884,860,755,6,825,23,Level 1+,School Year 2016-2017,WEST LAWN
609722,MANLEY HS,Manley Career Academy High School,HS,2935 W POLK ST,60612,41.870939,-87.699896,113,105,110,3,0,Level 2,School Year 2016-2017,EAST GARFIELD PARK
609983,HEDGES,James Hedges Elementary School,ES,4747 S WINCHESTER AVE,60609,41.807112,-87.673327,671,600,12,648,8,Level 1,School Year 2016-2017,NEW CITY
609715,KELLY HS,Thomas Kelly High School,HS,4136 S CALIFORNIA AVE,60632,41.818729,-87.694639,1949,1834,73,1566,30,Level 2+,School Year 2016-2017,BRIGHTON PARK
609949,GRAY,William P Gray Elementary School,ES,3730 N LARAMIE AVE,60641,41.948764,-87.757116,1156,949,23,1000,92,Level 1,School Year 2016-2017,PORTAGE PARK
609895,TURNER-DREW,Turner-Drew Elementary Language Academy,ES,9300 S PRINCETON AVE,60620,41.725609,-87.630164,248,181,246,2,0,Level 2+,School Year 2016-2017,ROSELAND
610083,BEARD,Daniel C Beard Elementary School,ES,6445 W STRONG ST,60656,41.970125,-87.78963,183,90,7,83,69,Inability to Rate,School Year 2016-2017,NORWOOD PARK
400034,CICS - NORTHTOWN HS,CICS - Northtown,HS,3900 W PETERSON AVE,60659,41.990245,-87.726504,901,723,59,483,188,Level 1+,School Year 2016-2017,NORTH PARK
610340,CHICAGO ACADEMY HS,Chicago Academy High School,HS,3400 N AUSTIN AVE,60634,41.943054,-87.776847,541,444,64,334,107,Level 1,School Year 2016-2017,DUNNING
610012,JENNER,Edward Jenner Elementary Academy of the Arts,ES,1119 N CLEVELAND AVE,60610,41.902055,-87.641056,243,220,239,3,0,Level 2+,School Year 2016-2017,NEAR NORTH SIDE
609990,SOUTH LOOP,South Loop Elementary School,ES,1212 S PLYMOUTH CT,60605,41.866875,-87.628615,779,243,352,76,194,Level 1+,School Year 2016-2017,NEAR SOUTH SIDE
609941,RANDOLPH,Asa Philip Randolph Elementary School,ES,7316 S HOYNE AVE,60636,41.760614,-87.675966,506,445,461,44,1,Level 2+,School Year 2016-2017,WEST ENGLEWOOD
610066,MCDADE,James E McDade Elementary Classical School,ES,8801 S INDIANA AVE,60619,41.73455,-87.619214,194,65,173,2,4,Level 1+,School Year 2016-2017,CHATHAM
610122,PEIRCE,Helen Peirce International Studies ES,ES,1423 W BRYN MAWR AVE,60660,41.983456,-87.66585,1006,554,106,481,272,Level 1+,School Year 2016-2017,EDGEWATER
609870,CORKERY,Daniel J Corkery Elementary School,ES,2510 S KILDARE AVE,60623,41.845602,-87.731193,525,440,85,425,5,Level 2+,School Year 2016-2017,SOUTH LAWNDALE
400162,INTRINSIC HS,Intrinsic Charter School,HS,4540 W BELMONT AVE,60641,41.938988,-87.741129,1018,863,48,899,49,Level 1+,School Year 2016-2017,IRVING PARK
610226,SANDOVAL,Socorro Sandoval Elementary School,ES,5534 S SAINT LOUIS AVE,60629,41.792346,-87.710987,945,817,7,920,8,Level 1,School Year 2016-2017,GAGE PARK
609865,JORDAN,Jordan Elementary Community School,ES,7414 N WOLCOTT AVE,60626,42.017088,-87.677763,506,431,146,313,25,Level 2+,School Year 2016-2017,ROGERS PARK
400157,NOBLE - BAKER HS,Noble - Baker College Prep,HS,2710 E 89TH ST,60617,41.734622,-87.556201,366,330,308,46,4,Level 1+,School Year 2016-2017,SOUTH CHICAGO
610533,PRIETO,Dr Jorge Prieto Math and Science,ES,2231 N CENTRAL AVE,60639,41.921318,-87.765781,993,887,27,947,5,Level 1,School Year 2016-2017,BELMONT CRAGIN
610019,KERSHAW,Joshua D Kershaw Elementary School,ES,6450 S LOWE AVE,60621,41.776453,-87.640892,265,221,257,6,2,Level 2+,School Year 2016-2017,ENGLEWOOD
609986,HENDERSON,Charles R Henderson Elementary School,ES,5650 S WOLCOTT AVE,60636,41.790591,-87.671887,274,236,239,33,1,Level 2,School Year 2016-2017,WEST ENGLEWOOD
400167,HORIZON - SOUTHWEST,Horizon Science Academy Southwest Chicago Charter,ES,5401 S WESTERN AVE,60609,41.795201,-87.683963,715,665,217,492,3,Level 1,School Year 2016-2017,GAGE PARK
610100,WEST PARK,West Park Elementary Academy,ES,1425 N TRIPP AVE,60651,41.906907,-87.732443,594,522,141,446,2,Level 2+,School Year 2016-2017,HUMBOLDT PARK
610541,LORCA,Federico Garcia Lorca Elementary School,ES,3231 N SPRINGFIELD AVE,60618,41.940026,-87.724783,829,744,8,773,43,Level 1+,School Year 2016-2017,AVONDALE
400150,YCCS - CHATHAM,YCCS-Chatham AcademyHS,HS,9035 S LANGLEY AVE,60619,41.730131,-87.60698,109,101,108,1,0,Level 2,School Year 2016-2017,CHATHAM
400024,CICS - BASIL,CICS - Basil,ES,1816 W GARFIELD BLVD,60609,41.794043,-87.670243,737,650,625,99,5,Level 2,School Year 2016-2017,NEW CITY
609859,CLINTON,DeWitt Clinton Elementary School,ES,6110 N FAIRFIELD AVE,60659,41.992541,-87.69836,1188,958,141,336,197,Level 1+,School Year 2016-2017,WEST RIDGE
610394,UPLIFT HS,Uplift Community High School,HS,900 W WILSON AVE,60640,41.965547,-87.652473,245,229,196,34,6,Level 2+,School Year 2016-2017,UPTOWN
609695,AMUNDSEN HS,Roald Amundsen High School,HS,5110 N DAMEN AVE,60625,41.975067,-87.679484,1223,996,146,728,148,Level 1,School Year 2016-2017,LINCOLN SQUARE
610128,GARVEY,Marcus Moziah Garvey Elementary School,ES,10309 S MORGAN ST,60643,41.706603,-87.647577,244,211,241,2,0,Level 1,School Year 2016-2017,WASHINGTON HEIGHTS
610269,MCCUTCHEON,John T McCutcheon Elementary School,ES,4865 N SHERIDAN RD,60640,41.970949,-87.654758,377,306,167,99,26,Level 1+,School Year 2016-2017,UPTOWN
610065,TILL,Emmett Louis Till Math and Science Academy,ES,6543 S CHAMPLAIN AVE,60637,41.775424,-87.609357,350,304,342,6,0,Level 1,School Year 2016-2017,WOODLAWN
400036,CHICAGO VIRTUAL,Chicago Virtual Charter School,HS,38 S PEORIA ST,60607,41.88055,-87.649772,672,479,370,145,87,Level 2+,School Year 2016-2017,NEAR WEST SIDE
610063,MCCORMICK,Cyrus H McCormick Elementary School,ES,2712 S SAWYER AVE,60623,41.842267,-87.7063,713,620,2,709,2,Level 2+,School Year 2016-2017,SOUTH LAWNDALE
609894,DRAKE,John B Drake Elementary School,ES,2710 S DEARBORN ST,60616,41.844043,-87.628553,335,297,323,10,1,Level 2,School Year 2016-2017,DOUGLAS
610133,WARD L,Laura S Ward Elementary School,ES,646 N LAWNDALE AVE,60624,41.893236,-87.718797,461,412,430,28,2,Level 1+,School Year 2016-2017,HUMBOLDT PARK
400060,AHS - PASSAGES,Asian Human Services - Passages Charter School,ES,1643 W BRYN MAWR AVE,60660,41.983371,-87.67116,451,367,211,77,28,Level 2+,School Year 2016-2017,EDGEWATER
610287,ASHBURN,Ashburn Community Elementary School,ES,8300 S ST LOUIS AVE,60652,41.742351,-87.70961,515,401,450,58,1,Level 1+,School Year 2016-2017,ASHBURN
609755,YOUNG HS,Whitney M Young Magnet High School,HS,211 S LAFLIN ST,60607,41.878603,-87.664233,2156,891,461,644,609,Level 1+,School Year 2016-2017,NEAR WEST SIDE
609977,WOODLAWN,Woodlawn Community Elementary School,ES,6657 S KIMBARK AVE,60637,41.773366,-87.594392,216,175,212,4,0,Level 1,School Year 2016-2017,WOODLAWN
610107,OTIS,James Otis Elementary School,ES,525 N ARMOUR ST,60642,41.891806,-87.665426,453,394,109,320,12,Level 1,School Year 2016-2017,WEST TOWN
400009,GLOBAL CITIZENSHIP,Academy for Global Citizenship Charter School,ES,4647 W 47TH ST,60632,41.807579,-87.740097,463,312,22,408,30,Level 1,School Year 2016-2017,GARFIELD RIDGE
610569,OMBUDSMAN - NORTHWEST HS,Ombudsman Chicago- Northwest,HS,7500 N HARLEM AVE,60631,42.017171,-87.806682,205,167,15,117,56,Level 2,School Year 2016-2017,EDISON PARK
400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,2714 W AUGUSTA BLVD,60622,41.899377,-87.694945,621,332,238,202,119,Level 1+,School Year 2016-2017,WEST TOWN
610299,KING ES,Dr. Martin L. King Jr Academy of Social Justice,ES,644 W 71ST ST,60621,41.765335,-87.641335,240,209,238,0,0,Level 2,School Year 2016-2017,ENGLEWOOD
610143,REAVIS,William C Reavis Math & Science Specialty ES,ES,834 E 50TH ST,60615,41.804174,-87.604925,257,219,251,0,3,Level 2+,School Year 2016-2017,KENWOOD
609861,CLISSOLD,Henry R Clissold Elementary School,ES,2350 W 110TH PL,60643,41.693026,-87.680897,509,225,321,38,135,Level 1,School Year 2016-2017,MORGAN PARK
400120,ACERO - CLEMENTE,Acero Charter Schools - Roberto Clemente,ES,2050 N NATCHEZ AVE,60707,41.917952,-87.78783,544,486,14,521,6,Level 2+,School Year 2016-2017,BELMONT CRAGIN
610284,NEW FIELD,New Field Elementary School,ES,1707 W MORSE AVE,60626,42.007703,-87.673168,702,513,203,312,87,Level 1,School Year 2016-2017,ROGERS PARK
610016,KELLOGG,Kate S Kellogg Elementary School,ES,9241 S LEAVITT ST,60643,41.725263,-87.677233,258,110,213,10,19,Level 1+,School Year 2016-2017,BEVERLY
610105,ORIOLE PARK,Oriole Park Elementary School,ES,5424 N OKETO AVE,60656,41.978501,-87.812054,750,183,14,150,519,Level 1+,School Year 2016-2017,NORWOOD PARK
610342,SABIN,Albert R Sabin Elementary Magnet School,ES,2216 W HIRSCH ST,60622,41.906816,-87.68305,584,500,135,423,13,Level 1+,School Year 2016-2017,WEST TOWN
610345,WOODSON,Carter G Woodson South Elementary School,ES,4414 S EVANS AVE,60653,41.814499,-87.608419,324,288,306,13,0,Level 1,School Year 2016-2017,GRAND BOULEVARD
610104,ONAHAN,William J Onahan Elementary School,ES,6634 W RAVEN ST,60631,41.99379,-87.793108,659,227,6,189,408,Level 1,School Year 2016-2017,NORWOOD PARK
609730,SENN HS,Nicholas Senn High School,HS,5900 N GLENWOOD AVE,60660,41.989029,-87.667136,1437,1155,368,607,163,Level 1,School Year 2016-2017,EDGEWATER
609751,KING HS,Dr  Martin Luther King  Jr  College Prep HS,HS,4445 S DREXEL BLVD,60653,41.813675,-87.603874,598,492,562,23,1,Level 1+,School Year 2016-2017,KENWOOD
610082,MOUNT GREENWOOD,Mount Greenwood Elementary School,ES,10841 S HOMAN AVE,60655,41.695734,-87.70581,1129,160,15,148,941,Level 1+,School Year 2016-2017,MOUNT GREENWOOD
610230,WILDWOOD,Wildwood IB World Magnet School,ES,6950 N HIAWATHA AVE,60646,42.007491,-87.778345,494,67,19,97,310,Level 1+,School Year 2016-2017,FOREST GLEN
400164,INSTITUTO - LOZANO MASTERY HS,Instituto - Justice Lozano Mastery,HS,2570 S BLUE ISLAND AVE,60608,41.845957,-87.685903,81,79,1,80,0,Level 2,School Year 2016-2017,LOWER WEST SIDE
610043,LOVETT,Joseph Lovett Elementary School,ES,6333 W BLOOMINGDALE AVE,60639,41.912718,-87.783919,379,319,328,50,0,Level 1+,School Year 2016-2017,AUSTIN
400011,LOCKE A,Alain Locke Charter School,ES,3141 W JACKSON BLVD,60612,41.877248,-87.705235,500,438,496,3,0,Inability to Rate,School Year 2016-2017,EAST GARFIELD PARK
609798,BELDING,Hiram H Belding Elementary School,ES,4257 N TRIPP AVE,60641,41.958938,-87.73402,579,333,23,250,250,Level 2+,School Year 2016-2017,IRVING PARK
400135,YCCS - LATINO YOUTH,YCCS-Latino Youth Alternative HS,HS,2001 S CALIFORNIA AVE,60608,41.854665,-87.69543,202,190,11,189,0,Level 1,School Year 2016-2017,SOUTH LAWNDALE
609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,1147 N WESTERN AVE,60622,41.902626,-87.686906,753,711,226,506,9,Level 2+,School Year 2016-2017,WEST TOWN
400101,ACERO - CISNEROS,Acero Charter Schools - Sandra Cisneros,ES,2744 W PERSHING RD,60632,41.822884,-87.693996,536,485,2,529,2,Level 1+,School Year 2016-2017,BRIGHTON PARK
610199,COLEMON,Johnnie Colemon Elementary Academy,ES,1441 W 119TH ST,60643,41.677505,-87.658111,254,197,235,17,0,Level 1+,School Year 2016-2017,WEST PULLMAN
400151,LEARN - 7,L.E.A.R.N. Charter School - 7th Campus,ES,3021 W CARROLL AVE,60612,41.88741,-87.701397,302,265,282,18,0,Level 2,School Year 2016-2017,EAST GARFIELD PARK
610565,CAMELOT - EXCEL ENGLEWOOD HS,Excel - Englewood HS,HS,7141 S MORGAN,60621,41.763896,-87.649124,202,193,201,1,0,Level 1+,School Year 2016-2017,ENGLEWOOD
609973,ZAPATA,Emiliano Zapata Elementary Academy,ES,2728 S KOSTNER AVE,60623,41.841394,-87.734313,767,681,1,765,1,Level 1+,School Year 2016-2017,SOUTH LAWNDALE
400178,MOVING EVEREST,Moving Everest Charter School,ES,416 N LARAMIE AVE,60644,41.888259,-87.755281,359,292,346,8,1,Inability to Rate,School Year 2016-2017,AUSTIN
610234,YATES,Richard Yates Elementary School,ES,1839 N RICHMOND ST,60647,41.915039,-87.70028,443,360,79,341,7,Level 1,School Year 2016-2017,LOGAN SQUARE
610188,DUNNE,Dunne Technology Academy,ES,10845 S UNION AVE,60628,41.696496,-87.639974,256,194,252,1,0,Level 1,School Year 2016-2017,ROSELAND
610192,STOWE,Harriet Beecher Stowe Elementary School,ES,3444 W WABANSIA AVE,60647,41.911938,-87.713318,675,613,54,611,6,Level 1,School Year 2016-2017,HUMBOLDT PARK
609967,FINKL,William F Finkl Elementary School,ES,2332 S WESTERN AVE,60608,41.849215,-87.685668,364,321,43,277,12,Level 2+,School Year 2016-2017,LOWER WEST SIDE
609761,CORLISS HS,George H Corliss High School,HS,821 E 103RD ST,60628,41.70666,-87.601216,307,284,302,4,0,Level 2,School Year 2016-2017,PULLMAN
609789,BARRY,John Barry Elementary School,ES,2828 N KILBOURN AVE,60641,41.932511,-87.739388,715,579,11,676,14,Level 1,School Year 2016-2017,HERMOSA
400096,ROWE,Rowe Elementary Charter School,ES,1424 N CLEAVER ST,60642,41.907797,-87.664072,990,809,176,791,12,Level 1,School Year 2016-2017,WEST TOWN
610185,STEVENSON,Adlai E Stevenson Elementary School,ES,8010 S KOSTNER AVE,60652,41.747107,-87.731666,1250,1025,69,1124,41,Level 1,School Year 2016-2017,ASHBURN
610515,DISNEY II ES,Disney II Magnet School,ES,3815 N KEDVALE AVE,60641,41.950461,-87.730678,431,132,34,147,156,Level 1+,School Year 2016-2017,IRVING PARK
400139,YCCS - SULLIVAN,YCCS-Sullivan House Alternative HS,HS,8164 S SOUTH CHICAGO AVE,60617,41.746287,-87.578492,322,309,304,16,1,Level 1+,School Year 2016-2017,AVALON PARK
609880,DECATUR,Stephen Decatur Classical Elementary School,ES,7030 N SACRAMENTO AVE,60645,42.009289,-87.704619,282,46,12,35,129,Level 1+,School Year 2016-2017,WEST RIDGE
609727,PHILLIPS HS,Wendell Phillips Academy High School,HS,244 E PERSHING RD,60653,41.82388,-87.619796,639,606,628,8,0,Level 2,School Year 2016-2017,DOUGLAS
400047,LEARN - CAMPBELL,L.E.A.R.N. - Charles and Dorothy Campbell Campus,ES,212 S FRANCISCO AVE,60612,41.877861,-87.698739,408,367,389,17,0,Level 2+,School Year 2016-2017,EAST GARFIELD PARK
609845,CARVER G,George Washington Carver Primary School,ES,901 E 133RD PL,60827,41.653702,-87.599516,489,429,480,7,1,Level 2,School Year 2016-2017,RIVERDALE
609783,JEFFERSON HS,Nancy B Jefferson Alternative HS,HS,1100 S HAMILTON AVE,60612,41.867832,-87.680418,208,181,174,30,3,Inability to Rate,School Year 2016-2017,NEAR WEST SIDE
400021,CATALYST - CIRCLE ROCK,Catalyst Elementary Charter School - Circle Rock,ES,5608 W WASHINGTON BLVD,60644,41.882322,-87.765322,518,442,502,11,0,Level 1,School Year 2016-2017,AUSTIN
610152,RUGGLES,Martha Ruggles Elementary School,ES,7831 S PRAIRIE AVE,60619,41.751946,-87.618066,415,370,407,6,0,Level 1,School Year 2016-2017,GREATER GRAND CROSSING
609995,HITCH,Rufus M Hitch Elementary School,ES,5625 N MCVICKER AVE,60646,41.983672,-87.779123,572,318,6,252,235,Level 1+,School Year 2016-2017,NORWOOD PARK
609952,GREENE,Nathanael Greene Elementary School,ES,3525 S HONORE ST,60609,41.829669,-87.671492,503,436,10,443,21,Level 2,School Year 2016-2017,MCKINLEY PARK
400145,YCCS - YOUTH CONNECTION,YCCS-Youth Connection Leadership Acad HS,HS,3424 S STATE ST,60616,41.832072,-87.626781,198,188,183,13,0,Level 2+,School Year 2016-2017,DOUGLAS
610103,OKEEFFE,Isabelle C O'Keeffe Elementary School,ES,6940 S MERRILL AVE,60649,41.768602,-87.572806,660,581,633,13,2,Level 1,School Year 2016-2017,SOUTH SHORE
400098,NOBLE - MUCHIN HS,Noble - Muchin College Prep,HS,1 N STATE ST,60602,41.88274,-87.626338,964,804,263,646,6,Level 1+,School Year 2016-2017,LOOP
609862,COLES,Edward Coles Elementary Language Academy,ES,8441 S YATES BLVD,60617,41.741413,-87.56597,429,377,421,5,0,Level 1+,School Year 2016-2017,SOUTH CHICAGO
400113,CICS - CHICAGOQUEST HS,CICS - ChicagoQuest North,HS,1443 N OGDEN AVE,60610,41.907797,-87.645561,262,246,227,27,4,Level 2+,School Year 2016-2017,NEAR NORTH SIDE
609678,JONES HS,William Jones College Preparatory High School,HS,700 S STATE ST,60605,41.873066,-87.627675,1866,732,259,529,669,Level 1+,School Year 2016-2017,LOOP
400089,ACERO - MARQUEZ,Acero Charter Schools - Officer Donald J. Marquez,ES,2916 W 47TH ST,60632,41.808309,-87.697394,567,517,4,553,1,Level 1,School Year 2016-2017,BRIGHTON PARK
610131,PLAMONDON,Ambrose Plamondon Elementary School,ES,2642 W 15TH PL,60608,41.860259,-87.692526,140,130,44,93,2,Level 2,School Year 2016-2017,NORTH LAWNDALE
609682,RICHARDS HS,Ellen H Richards Career Academy High School,HS,5009 S LAFLIN ST,60609,41.802881,-87.662278,218,196,87,129,2,Level 2,School Year 2016-2017,NEW CITY
610250,SALAZAR,Rueben Salazar Elementary Bilingual Center,ES,160 W WENDELL ST,60610,41.901417,-87.633632,343,274,116,218,5,Level 1+,School Year 2016-2017,NEAR NORTH SIDE
610354,NORTH RIVER,North River Elementary School,ES,4416 N TROY ST,60625,41.961721,-87.707151,322,265,5,286,15,Level 1,School Year 2016-2017,ALBANY PARK
609856,CLAY,Henry Clay Elementary School,ES,13231 S BURLEY AVE,60633,41.654558,-87.544614,609,508,70,465,53,Level 1,School Year 2016-2017,HEGEWISCH
610033,LASALLE,LaSalle Elementary Language Academy,ES,1734 N ORLEANS ST,60614,41.9139,-87.637565,562,180,169,115,187,Level 1+,School Year 2016-2017,LINCOLN PARK
610347,CLAREMONT,Claremont Academy Elementary School,ES,2300 W 64TH ST,60636,41.777511,-87.681061,425,393,348,65,3,Level 1+,School Year 2016-2017,CHICAGO LAWN
609774,ALCOTT ES,Louisa May Alcott College Preparatory ES,ES,2625 N ORCHARD ST,60614,41.92985,-87.646413,629,107,42,78,389,Level 1+,School Year 2016-2017,LINCOLN PARK
609793,NICHOLSON,Lillian R. Nicholson STEM Academy,ES,6006 S PEORIA ST,60621,41.784942,-87.647453,467,419,446,18,0,Level 2+,School Year 2016-2017,ENGLEWOOD
609899,EBINGER,Christian Ebinger Elementary School,ES,7350 W PRATT AVE,60631,42.004408,-87.81117,834,129,10,112,675,Level 1+,School Year 2016-2017,EDISON PARK
610249,TALMAN,Talman Elementary School,ES,5450 S TALMAN AVE,60632,41.794048,-87.690261,435,354,7,419,1,Level 1,School Year 2016-2017,GAGE PARK
400163,KIPP - BLOOM,KIPP Chicago Charter School - KIPP Bloom,ES,5515 S LOWE AVE,60621,41.793556,-87.639967,360,335,332,23,1,Level 1+,School Year 2016-2017,ENGLEWOOD
610197,TALCOTT,Mancel Talcott Elementary School,ES,1840 W OHIO ST,60622,41.892405,-87.673723,501,383,37,411,35,Level 1+,School Year 2016-2017,WEST TOWN
609867,COOPER,Peter Cooper Elementary Dual Language Academy,ES,1624 W 19TH ST,60608,41.856031,-87.667227,459,407,8,445,4,Level 1+,School Year 2016-2017,LOWER WEST SIDE
610095,NEWBERRY,Walter L Newberry Math & Science Academy ES,ES,700 W WILLOW ST,60614,41.913947,-87.64599,566,344,274,151,91,Level 1+,School Year 2016-2017,LINCOLN PARK
609777,ARMOUR,Phillip D Armour Elementary School,ES,950 W 33RD PL,60608,41.833854,-87.650653,276,221,17,217,25,Level 1,School Year 2016-2017,BRIDGEPORT
610037,LIBBY,Arthur A Libby Elementary School,ES,5300 S LOOMIS BLVD,60609,41.797685,-87.659933,351,315,244,104,0,Level 1,School Year 2016-2017,NEW CITY
610179,SMYSER,Washington D Smyser Elementary School,ES,4310 N MELVINA AVE,60634,41.958868,-87.781975,957,672,19,590,299,Level 1,School Year 2016-2017,PORTAGE PARK
609879,DAWES,Charles Gates Dawes Elementary School,ES,3810 W 81ST PL,60652,41.745078,-87.717353,993,900,150,826,9,Level 1+,School Year 2016-2017,ASHBURN
610308,RUDOLPH,Wilma Rudolph Elementary Learning Center,ES,110 N PAULINA ST,60612,41.883568,-87.669477,97,74,38,50,5,Inability to Rate,School Year 2016-2017,NEAR WEST SIDE
400111,LEARN - PERKINS,L.E.A.R.N. - Hunter Perkins Campus,ES,1700 W 83RD ST,60620,41.743122,-87.665721,507,415,501,5,0,Level 2+,School Year 2016-2017,AUBURN GRESHAM
609754,CHICAGO MILITARY HS,Chicago Military Academy High School,HS,3519 S GILES AVE,60653,41.830555,-87.619216,313,295,202,102,5,Level 1,School Year 2016-2017,DOUGLAS
400055,NOBLE - RAUNER HS,Noble - Rauner College Prep,HS,1337 W OHIO ST,60642,41.892425,-87.660859,634,522,106,498,14,Level 1+,School Year 2016-2017,WEST TOWN
610567,MAGIC JOHNSON - ROSELAND HS,Magic Johnson- Roseland HS,HS,10928 S HALSTED AVE,60661,41.69516,-87.642697,148,131,145,1,0,Inability to Rate,School Year 2016-2017,MORGAN PARK
609935,GALLISTEL,Matthew Gallistel Elementary Language Academy,ES,10347 S EWING AVE,60617,41.706801,-87.535175,791,690,23,755,11,Level 1+,School Year 2016-2017,EAST SIDE
610117,PASTEUR,Louis Pasteur Elementary School,ES,5825 S KOSTNER AVE,60629,41.786895,-87.732666,708,569,3,682,17,Level 2+,School Year 2016-2017,WEST ELSDON
609866,COONLEY,John C Coonley Elementary School,ES,4046 N LEAVITT ST,60618,41.955553,-87.683765,1003,187,18,234,628,Level 1+,School Year 2016-2017,NORTH CENTER
609803,BLAINE,James G Blaine Elementary School,ES,1420 W GRACE ST,60613,41.950781,-87.664968,889,144,31,191,577,Level 1+,School Year 2016-2017,LAKE VIEW
610207,VANDERPOEL,John H Vanderpoel Elementary Magnet School,ES,9510 S PROSPECT AVE,60643,41.720817,-87.665559,279,179,276,2,1,Level 1,School Year 2016-2017,BEVERLY
609996,HOLDEN,Charles N Holden Elementary School,ES,1104 W 31ST ST,60608,41.838027,-87.653792,500,414,44,299,61,Level 1+,School Year 2016-2017,BRIDGEPORT
609955,GRESHAM,Walter Q Gresham Elementary School,ES,8524 S GREEN ST,60620,41.73892,-87.645025,317,285,310,4,0,Level 1+,School Year 2016-2017,AUBURN GRESHAM
610256,ROBINSON,Jackie Robinson Elementary School,ES,4225 S LAKE PARK AVE,60653,41.817349,-87.599067,119,90,118,0,1,Level 2,School Year 2016-2017,OAKLAND
610257,MORTON,Morton School of Excellence,ES,431 N TROY ST,60612,41.889178,-87.705108,310,275,282,26,0,Level 1,School Year 2016-2017,HUMBOLDT PARK
609863,COLUMBUS,Christopher Columbus Elementary School,ES,1003 N LEAVITT ST,60622,41.899566,-87.681938,283,214,18,63,191,Level 1,School Year 2016-2017,WEST TOWN
400127,YCCS - AUSTIN CAREER,YCCS-Austin Career Education Center HS,HS,5352 W CHICAGO AVE,60651,41.894976,-87.760221,113,104,110,2,1,Level 1+,School Year 2016-2017,AUSTIN
400179,NOBLE - MANSUETO HS,Noble Mansueto High School,HS,2911 W 47TH,60632,41.800136,-87.728003,525,480,6,500,6,Inability to Rate,School Year 2016-2017,ARCHER HEIGHTS
609780,MARINE LEADERSHIP AT AMES HS,Marine Leadership Academy at Ames,HS,1920 N HAMLIN AVE,60647,41.916045,-87.721742,867,834,39,819,4,Level 1+,School Year 2016-2017,LOGAN SQUARE
610581,MAGIC JOHNSON - BRAINERD HS,Magic Johnson- Brainerd HS,HS,8908 S ASHLAND AVE,60620,41.731492,-87.66314,152,130,145,5,0,Level 2,School Year 2016-2017,WASHINGTON HEIGHTS
