NAME,B19013_001E,B25003_001E,B25003_002E,B25003_003E,B25002_001E,B25002_003E,state,county,tract
"Census Tract 2515, Cook County, Illinois",47491,1453,616,837,1589,136,17,031,251500
"Census Tract 2516, Cook County, Illinois",34332,1268,508,760,1428,160,17,031,251600
"Census Tract 2517, Cook County, Illinois",57037,424,205,219,467,43,17,031,251700
"Census Tract 2518, Cook County, Illinois",36681,1723,409,1314,2037,314,17,031,251800
"Census Tract 2519, Cook County, Illinois",35047,2418,514,1904,2563,145,17,031,251900
"Census Tract 2520, Cook County, Illinois",30103,2402,488,1914,2781,379,17,031,252000
"Census Tract 2521.01, Cook County, Illinois",50139,728,221,507,802,74,17,031,252101
"Census Tract 2521.02, Cook County, Illinois",51992,2247,819,1428,2449,202,17,031,252102
"Census Tract 2522.01, Cook County, Illinois",45458,1071,432,639,1203,132,17,031,252201
"Census Tract 2522.02, Cook County, Illinois",45839,1841,532,1309,1968,127,17,031,252202
"Census Tract 2601, Cook County, Illinois",21875,647,77,570,737,90,17,031,260100
"Census Tract 2602, Cook County, Illinois",51125,393,95,298,496,103,17,031,260200
"Census Tract 2603, Cook County, Illinois",-666666666,469,135,334,660,191,17,031,260300
"Census Tract 2604, Cook County, Illinois",13489,533,83,450,590,57,17,031,260400
"Census Tract 2605, Cook County, Illinois",40991,603,241,362,755,152,17,031,260500
"Census Tract 2606, Cook County, Illinois",42875,670,290,380,908,238,17,031,260600
"Census Tract 2607, Cook County, Illinois",46167,484,198,286,645,161,17,031,260700
"Census Tract 2608, Cook County, Illinois",36681,655,117,538,998,343,17,031,260800
"Census Tract 2609, Cook County, Illinois",20841,403,153,250,585,182,17,031,260900
"Census Tract 2610, Cook County, Illinois",48482,928,215,713,1136,208,17,031,261000
"Census Tract 2705, Cook County, Illinois",24375,616,86,530,708,92,17,031,270500
"Census Tract 2712, Cook County, Illinois",31048,420,95,325,472,52,17,031,271200
"Census Tract 2713, Cook County, Illinois",45046,333,140,193,400,67,17,031,271300
"Census Tract 2714, Cook County, Illinois",43355,530,127,403,595,65,17,031,271400
"Census Tract 2715, Cook County, Illinois",50926,474,167,307,532,58,17,031,271500
"Census Tract 2718, Cook County, Illinois",51550,303,54,249,351,48,17,031,271800
"Census Tract 2801, Cook County, Illinois",148319,5426,1484,3942,5595,169,17,031,280100
"Census Tract 2804, Cook County, Illinois",36681,561,48,513,598,37,17,031,280400
"Census Tract 2808, Cook County, Illinois",31500,432,128,304,479,47,17,031,280800
"Census Tract 2809, Cook County, Illinois",-666666666,402,145,257,420,18,17,031,280900
"Census Tract 2819, Cook County, Illinois",125918,4296,1257,3039,4796,500,17,031,281900
"Census Tract 2827, Cook County, Illinois",88646,1054,491,563,1181,127,17,031,282700
"Census Tract 2828, Cook County, Illinois",85000,604,170,434,753,149,17,031,282800
"Census Tract 2831, Cook County, Illinois",61806,1428,309,1119,1513,85,17,031,283100
"Census Tract 2832, Cook County, Illinois",64223,823,222,601,852,29,17,031,283200
"Census Tract 2838, Cook County, Illinois",86103,1609,699,910,1691,82,17,031,283800
"Census Tract 2909, Cook County, Illinois",46189,1302,233,1069,1643,341,17,031,290900
"Census Tract 2912, Cook County, Illinois",24555,693,176,517,957,264,17,031,291200
"Census Tract 2916, Cook County, Illinois",125050,609,121,488,667,58,17,031,291600
"Census Tract 2922, Cook County, Illinois",37028,956,257,699,1280,324,17,031,292200
"Census Tract 2924, Cook County, Illinois",40152,696,224,472,952,256,17,031,292400
"Census Tract 2925, Cook County, Illinois",54968,1488,522,966,1728,240,17,031,292500
"Census Tract 3005, Cook County, Illinois",76023,977,429,548,1048,71,17,031,300500
"Census Tract 3006, Cook County, Illinois",51092,959,335,624,1017,58,17,031,300600
"Census Tract 3007, Cook County, Illinois",49206,1797,783,1014,1888,91,17,031,300700
"Census Tract 3008, Cook County, Illinois",31161,1246,183,1063,1308,62,17,031,300800
"Census Tract 3009, Cook County, Illinois",34259,1647,821,826,1805,158,17,031,300900
"Census Tract 3011, Cook County, Illinois",44598,777,207,570,856,79,17,031,301100
"Census Tract 3012, Cook County, Illinois",53654,1624,358,1266,1756,132,17,031,301200
"Census Tract 3016, Cook County, Illinois",30158,1493,843,650,1547,54,17,031,301600
"Census Tract 3017.01, Cook County, Illinois",56460,1456,747,709,1506,50,17,031,301701
"Census Tract 3017.02, Cook County, Illinois",69000,1242,494,748,1314,72,17,031,301702
"Census Tract 3018.01, Cook County, Illinois",48944,1209,552,657,1273,64,17,031,301801
"Census Tract 3018.02, Cook County, Illinois",25513,945,351,594,1013,68,17,031,301802
"Census Tract 3018.03, Cook County, Illinois",59213,1179,463,716,1314,135,17,031,301803
"Census Tract 3102, Cook County, Illinois",122422,792,312,480,854,62,17,031,310200
"Census Tract 3103, Cook County, Illinois",75605,794,263,531,865,71,17,031,310300
"Census Tract 3104, Cook County, Illinois",80786,679,313,366,758,79,17,031,310400
"Census Tract 3105, Cook County, Illinois",52344,683,153,530,726,43,17,031,310500
"Census Tract 3106, Cook County, Illinois",75604,2523,664,1859,2724,201,17,031,310600
"Census Tract 3107, Cook County, Illinois",72684,618,117,501,703,85,17,031,310700
"Census Tract 3108, Cook County, Illinois",72059,1756,532,1224,1952,196,17,031,310800
"Census Tract 3109, Cook County, Illinois",76758,1887,740,1147,2181,294,17,031,310900
"Census Tract 3201.01, Cook County, Illinois",129221,5481,2055,3426,6323,842,17,031,320101
"Census Tract 3201.02, Cook County, Illinois",109211,2748,626,2122,2796,48,17,031,320102
"Census Tract 3204, Cook County, Illinois",137917,844,530,314,1097,253,17,031,320400
"Census Tract 3206, Cook County, Illinois",117847,3752,1334,2418,4154,402,17,031,320600
"Census Tract 3301.01, Cook County, Illinois",181013,2709,1977,732,2981,272,17,031,330101
"Census Tract 3301.02, Cook County, Illinois",110464,6366,2332,4034,6869,503,17,031,330102
"Census Tract 3301.03, Cook County, Illinois",122957,4902,2413,2489,4932,30,17,031,330103
"Census Tract 3302, Cook County, Illinois",140556,1784,1189,595,1979,195,17,031,330200
"Census Tract 3403, Cook County, Illinois",50543,716,303,413,761,45,17,031,340300
"Census Tract 3404, Cook County, Illinois",41125,700,274,426,734,34,17,031,340400
"Census Tract 3405, Cook County, Illinois",61018,971,361,610,1072,101,17,031,340500
"Census Tract 3406, Cook County, Illinois",20588,494,13,481,512,18,17,031,340600
"Census Tract 3501, Cook County, Illinois",65000,1484,0,1484,1663,179,17,031,350100
"Census Tract 3504, Cook County, Illinois",20938,652,15,637,754,102,17,031,350400
"Census Tract 3510, Cook County, Illinois",61347,2479,220,2259,2559,80,17,031,351000
"Census Tract 3511, Cook County, Illinois",19913,1075,30,1045,1104,29,17,031,351100
"Census Tract 3514, Cook County, Illinois",30542,795,64,731,921,126,17,031,351400
"Census Tract 3515, Cook County, Illinois",65938,382,36,346,407,25,17,031,351500
"Census Tract 3602, Cook County, Illinois",28456,809,54,755,847,38,17,031,360200
"Census Tract 3801, Cook County, Illinois",79734,1049,524,525,1225,176,17,031,380100
"Census Tract 3802, Cook County, Illinois",18690,1212,215,997,1253,41,17,031,380200
"Census Tract 3806, Cook County, Illinois",35804,2087,555,1532,2133,46,17,031,380600
"Census Tract 3812, Cook County, Illinois",53750,1096,348,748,1242,146,17,031,381200
"Census Tract 3814, Cook County, Illinois",44399,732,161,571,876,144,17,031,381400
"Census Tract 3815, Cook County, Illinois",25019,421,75,346,421,0,17,031,381500
"Census Tract 3817, Cook County, Illinois",-666666666,0,0,0,0,0,17,031,381700
"Census Tract 3818, Cook County, Illinois",49671,773,203,570,895,122,17,031,381800
"Census Tract 3819, Cook County, Illinois",65506,521,322,199,617,96,17,031,381900
"Census Tract 3901, Cook County, Illinois",-666666666,798,385,413,813,15,17,031,390100
"Census Tract 3902, Cook County, Illinois",109868,908,592,316,994,86,17,031,390200
"Census Tract 3903, Cook County, Illinois",35266,1540,220,1320,1790,250,17,031,390300
"Census Tract 3904, Cook County, Illinois",31833,1482,382,1100,1707,225,17,031,390400
"Census Tract 3905, Cook County, Illinois",62188,866,251,615,900,34,17,031,390500
"Census Tract 3906, Cook County, Illinois",94115,877,345,532,965,88,17,031,390600
"Census Tract 3907, Cook County, Illinois",67610,3474,1536,1938,3944,470,17,031,390700
"Census Tract 4003, Cook County, Illinois",71288,602,146,456,743,141,17,031,400300
"Census Tract 4004, Cook County, Illinois",40029,896,132,764,1029,133,17,031,400400
"Census Tract 4005, Cook County, Illinois",24659,1204,161,1043,1292,88,17,031,400500
"Census Tract 4008, Cook County, Illinois",22648,1328,22,1306,1490,162,17,031,400800
"Census Tract 4101, Cook County, Illinois",58667,1428,232,1196,1694,266,17,031,410100
"Census Tract 4102, Cook County, Illinois",62591,725,146,579,765,40,17,031,410200
"Census Tract 4105, Cook County, Illinois",73041,1692,571,1121,1739,47,17,031,410500
"Census Tract 4106, Cook County, Illinois",48071,1158,331,827,1282,124,17,031,410600
"Census Tract 4107, Cook County, Illinois",57000,1236,389,847,1330,94,17,031,410700
"Census Tract 4108, Cook County, Illinois",63091,1646,516,1130,1814,168,17,031,410800
"Census Tract 4109, Cook County, Illinois",75562,1958,754,1204,2012,54,17,031,410900
"Census Tract 4110, Cook County, Illinois",69014,2454,969,1485,2734,280,17,031,411000
"Census Tract 4111, Cook County, Illinois",123611,976,483,493,1047,71,17,031,411100
"Census Tract 4112, Cook County, Illinois",93958,799,449,350,895,96,17,031,411200
"Census Tract 4201, Cook County, Illinois",22215,823,35,788,881,58,17,031,420100
"Census Tract 4202, Cook County, Illinois",39688,689,112,577,772,83,17,031,420200
"Census Tract 4203, Cook County, Illinois",42881,663,148,515,779,116,17,031,420300
"Census Tract 4204, Cook County, Illinois",38605,720,88,632,827,107,17,031,420400
"Census Tract 4205, Cook County, Illinois",22432,1015,217,798,1342,327,17,031,420500
"Census Tract 4206, Cook County, Illinois",43063,989,104,885,1226,237,17,031,420600
"Census Tract 4207, Cook County, Illinois",28605,1168,362,806,1764,596,17,031,420700
"Census Tract 4208, Cook County, Illinois",56357,1016,183,833,1267,251,17,031,420800
"Census Tract 4212, Cook County, Illinois",45972,699,170,529,944,245,17,031,421200
"Census Tract 4301.01, Cook County, Illinois",37917,1878,308,1570,2094,216,17,031,430101
"Census Tract 4301.02, Cook County, Illinois",49672,2369,521,1848,2558,189,17,031,430102
"Census Tract 4302, Cook County, Illinois",34072,2719,549,2170,2892,173,17,031,430200
"Census Tract 4303, Cook County, Illinois",53807,1039,210,829,1289,250,17,031,430300
"Census Tract 4304, Cook County, Illinois",38034,1322,462,860,1696,374,17,031,430400
"Census Tract 4305, Cook County, Illinois",36310,2059,251,1808,2404,345,17,031,430500
"Census Tract 4306, Cook County, Illinois",42487,807,227,580,894,87,17,031,430600
"Census Tract 4307, Cook County, Illinois",37983,1320,232,1088,1492,172,17,031,430700
"Census Tract 4308, Cook County, Illinois",47625,803,428,375,873,70,17,031,430800
"Census Tract 4309, Cook County, Illinois",31357,854,356,498,982,128,17,031,430900
"Census Tract 4312, Cook County, Illinois",60110,1281,892,389,1407,126,17,031,431200
"Census Tract 4313.01, Cook County, Illinois",36496,1451,135,1316,2014,563,17,031,431301
"Census Tract 4313.02, Cook County, Illinois",31981,1725,123,1602,2254,529,17,031,431302
"Census Tract 4314, Cook County, Illinois",38438,3288,632,2656,4083,795,17,031,431400
"Census Tract 4401.01, Cook County, Illinois",28326,2463,67,2396,2817,354,17,031,440101
"Census Tract 4401.02, Cook County, Illinois",36650,1973,448,1525,2213,240,17,031,440102
"Census Tract 4402.01, Cook County, Illinois",38257,2351,617,1734,2873,522,17,031,440201
"Census Tract 4402.02, Cook County, Illinois",35079,1618,537,1081,1905,287,17,031,440202
"Census Tract 4403, Cook County, Illinois",55476,2150,1404,746,2367,217,17,031,440300
"Census Tract 4406, Cook County, Illinois",56989,703,526,177,802,99,17,031,440600
"Census Tract 4407, Cook County, Illinois",91031,557,393,164,706,149,17,031,440700
"Census Tract 4408, Cook County, Illinois",23750,708,188,520,850,142,17,031,440800
"Census Tract 4409, Cook County, Illinois",43359,1017,630,387,1284,267,17,031,440900
"Census Tract 4503, Cook County, Illinois",46207,1490,899,591,1725,235,17,031,450300
"Census Tract 4601, Cook County, Illinois",48207,977,363,614,1473,496,17,031,460100
"Census Tract 4602, Cook County, Illinois",29246,925,362,563,1231,306,17,031,460200
"Census Tract 4603.01, Cook County, Illinois",41296,1258,722,536,1459,201,17,031,460301
"Census Tract 4603.02, Cook County, Illinois",44306,1286,598,688,1692,406,17,031,460302
"Census Tract 4604, Cook County, Illinois",70472,1333,697,636,1649,316,17,031,460400
"Census Tract 4605, Cook County, Illinois",54850,2739,1523,1216,3057,318,17,031,460500
"Census Tract 4608, Cook County, Illinois",33048,1370,205,1165,1675,305,17,031,460800
"Census Tract 4610, Cook County, Illinois",14311,741,70,671,905,164,17,031,461000
"Census Tract 4701, Cook County, Illinois",46614,932,522,410,1158,226,17,031,470100
"Census Tract 4801, Cook County, Illinois",71719,915,666,249,928,13,17,031,480100
"Census Tract 4802, Cook County, Illinois",49667,600,247,353,700,100,17,031,480200
"Census Tract 4803, Cook County, Illinois",54268,488,277,211,557,69,17,031,480300
"Census Tract 4804, Cook County, Illinois",78064,2357,1939,418,2536,179,17,031,480400
"Census Tract 4805, Cook County, Illinois",59484,1161,766,395,1333,172,17,031,480500
"Census Tract 4902, Cook County, Illinois",65268,1391,929,462,1562,171,17,031,490200
"Census Tract 4905, Cook County, Illinois",78319,727,537,190,821,94,17,031,490500
"Census Tract 4906, Cook County, Illinois",66927,521,376,145,605,84,17,031,490600
"Census Tract 4907, Cook County, Illinois",42083,866,696,170,1003,137,17,031,490700
"Census Tract 4908, Cook County, Illinois",47212,1202,732,470,1485,283,17,031,490800
"Census Tract 4909.01, Cook County, Illinois",32284,1227,418,809,1640,413,17,031,490901
"Census Tract 4909.02, Cook County, Illinois",69471,1845,1149,696,2129,284,17,031,490902
"Census Tract 4910, Cook County, Illinois",33065,1185,542,643,1677,492,17,031,491000
"Census Tract 4911, Cook County, Illinois",77045,1356,1018,338,1503,147,17,031,491100
"Census Tract 4912, Cook County, Illinois",60417,620,456,164,798,178,17,031,491200
"Census Tract 4913, Cook County, Illinois",39615,652,318,334,900,248,17,031,491300
"Census Tract 4914, Cook County, Illinois",38491,1075,211,864,1563,488,17,031,491400
"Census Tract 5001, Cook County, Illinois",67708,1497,765,732,1750,253,17,031,500100
"Census Tract 5002, Cook County, Illinois",40720,798,313,485,985,187,17,031,500200
"Census Tract 5003, Cook County, Illinois",51336,925,504,421,1014,89,17,031,500300
"Census Tract 5101, Cook County, Illinois",71276,1259,752,507,1480,221,17,031,510100
"Census Tract 5102, Cook County, Illinois",48917,1217,779,438,1372,155,17,031,510200
"Census Tract 5103, Cook County, Illinois",30875,1939,817,1122,2156,217,17,031,510300
"Census Tract 5201, Cook County, Illinois",58713,495,244,251,630,135,17,031,520100
"Census Tract 5202, Cook County, Illinois",46803,1113,527,586,1324,211,17,031,520200
"Census Tract 5203, Cook County, Illinois",54175,2017,1319,698,2189,172,17,031,520300
"Census Tract 5204, Cook County, Illinois",49494,1434,1101,333,1528,94,17,031,520400
"Census Tract 5205, Cook County, Illinois",84563,1545,1164,381,1555,10,17,031,520500
"Census Tract 5206, Cook County, Illinois",70750,805,666,139,845,40,17,031,520600
"Census Tract 5301, Cook County, Illinois",29747,825,300,525,1041,216,17,031,530100
"Census Tract 5302, Cook County, Illinois",39579,1421,634,787,1928,507,17,031,530200
"Census Tract 5303, Cook County, Illinois",56924,1590,925,665,1695,105,17,031,530300
"Census Tract 5304, Cook County, Illinois",83836,815,643,172,846,31,17,031,530400
"Census Tract 5305.01, Cook County, Illinois",41000,1812,924,888,2427,615,17,031,530501
"Census Tract 5305.02, Cook County, Illinois",75986,575,530,45,629,54,17,031,530502
"Census Tract 5305.03, Cook County, Illinois",50405,1482,1147,335,1659,177,17,031,530503
"Census Tract 5306, Cook County, Illinois",41678,948,447,501,1280,332,17,031,530600
"Census Tract 5401.01, Cook County, Illinois",16176,1566,104,1462,1743,177,17,031,540101
"Census Tract 5401.02, Cook County, Illinois",24583,1285,188,1097,1385,100,17,031,540102
"Census Tract 5501, Cook County, Illinois",52174,2698,1472,1226,3192,494,17,031,550100
"Census Tract 5502, Cook County, Illinois",72232,972,869,103,1105,133,17,031,550200
"Census Tract 5601, Cook County, Illinois",69491,315,257,58,331,16,17,031,560100
"Census Tract 5602, Cook County, Illinois",73125,519,460,59,547,28,17,031,560200
"Census Tract 5603, Cook County, Illinois",61979,1077,950,127,1077,0,17,031,560300
"Census Tract 5604, Cook County, Illinois",74554,475,447,28,475,0,17,031,560400
"Census Tract 5607, Cook County, Illinois",80573,1319,833,486,1340,21,17,031,560700
"Census Tract 5608, Cook County, Illinois",105886,1947,1559,388,1993,46,17,031,560800
"Census Tract 5609, Cook County, Illinois",106487,1879,1734,145,1961,82,17,031,560900
"Census Tract 5610, Cook County, Illinois",85741,2294,2019,275,2367,73,17,031,561000
"Census Tract 5611, Cook County, Illinois",107857,2184,2074,110,2321,137,17,031,561100
"Census Tract 5701, Cook County, Illinois",73462,442,324,118,463,21,17,031,570100
"Census Tract 5702, Cook County, Illinois",-666666666,829,494,335,844,15,17,031,570200
"Census Tract 5703, Cook County, Illinois",60139,1901,1417,484,2040,139,17,031,570300
"Census Tract 5704, Cook County, Illinois",72263,635,284,351,650,15,17,031,570400
"Census Tract 5705, Cook County, Illinois",74899,803,522,281,848,45,17,031,570500
"Census Tract 5801, Cook County, Illinois",49323,911,539,372,1038,127,17,031,580100
"Census Tract 5802, Cook County, Illinois",36010,916,425,491,1036,120,17,031,580200
"Census Tract 5803, Cook County, Illinois",83029,777,608,169,810,33,17,031,580300
"Census Tract 5804, Cook County, Illinois",56190,1502,731,771,1591,89,17,031,580400
"Census Tract 5805.01, Cook County, Illinois",52757,1627,536,1091,1781,154,17,031,580501
"Census Tract 5805.02, Cook County, Illinois",59803,1454,715,739,1555,101,17,031,580502
"Census Tract 5806, Cook County, Illinois",67297,1675,1145,530,1797,122,17,031,580600
"Census Tract 5807, Cook County, Illinois",59399,1649,753,896,1820,171,17,031,580700
"Census Tract 5808, Cook County, Illinois",67679,606,306,300,621,15,17,031,580800
"Census Tract 5905, Cook County, Illinois",72383,775,442,333,827,52,17,031,590500
"Census Tract 5906, Cook County, Illinois",78137,1451,862,589,1484,33,17,031,590600
"Census Tract 5907, Cook County, Illinois",77344,993,725,268,1148,155,17,031,590700
"Census Tract 6004, Cook County, Illinois",63497,1595,748,847,1718,123,17,031,600400
"Census Tract 6006, Cook County, Illinois",72210,1113,745,368,1265,152,17,031,600600
"Census Tract 6007, Cook County, Illinois",68237,1215,617,598,1324,109,17,031,600700
"Census Tract 6009, Cook County, Illinois",62049,1542,573,969,1594,52,17,031,600900
"Census Tract 6103, Cook County, Illinois",49901,2095,763,1332,2327,232,17,031,610300
"Census Tract 6104, Cook County, Illinois",35938,604,181,423,668,64,17,031,610400
"Census Tract 6108, Cook County, Illinois",125250,608,438,170,648,40,17,031,610800
"Census Tract 6112, Cook County, Illinois",41480,741,300,441,865,124,17,031,611200
"Census Tract 6113, Cook County, Illinois",48351,1124,215,909,1231,107,17,031,611300
"Census Tract 6114, Cook County, Illinois",32056,1034,367,667,1190,156,17,031,611400
"Census Tract 6115, Cook County, Illinois",42353,1036,393,643,1119,83,17,031,611500
"Census Tract 6116, Cook County, Illinois",52692,514,223,291,570,56,17,031,611600
"Census Tract 6117, Cook County, Illinois",-666666666,800,220,580,895,95,17,031,611700
"Census Tract 6118, Cook County, Illinois",50250,507,230,277,718,211,17,031,611800
"Census Tract 6119, Cook County, Illinois",39375,565,189,376,717,152,17,031,611900
"Census Tract 6120, Cook County, Illinois",57396,502,125,377,622,120,17,031,612000
"Census Tract 6121, Cook County, Illinois",25000,350,109,241,474,124,17,031,612100
"Census Tract 6122, Cook County, Illinois",46227,1155,480,675,1344,189,17,031,612200
"Census Tract 6201, Cook County, Illinois",85256,1238,997,241,1238,0,17,031,620100
"Census Tract 6202, Cook County, Illinois",64107,759,478,281,790,31,17,031,620200
"Census Tract 6203, Cook County, Illinois",71319,2300,1631,669,2375,75,17,031,620300
"Census Tract 6204, Cook County, Illinois",62000,1314,834,480,1385,71,17,031,620400
"Census Tract 6303, Cook County, Illinois",64871,1474,850,624,1570,96,17,031,630300
"Census Tract 6304, Cook County, Illinois",58147,1793,1031,762,1862,69,17,031,630400
"Census Tract 6305, Cook County, Illinois",53235,1646,851,795,1823,177,17,031,630500
"Census Tract 6306, Cook County, Illinois",48398,855,427,428,924,69,17,031,630600
"Census Tract 6308, Cook County, Illinois",72582,1823,1221,602,1927,104,17,031,630800
"Census Tract 6309, Cook County, Illinois",49922,1512,620,892,1544,32,17,031,630900
"Census Tract 6401, Cook County, Illinois",67585,493,298,195,510,17,17,031,640100
"Census Tract 6403, Cook County, Illinois",86900,2324,1761,563,2466,142,17,031,640300
"Census Tract 6404, Cook County, Illinois",93488,1214,1110,104,1260,46,17,031,640400
"Census Tract 6405, Cook County, Illinois",76250,1632,1238,394,1675,43,17,031,640500
"Census Tract 6406, Cook County, Illinois",74773,1806,1195,611,1864,58,17,031,640600
"Census Tract 6407, Cook County, Illinois",78533,1063,809,254,1109,46,17,031,640700
"Census Tract 6408, Cook County, Illinois",40556,594,389,205,594,0,17,031,640800
"Census Tract 6501, Cook County, Illinois",65852,1413,972,441,1494,81,17,031,650100
"Census Tract 6502, Cook County, Illinois",93041,2172,1634,538,2221,49,17,031,650200
"Census Tract 6503.01, Cook County, Illinois",53750,1641,1306,335,1682,41,17,031,650301
"Census Tract 6503.02, Cook County, Illinois",65833,1278,1018,260,1278,0,17,031,650302
"Census Tract 6504, Cook County, Illinois",82758,1651,1443,208,1703,52,17,031,650400
"Census Tract 6505, Cook County, Illinois",64432,1547,1332,215,1622,75,17,031,650500
"Census Tract 6603.01, Cook County, Illinois",28846,642,164,478,705,63,17,031,660301
"Census Tract 6603.02, Cook County, Illinois",49101,1454,572,882,1605,151,17,031,660302
"Census Tract 6604, Cook County, Illinois",50710,1521,751,770,1685,164,17,031,660400
"Census Tract 6605, Cook County, Illinois",66944,1524,853,671,1577,53,17,031,660500
"Census Tract 6606, Cook County, Illinois",39913,2087,628,1459,2330,243,17,031,660600
"Census Tract 6607, Cook County, Illinois",32864,610,363,247,705,95,17,031,660700
"Census Tract 6608, Cook County, Illinois",43569,2211,805,1406,2449,238,17,031,660800
"Census Tract 6609, Cook County, Illinois",45572,1627,783,844,1939,312,17,031,660900
"Census Tract 6610, Cook County, Illinois",49652,2067,1439,628,2244,177,17,031,661000
"Census Tract 6611, Cook County, Illinois",69196,1992,1717,275,1999,7,17,031,661100
"Census Tract 6701, Cook County, Illinois",36313,451,292,159,623,172,17,031,670100
"Census Tract 6702, Cook County, Illinois",96152,484,85,399,568,84,17,031,670200
"Census Tract 6703, Cook County, Illinois",35038,429,115,314,473,44,17,031,670300
"Census Tract 6704, Cook County, Illinois",33482,633,252,381,725,92,17,031,670400
"Census Tract 6705, Cook County, Illinois",29856,397,136,261,422,25,17,031,670500
"Census Tract 6706, Cook County, Illinois",39000,380,313,67,525,145,17,031,670600
"Census Tract 6707, Cook County, Illinois",29541,296,149,147,492,196,17,031,670700
"Census Tract 6708, Cook County, Illinois",43145,422,184,238,575,153,17,031,670800
"Census Tract 6709, Cook County, Illinois",30542,521,302,219,675,154,17,031,670900
"Census Tract 6711, Cook County, Illinois",15735,412,146,266,492,80,17,031,671100
"Census Tract 6712, Cook County, Illinois",42143,240,122,118,353,113,17,031,671200
"Census Tract 6713, Cook County, Illinois",29563,694,400,294,816,122,17,031,671300
"Census Tract 6714, Cook County, Illinois",29469,566,392,174,630,64,17,031,671400
"Census Tract 6715, Cook County, Illinois",43203,885,379,506,1105,220,17,031,671500
"Census Tract 6716, Cook County, Illinois",25849,701,265,436,1009,308,17,031,671600
"Census Tract 6718, Cook County, Illinois",52125,369,185,184,499,130,17,031,671800
"Census Tract 6719, Cook County, Illinois",36337,402,225,177,436,34,17,031,671900
"Census Tract 6720, Cook County, Illinois",45192,1062,746,316,1342,280,17,031,672000
"Census Tract 6805, Cook County, Illinois",42639,565,228,337,638,73,17,031,680500
"Census Tract 6806, Cook County, Illinois",52237,410,82,328,676,266,17,031,680600
"Census Tract 6809, Cook County, Illinois",18333,1840,135,1705,2119,279,17,031,680900
"Census Tract 6810, Cook County, Illinois",27844,1099,317,782,1481,382,17,031,681000
"Census Tract 6811, Cook County, Illinois",36083,878,424,454,1313,435,17,031,681100
"Census Tract 6812, Cook County, Illinois",23250,855,143,712,1198,343,17,031,681200
"Census Tract 6813, Cook County, Illinois",21888,893,177,716,1261,368,17,031,681300
"Census Tract 6814, Cook County, Illinois",51835,653,320,333,1209,556,17,031,681400
"Census Tract 6903, Cook County, Illinois",34978,715,88,627,882,167,17,031,690300
"Census Tract 6904, Cook County, Illinois",46313,1537,518,1019,1902,365,17,031,690400
"Census Tract 6905, Cook County, Illinois",57841,331,186,145,481,150,17,031,690500
"Census Tract 6909, Cook County, Illinois",36927,1815,844,971,2287,472,17,031,690900
"Census Tract 6910, Cook County, Illinois",64361,1205,615,590,1456,251,17,031,691000
"Census Tract 6911, Cook County, Illinois",55170,1191,318,873,1557,366,17,031,691100
"Census Tract 6912, Cook County, Illinois",34444,822,307,515,1177,355,17,031,691200
"Census Tract 6913, Cook County, Illinois",55203,1051,506,545,1102,51,17,031,691300
"Census Tract 6914, Cook County, Illinois",35495,1307,497,810,1672,365,17,031,691400
"Census Tract 6915, Cook County, Illinois",24101,884,197,687,1132,248,17,031,691500
"Census Tract 7001, Cook County, Illinois",79659,1015,924,91,1103,88,17,031,700100
"Census Tract 7002, Cook County, Illinois",74125,1881,1708,173,1881,0,17,031,700200
"Census Tract 7003.01, Cook County, Illinois",84667,1828,1699,129,1866,38,17,031,700301
"Census Tract 7003.02, Cook County, Illinois",86000,1804,1563,241,1857,53,17,031,700302
"Census Tract 7004.01, Cook County, Illinois",94313,1907,1570,337,1927,20,17,031,700401
"Census Tract 7004.02, Cook County, Illinois",98152,1178,1154,24,1205,27,17,031,700402
"Census Tract 7005.01, Cook County, Illinois",64739,2443,1852,591,2520,77,17,031,700501
"Census Tract 7005.02, Cook County, Illinois",97624,1127,938,189,1151,24,17,031,700502
"Census Tract 7101, Cook County, Illinois",28287,494,153,341,661,167,17,031,710100
"Census Tract 7102, Cook County, Illinois",30871,1784,569,1215,2120,336,17,031,710200
"Census Tract 7103, Cook County, Illinois",54886,533,219,314,650,117,17,031,710300
"Census Tract 7104, Cook County, Illinois",43986,2160,1222,938,2375,215,17,031,710400
"Census Tract 7105, Cook County, Illinois",44973,1545,614,931,1928,383,17,031,710500
"Census Tract 7106, Cook County, Illinois",42132,939,379,560,1046,107,17,031,710600
"Census Tract 7107, Cook County, Illinois",40938,1339,446,893,1582,243,17,031,710700
"Census Tract 7108, Cook County, Illinois",37580,1822,687,1135,2194,372,17,031,710800
"Census Tract 7109, Cook County, Illinois",48867,765,373,392,887,122,17,031,710900
"Census Tract 7110, Cook County, Illinois",55197,1250,494,756,1458,208,17,031,711000
"Census Tract 7111, Cook County, Illinois",49688,1037,619,418,1067,30,17,031,711100
"Census Tract 7112, Cook County, Illinois",60433,1700,1210,490,1920,220,17,031,711200
"Census Tract 7113, Cook County, Illinois",76524,688,359,329,711,23,17,031,711300
"Census Tract 7114, Cook County, Illinois",59188,878,555,323,965,87,17,031,711400
"Census Tract 7115, Cook County, Illinois",52885,818,647,171,947,129,17,031,711500
"Census Tract 7201, Cook County, Illinois",149180,1111,1063,48,1136,25,17,031,720100
"Census Tract 7202, Cook County, Illinois",121080,1547,1248,299,1690,143,17,031,720200
