NAME,B19013_001E,B25003_001E,B25003_002E,B25003_003E,B25002_001E,B25002_003E,state,county,tract
"Census Tract 8153, Cook County, Illinois",100754,1369,1057,312,1471,102,17,031,815300
"Census Tract 8154, Cook County, Illinois",72526,2447,1254,1193,2525,78,17,031,815400
"Census Tract 8155, Cook County, Illinois",87018,2194,2029,165,2598,404,17,031,815500
"Census Tract 8156, Cook County, Illinois",82063,2100,1480,620,2211,111,17,031,815600
"Census Tract 8157.01, Cook County, Illinois",154696,1453,1358,95,1598,145,17,031,815701
"Census Tract 8157.02, Cook County, Illinois",147993,1977,1536,441,2129,152,17,031,815702
"Census Tract 8158, Cook County, Illinois",128571,672,493,179,743,71,17,031,815800
"Census Tract 8159, Cook County, Illinois",81146,2774,1374,1400,3048,274,17,031,815900
"Census Tract 8160, Cook County, Illinois",91527,1698,856,842,1870,172,17,031,816000
"Census Tract 8161, Cook County, Illinois",62389,2563,1543,1020,2859,296,17,031,816100
"Census Tract 8162, Cook County, Illinois",92943,1803,1279,524,1814,11,17,031,816200
"Census Tract 8163, Cook County, Illinois",64177,1547,1090,457,1610,63,17,031,816300
"Census Tract 8164.01, Cook County, Illinois",71250,1156,434,722,1404,248,17,031,816401
"Census Tract 8164.02, Cook County, Illinois",57785,1381,793,588,1520,139,17,031,816402
"Census Tract 8165, Cook County, Illinois",61396,1416,1061,355,1498,82,17,031,816500
"Census Tract 8166, Cook County, Illinois",71280,1156,609,547,1317,161,17,031,816600
"Census Tract 8167, Cook County, Illinois",66186,985,591,394,1040,55,17,031,816700
"Census Tract 8168, Cook County, Illinois",82469,2115,1677,438,2174,59,17,031,816800
"Census Tract 8169, Cook County, Illinois",92270,1746,1662,84,1845,99,17,031,816900
"Census Tract 8170, Cook County, Illinois",73704,1638,1248,390,1757,119,17,031,817000
"Census Tract 8171.01, Cook County, Illinois",63323,1683,1221,462,1791,108,17,031,817101
"Census Tract 8171.02, Cook County, Illinois",85357,1036,731,305,1082,46,17,031,817102
"Census Tract 8172, Cook County, Illinois",47147,1367,607,760,1697,330,17,031,817200
"Census Tract 8173, Cook County, Illinois",72132,769,448,321,964,195,17,031,817300
"Census Tract 8174, Cook County, Illinois",98214,1008,763,245,1130,122,17,031,817400
"Census Tract 8175, Cook County, Illinois",61371,1276,534,742,1461,185,17,031,817500
"Census Tract 8176, Cook County, Illinois",50582,1247,756,491,1336,89,17,031,817600
"Census Tract 8177, Cook County, Illinois",84688,1666,1326,340,1797,131,17,031,817700
"Census Tract 8179, Cook County, Illinois",63207,2338,1355,983,2395,57,17,031,817900
"Census Tract 8180, Cook County, Illinois",53384,1795,1121,674,1872,77,17,031,818000
"Census Tract 8181, Cook County, Illinois",112308,926,890,36,959,33,17,031,818100
"Census Tract 8182, Cook County, Illinois",110391,1907,1635,272,1947,40,17,031,818200
"Census Tract 8183, Cook County, Illinois",69583,2101,1595,506,2148,47,17,031,818300
"Census Tract 8184.01, Cook County, Illinois",80841,1357,1123,234,1383,26,17,031,818401
"Census Tract 8184.02, Cook County, Illinois",96092,1593,1194,399,1633,40,17,031,818402
"Census Tract 8185, Cook County, Illinois",104424,2391,2266,125,2570,179,17,031,818500
"Census Tract 8186, Cook County, Illinois",98125,1891,1338,553,2025,134,17,031,818600
"Census Tract 8187, Cook County, Illinois",122985,1531,1335,196,1531,0,17,031,818700
"Census Tract 8188, Cook County, Illinois",117321,2132,1939,193,2241,109,17,031,818800
"Census Tract 8189, Cook County, Illinois",110000,1858,1291,567,1955,97,17,031,818900
"Census Tract 8190, Cook County, Illinois",185721,1463,1270,193,1632,169,17,031,819000
"Census Tract 8191, Cook County, Illinois",45531,2044,1157,887,2183,139,17,031,819100
"Census Tract 8192, Cook County, Illinois",83905,2197,1626,571,2401,204,17,031,819200
"Census Tract 8193, Cook County, Illinois",95759,1039,857,182,1117,78,17,031,819300
"Census Tract 8194, Cook County, Illinois",75425,2274,1454,820,2378,104,17,031,819400
"Census Tract 8195, Cook County, Illinois",91382,1477,886,591,1691,214,17,031,819500
"Census Tract 8196, Cook County, Illinois",207179,1397,1262,135,1397,0,17,031,819600
"Census Tract 8197, Cook County, Illinois",210819,1823,1727,96,1907,84,17,031,819700
"Census Tract 8198.01, Cook County, Illinois",225650,1625,1464,161,1654,29,17,031,819801
"Census Tract 8198.02, Cook County, Illinois",196125,912,882,30,930,18,17,031,819802
"Census Tract 8199, Cook County, Illinois",235402,1035,1028,7,1035,0,17,031,819900
"Census Tract 8200, Cook County, Illinois",250001,666,620,46,715,49,17,031,820000
"Census Tract 8201.01, Cook County, Illinois",139018,3263,3069,194,3351,88,17,031,820101
"Census Tract 8201.03, Cook County, Illinois",89834,1691,1153,538,1734,43,17,031,820103
"Census Tract 8201.04, Cook County, Illinois",85703,1781,1284,497,1860,79,17,031,820104
"Census Tract 8202.02, Cook County, Illinois",75918,1323,1086,237,1540,217,17,031,820202
"Census Tract 8202.03, Cook County, Illinois",124769,1341,1326,15,1341,0,17,031,820203
"Census Tract 8202.04, Cook County, Illinois",105871,2347,2052,295,2476,129,17,031,820204
"Census Tract 8203, Cook County, Illinois",69306,1775,1089,686,1914,139,17,031,820300
"Census Tract 8204, Cook County, Illinois",56250,1842,1140,702,2020,178,17,031,820400
"Census Tract 8205.01, Cook County, Illinois",70105,1965,1405,560,2178,213,17,031,820501
"Census Tract 8205.02, Cook County, Illinois",63909,2156,1454,702,2287,131,17,031,820502
"Census Tract 8206.03, Cook County, Illinois",64699,1980,1550,430,2088,108,17,031,820603
"Census Tract 8206.04, Cook County, Illinois",51029,1374,595,779,1478,104,17,031,820604
"Census Tract 8206.05, Cook County, Illinois",63009,2007,438,1569,2245,238,17,031,820605
"Census Tract 8206.06, Cook County, Illinois",96875,1724,1294,430,1802,78,17,031,820606
"Census Tract 8207, Cook County, Illinois",67307,2625,2179,446,2822,197,17,031,820700
"Census Tract 8208, Cook County, Illinois",85036,1047,899,148,1118,71,17,031,820800
"Census Tract 8209.01, Cook County, Illinois",73245,1749,1265,484,1882,133,17,031,820901
"Census Tract 8209.02, Cook County, Illinois",107750,1809,1616,193,1876,67,17,031,820902
"Census Tract 8210.01, Cook County, Illinois",62069,1721,1051,670,1761,40,17,031,821001
"Census Tract 8210.02, Cook County, Illinois",72418,1863,1574,289,1936,73,17,031,821002
"Census Tract 8211.01, Cook County, Illinois",84034,1473,1212,261,1482,9,17,031,821101
"Census Tract 8211.02, Cook County, Illinois",85822,1547,1326,221,1593,46,17,031,821102
"Census Tract 8212, Cook County, Illinois",38163,2383,1198,1185,2641,258,17,031,821200
"Census Tract 8213, Cook County, Illinois",57937,2430,875,1555,2655,225,17,031,821300
"Census Tract 8214.01, Cook County, Illinois",51707,967,563,404,1204,237,17,031,821401
"Census Tract 8214.02, Cook County, Illinois",74375,1228,702,526,1373,145,17,031,821402
"Census Tract 8215, Cook County, Illinois",36705,540,133,407,846,306,17,031,821500
"Census Tract 8216, Cook County, Illinois",83088,1769,1431,338,1910,141,17,031,821600
"Census Tract 8217, Cook County, Illinois",99679,1773,1459,314,1825,52,17,031,821700
"Census Tract 8218, Cook County, Illinois",95455,2004,1610,394,2150,146,17,031,821800
"Census Tract 8219, Cook County, Illinois",101071,1782,1609,173,1822,40,17,031,821900
"Census Tract 8220, Cook County, Illinois",59265,1916,1393,523,1916,0,17,031,822000
"Census Tract 8221.01, Cook County, Illinois",81942,1546,1292,254,1711,165,17,031,822101
"Census Tract 8221.02, Cook County, Illinois",72375,1917,1607,310,2113,196,17,031,822102
"Census Tract 8222, Cook County, Illinois",90517,1318,1155,163,1359,41,17,031,822200
"Census Tract 8223.01, Cook County, Illinois",103247,1190,1120,70,1236,46,17,031,822301
"Census Tract 8223.02, Cook County, Illinois",84554,1653,1374,279,1717,64,17,031,822302
"Census Tract 8224, Cook County, Illinois",67692,1994,1565,429,2390,396,17,031,822400
"Census Tract 8225, Cook County, Illinois",104375,1685,1389,296,1715,30,17,031,822500
"Census Tract 8226.01, Cook County, Illinois",103411,1549,1478,71,1606,57,17,031,822601
"Census Tract 8226.02, Cook County, Illinois",73194,3205,2335,870,3253,48,17,031,822602
"Census Tract 8227.01, Cook County, Illinois",76875,1910,1431,479,2087,177,17,031,822701
"Census Tract 8227.02, Cook County, Illinois",72104,1495,1099,396,1645,150,17,031,822702
"Census Tract 8228.01, Cook County, Illinois",97500,1428,1190,238,1510,82,17,031,822801
"Census Tract 8228.02, Cook County, Illinois",111648,1291,1206,85,1391,100,17,031,822802
"Census Tract 8229, Cook County, Illinois",76419,770,585,185,823,53,17,031,822900
"Census Tract 8230.01, Cook County, Illinois",67019,2683,1316,1367,2912,229,17,031,823001
"Census Tract 8230.02, Cook County, Illinois",93125,1959,1219,740,2040,81,17,031,823002
"Census Tract 8231.01, Cook County, Illinois",55637,1649,1175,474,1811,162,17,031,823101
"Census Tract 8231.02, Cook County, Illinois",57500,1518,954,564,1541,23,17,031,823102
"Census Tract 8232, Cook County, Illinois",85054,1811,1614,197,1956,145,17,031,823200
"Census Tract 8233.02, Cook County, Illinois",55850,2598,1491,1107,2731,133,17,031,823302
"Census Tract 8233.03, Cook County, Illinois",69020,1705,1189,516,1733,28,17,031,823303
"Census Tract 8233.04, Cook County, Illinois",51040,2570,1591,979,2679,109,17,031,823304
"Census Tract 8234, Cook County, Illinois",61725,1807,1166,641,1902,95,17,031,823400
"Census Tract 8235, Cook County, Illinois",77304,1448,831,617,1525,77,17,031,823500
"Census Tract 8236.02, Cook County, Illinois",81196,2738,2251,487,2942,204,17,031,823602
"Census Tract 8236.03, Cook County, Illinois",84323,502,325,177,604,102,17,031,823603
"Census Tract 8236.04, Cook County, Illinois",114886,1233,1211,22,1285,52,17,031,823604
"Census Tract 8236.05, Cook County, Illinois",97882,1511,1243,268,1597,86,17,031,823605
"Census Tract 8237.02, Cook County, Illinois",77500,2644,1376,1268,2907,263,17,031,823702
"Census Tract 8237.03, Cook County, Illinois",68274,3222,2114,1108,3463,241,17,031,823703
"Census Tract 8237.04, Cook County, Illinois",106705,1506,1419,87,1506,0,17,031,823704
"Census Tract 8237.05, Cook County, Illinois",80339,1717,1196,521,1745,28,17,031,823705
"Census Tract 8238.01, Cook County, Illinois",121063,2143,1814,329,2548,405,17,031,823801
"Census Tract 8238.03, Cook County, Illinois",93951,2608,2430,178,2811,203,17,031,823803
"Census Tract 8238.05, Cook County, Illinois",70938,1404,1317,87,1496,92,17,031,823805
"Census Tract 8238.06, Cook County, Illinois",63843,1791,1189,602,1812,21,17,031,823806
"Census Tract 8239.01, Cook County, Illinois",118778,1646,1612,34,1744,98,17,031,823901
"Census Tract 8239.03, Cook County, Illinois",133654,1704,1631,73,1771,67,17,031,823903
"Census Tract 8239.04, Cook County, Illinois",105500,1650,1525,125,1729,79,17,031,823904
"Census Tract 8240.03, Cook County, Illinois",110645,2119,1888,231,2119,0,17,031,824003
"Census Tract 8240.04, Cook County, Illinois",104842,1978,1339,639,2202,224,17,031,824004
"Census Tract 8240.05, Cook County, Illinois",146206,2017,1864,153,2017,0,17,031,824005
"Census Tract 8240.06, Cook County, Illinois",151643,1954,1891,63,1995,41,17,031,824006
"Census Tract 8241.05, Cook County, Illinois",107027,2880,2530,350,3056,176,17,031,824105
"Census Tract 8241.06, Cook County, Illinois",99211,2466,2192,274,2592,126,17,031,824106
"Census Tract 8241.07, Cook County, Illinois",90781,2754,2468,286,2901,147,17,031,824107
"Census Tract 8241.13, Cook County, Illinois",123026,2374,2285,89,2443,69,17,031,824113
"Census Tract 8241.14, Cook County, Illinois",138870,1943,1898,45,1986,43,17,031,824114
"Census Tract 8241.15, Cook County, Illinois",76071,1556,1314,242,1651,95,17,031,824115
"Census Tract 8241.16, Cook County, Illinois",81232,2276,1208,1068,2462,186,17,031,824116
"Census Tract 8241.19, Cook County, Illinois",109137,2247,2100,147,2352,105,17,031,824119
"Census Tract 8241.21, Cook County, Illinois",93277,1309,1196,113,1373,64,17,031,824121
"Census Tract 8241.22, Cook County, Illinois",144738,2302,2240,62,2350,48,17,031,824122
"Census Tract 8241.23, Cook County, Illinois",96599,2847,2451,396,2972,125,17,031,824123
"Census Tract 8241.24, Cook County, Illinois",79688,1257,762,495,1313,56,17,031,824124
"Census Tract 8241.25, Cook County, Illinois",123277,1473,1372,101,1473,0,17,031,824125
"Census Tract 8241.26, Cook County, Illinois",173056,1992,1992,0,1992,0,17,031,824126
"Census Tract 8241.27, Cook County, Illinois",117574,1427,1416,11,1481,54,17,031,824127
"Census Tract 8241.28, Cook County, Illinois",94667,1717,1613,104,1804,87,17,031,824128
"Census Tract 8241.29, Cook County, Illinois",107774,1679,1595,84,1785,106,17,031,824129
"Census Tract 8243, Cook County, Illinois",37202,1550,1007,543,1882,332,17,031,824300
"Census Tract 8244, Cook County, Illinois",50357,748,470,278,852,104,17,031,824400
"Census Tract 8245.03, Cook County, Illinois",85294,2952,2474,478,3006,54,17,031,824503
"Census Tract 8245.05, Cook County, Illinois",74205,2417,1906,511,2515,98,17,031,824505
"Census Tract 8245.07, Cook County, Illinois",84504,1687,1287,400,1818,131,17,031,824507
"Census Tract 8245.08, Cook County, Illinois",70703,1626,1247,379,1759,133,17,031,824508
"Census Tract 8245.09, Cook County, Illinois",119799,1492,1384,108,1573,81,17,031,824509
"Census Tract 8246.01, Cook County, Illinois",89036,1710,1608,102,1742,32,17,031,824601
"Census Tract 8246.02, Cook County, Illinois",79637,2565,1914,651,2580,15,17,031,824602
"Census Tract 8247.01, Cook County, Illinois",48869,1458,873,585,1588,130,17,031,824701
"Census Tract 8247.02, Cook County, Illinois",61549,2445,1947,498,2526,81,17,031,824702
"Census Tract 8248, Cook County, Illinois",71313,2065,1423,642,2189,124,17,031,824800
"Census Tract 8249, Cook County, Illinois",70000,1092,936,156,1183,91,17,031,824900
"Census Tract 8250, Cook County, Illinois",80875,1891,1107,784,1942,51,17,031,825000
"Census Tract 8252, Cook County, Illinois",75170,721,645,76,721,0,17,031,825200
"Census Tract 8253.02, Cook County, Illinois",103010,2034,1702,332,2340,306,17,031,825302
"Census Tract 8253.03, Cook County, Illinois",82768,1666,975,691,1709,43,17,031,825303
"Census Tract 8253.04, Cook County, Illinois",94961,1629,1395,234,1629,0,17,031,825304
"Census Tract 8254, Cook County, Illinois",94743,2463,1991,472,2647,184,17,031,825400
"Census Tract 8255.01, Cook County, Illinois",68245,1654,1078,576,1900,246,17,031,825501
"Census Tract 8255.03, Cook County, Illinois",74196,2553,2214,339,2817,264,17,031,825503
"Census Tract 8255.04, Cook County, Illinois",66369,1206,799,407,1321,115,17,031,825504
"Census Tract 8255.05, Cook County, Illinois",76682,1594,1277,317,1715,121,17,031,825505
"Census Tract 8256, Cook County, Illinois",56563,1672,1196,476,1826,154,17,031,825600
"Census Tract 8257, Cook County, Illinois",55708,1476,886,590,1633,157,17,031,825700
"Census Tract 8258.01, Cook County, Illinois",41786,1596,598,998,1831,235,17,031,825801
"Census Tract 8258.02, Cook County, Illinois",67813,2344,1660,684,2497,153,17,031,825802
"Census Tract 8258.03, Cook County, Illinois",65336,2625,1292,1333,2720,95,17,031,825803
"Census Tract 8259, Cook County, Illinois",49241,1017,667,350,1263,246,17,031,825900
"Census Tract 8260, Cook County, Illinois",65104,1035,721,314,1412,377,17,031,826000
"Census Tract 8261, Cook County, Illinois",51296,2161,1007,1154,2748,587,17,031,826100
"Census Tract 8262.01, Cook County, Illinois",42798,2191,1053,1138,2426,235,17,031,826201
"Census Tract 8262.02, Cook County, Illinois",56295,1971,1424,547,2233,262,17,031,826202
"Census Tract 8263.01, Cook County, Illinois",68699,1447,1042,405,1582,135,17,031,826301
"Census Tract 8263.03, Cook County, Illinois",84508,1255,1084,171,1356,101,17,031,826303
"Census Tract 8263.04, Cook County, Illinois",57386,1264,740,524,1458,194,17,031,826304
"Census Tract 8264.01, Cook County, Illinois",46967,1232,954,278,1487,255,17,031,826401
"Census Tract 8264.02, Cook County, Illinois",53407,1893,1360,533,1994,101,17,031,826402
"Census Tract 8265, Cook County, Illinois",58496,2025,1342,683,2439,414,17,031,826500
"Census Tract 8266, Cook County, Illinois",48058,1535,943,592,2052,517,17,031,826600
"Census Tract 8267, Cook County, Illinois",46563,1797,977,820,2327,530,17,031,826700
"Census Tract 8268, Cook County, Illinois",60489,1622,873,749,2002,380,17,031,826800
"Census Tract 8269.01, Cook County, Illinois",19522,679,317,362,911,232,17,031,826901
"Census Tract 8269.02, Cook County, Illinois",41595,401,215,186,595,194,17,031,826902
"Census Tract 8270, Cook County, Illinois",55490,1132,679,453,1485,353,17,031,827000
"Census Tract 8271, Cook County, Illinois",27379,837,318,519,1166,329,17,031,827100
"Census Tract 8272, Cook County, Illinois",57311,1326,895,431,1513,187,17,031,827200
"Census Tract 8273, Cook County, Illinois",27964,917,330,587,1239,322,17,031,827300
"Census Tract 8274, Cook County, Illinois",34492,1142,642,500,1600,458,17,031,827400
"Census Tract 8275, Cook County, Illinois",61165,1457,997,460,1758,301,17,031,827500
"Census Tract 8276, Cook County, Illinois",45064,956,612,344,1194,238,17,031,827600
"Census Tract 8277, Cook County, Illinois",56372,881,370,511,1072,191,17,031,827700
"Census Tract 8278.01, Cook County, Illinois",86956,1707,1463,244,1786,79,17,031,827801
"Census Tract 8278.02, Cook County, Illinois",81563,1036,855,181,1072,36,17,031,827802
"Census Tract 8278.04, Cook County, Illinois",76010,1253,1125,128,1307,54,17,031,827804
"Census Tract 8278.05, Cook County, Illinois",97361,950,823,127,1039,89,17,031,827805
"Census Tract 8279.01, Cook County, Illinois",131974,718,708,10,721,3,17,031,827901
"Census Tract 8279.02, Cook County, Illinois",61862,1578,1034,544,1719,141,17,031,827902
"Census Tract 8280, Cook County, Illinois",67939,2049,1262,787,2250,201,17,031,828000
"Census Tract 8281, Cook County, Illinois",64782,2021,1555,466,2188,167,17,031,828100
"Census Tract 8282.01, Cook County, Illinois",63778,1602,1190,412,1786,184,17,031,828201
"Census Tract 8282.02, Cook County, Illinois",59464,1916,1138,778,1990,74,17,031,828202
"Census Tract 8283, Cook County, Illinois",55069,1320,1162,158,1423,103,17,031,828300
"Census Tract 8284.01, Cook County, Illinois",74349,1273,799,474,1373,100,17,031,828401
"Census Tract 8284.02, Cook County, Illinois",60179,1395,977,418,1569,174,17,031,828402
"Census Tract 8285.03, Cook County, Illinois",44837,1516,772,744,1727,211,17,031,828503
"Census Tract 8285.04, Cook County, Illinois",57175,1511,960,551,1802,291,17,031,828504
"Census Tract 8285.05, Cook County, Illinois",108854,2706,2287,419,2866,160,17,031,828505
"Census Tract 8285.07, Cook County, Illinois",83630,1384,1295,89,1632,248,17,031,828507
"Census Tract 8285.08, Cook County, Illinois",29207,1824,1213,611,2014,190,17,031,828508
"Census Tract 8286.01, Cook County, Illinois",101382,1696,1546,150,1707,11,17,031,828601
"Census Tract 8286.02, Cook County, Illinois",105199,1463,1297,166,1524,61,17,031,828602
"Census Tract 8287.01, Cook County, Illinois",60129,1376,899,477,1509,133,17,031,828701
"Census Tract 8287.02, Cook County, Illinois",85417,1464,1012,452,1732,268,17,031,828702
"Census Tract 8288.01, Cook County, Illinois",117095,1840,1644,196,1911,71,17,031,828801
"Census Tract 8288.02, Cook County, Illinois",71094,1097,910,187,1145,48,17,031,828802
"Census Tract 8289, Cook County, Illinois",58189,1233,623,610,1372,139,17,031,828900
"Census Tract 8290, Cook County, Illinois",-666666666,342,71,271,490,148,17,031,829000
"Census Tract 8291, Cook County, Illinois",38988,1217,550,667,1509,292,17,031,829100
"Census Tract 8292, Cook County, Illinois",57796,1807,1277,530,2228,421,17,031,829200
"Census Tract 8293.01, Cook County, Illinois",88750,1374,1264,110,1535,161,17,031,829301
"Census Tract 8293.02, Cook County, Illinois",51725,1005,386,619,1278,273,17,031,829302
"Census Tract 8294.01, Cook County, Illinois",54875,308,210,98,404,96,17,031,829401
"Census Tract 8294.02, Cook County, Illinois",59461,1434,916,518,1572,138,17,031,829402
"Census Tract 8295, Cook County, Illinois",56250,1598,1038,560,1703,105,17,031,829500
"Census Tract 8296, Cook County, Illinois",67901,1163,844,319,1238,75,17,031,829600
"Census Tract 8297, Cook County, Illinois",53409,1074,730,344,1406,332,17,031,829700
"Census Tract 8298, Cook County, Illinois",141250,2398,2128,270,2652,254,17,031,829800
"Census Tract 8299.02, Cook County, Illinois",91585,2672,2243,429,2731,59,17,031,829902
"Census Tract 8299.03, Cook County, Illinois",85972,1265,967,298,1400,135,17,031,829903
"Census Tract 8299.04, Cook County, Illinois",79411,2187,2017,170,2241,54,17,031,829904
"Census Tract 8300.01, Cook County, Illinois",46250,1166,959,207,1224,58,17,031,830001
"Census Tract 8300.03, Cook County, Illinois",128750,2797,2509,288,2847,50,17,031,830003
"Census Tract 8300.04, Cook County, Illinois",109949,2520,1879,641,2718,198,17,031,830004
"Census Tract 8300.05, Cook County, Illinois",84375,1541,1286,255,1678,137,17,031,830005
"Census Tract 8300.06, Cook County, Illinois",60000,1182,713,469,1260,78,17,031,830006
"Census Tract 8300.07, Cook County, Illinois",57273,1950,881,1069,2035,85,17,031,830007
"Census Tract 8300.08, Cook County, Illinois",113125,1505,1340,165,1537,32,17,031,830008
"Census Tract 8301, Cook County, Illinois",94095,1007,948,59,1043,36,17,031,830100
"Census Tract 8302.01, Cook County, Illinois",51748,2241,574,1667,2385,144,17,031,830201
"Census Tract 8302.02, Cook County, Illinois",90105,1104,979,125,1171,67,17,031,830202
"Census Tract 8303, Cook County, Illinois",41250,2191,976,1215,2353,162,17,031,830300
"Census Tract 8304, Cook County, Illinois",63182,1612,1176,436,1873,261,17,031,830400
"Census Tract 8305, Cook County, Illinois",65795,1132,830,302,1189,57,17,031,830500
"Census Tract 8306, Cook County, Illinois",64261,2168,511,1657,2302,134,17,031,830600
"Census Tract 8307, Cook County, Illinois",67462,2114,602,1512,2339,225,17,031,830700
"Census Tract 8308, Cook County, Illinois",85819,1583,225,1358,1663,80,17,031,830800
"Census Tract 8309, Cook County, Illinois",138092,1313,655,658,1460,147,17,031,830900
"Census Tract 8310, Cook County, Illinois",199886,1115,759,356,1236,121,17,031,831000
"Census Tract 8311, Cook County, Illinois",97640,2815,1253,1562,3086,271,17,031,831100
"Census Tract 8312, Cook County, Illinois",61250,1543,700,843,1702,159,17,031,831200
"Census Tract 8313, Cook County, Illinois",45583,385,122,263,411,26,17,031,831300
"Census Tract 8314, Cook County, Illinois",33516,1171,446,725,1230,59,17,031,831400
"Census Tract 8315, Cook County, Illinois",78682,1325,862,463,1540,215,17,031,831500
"Census Tract 8316, Cook County, Illinois",59535,2576,1246,1330,2774,198,17,031,831600
"Census Tract 8317, Cook County, Illinois",47232,981,523,458,1065,84,17,031,831700
"Census Tract 8318, Cook County, Illinois",84357,2555,1062,1493,2829,274,17,031,831800
"Census Tract 8319, Cook County, Illinois",131567,1435,553,882,1681,246,17,031,831900
"Census Tract 8320, Cook County, Illinois",146944,1004,414,590,1187,183,17,031,832000
"Census Tract 8321, Cook County, Illinois",84875,1898,441,1457,2118,220,17,031,832100
"Census Tract 8322, Cook County, Illinois",152902,1675,681,994,1730,55,17,031,832200
"Census Tract 8323, Cook County, Illinois",131212,1146,397,749,1240,94,17,031,832300
"Census Tract 8324, Cook County, Illinois",128000,1788,907,881,1901,113,17,031,832400
"Census Tract 8325, Cook County, Illinois",148971,1480,730,750,1613,133,17,031,832500
"Census Tract 8326, Cook County, Illinois",211324,1734,1111,623,1909,175,17,031,832600
"Census Tract 8329, Cook County, Illinois",80951,786,292,494,888,102,17,031,832900
"Census Tract 8330, Cook County, Illinois",169489,2969,830,2139,3092,123,17,031,833000
"Census Tract 8331, Cook County, Illinois",168125,5311,3025,2286,5771,460,17,031,833100
"Census Tract 8333, Cook County, Illinois",90806,1288,513,775,1539,251,17,031,833300
"Census Tract 8339, Cook County, Illinois",40694,772,252,520,1044,272,17,031,833900
"Census Tract 8340, Cook County, Illinois",41225,1242,202,1040,1471,229,17,031,834000
"Census Tract 8342, Cook County, Illinois",63523,2216,810,1406,2638,422,17,031,834200
"Census Tract 8343, Cook County, Illinois",52425,2571,1744,827,3064,493,17,031,834300
"Census Tract 8344, Cook County, Illinois",40588,1942,654,1288,2177,235,17,031,834400
"Census Tract 8345, Cook County, Illinois",53958,554,77,477,674,120,17,031,834500
"Census Tract 8346, Cook County, Illinois",24836,819,172,647,1026,207,17,031,834600
"Census Tract 8347, Cook County, Illinois",37000,648,245,403,948,300,17,031,834700
"Census Tract 8348, Cook County, Illinois",21636,710,180,530,1006,296,17,031,834800
"Census Tract 8349, Cook County, Illinois",20086,590,156,434,853,263,17,031,834900
"Census Tract 8350, Cook County, Illinois",41907,1946,815,1131,2028,82,17,031,835000
"Census Tract 8351, Cook County, Illinois",46414,1440,892,548,1558,118,17,031,835100
"Census Tract 8352, Cook County, Illinois",79000,680,389,291,694,14,17,031,835200
"Census Tract 8355, Cook County, Illinois",20669,697,176,521,907,210,17,031,835500
"Census Tract 8356, Cook County, Illinois",14074,311,85,226,480,169,17,031,835600
"Census Tract 8358, Cook County, Illinois",84500,916,436,480,964,48,17,031,835800
"Census Tract 8360, Cook County, Illinois",79485,1151,478,673,1261,110,17,031,836000
"Census Tract 8361, Cook County, Illinois",19645,773,129,644,928,155,17,031,836100
"Census Tract 8362, Cook County, Illinois",-666666666,119,100,19,159,40,17,031,836200
"Census Tract 8363, Cook County, Illinois",50729,703,203,500,768,65,17,031,836300
"Census Tract 8364, Cook County, Illinois",27012,1842,749,1093,1990,148,17,031,836400
"Census Tract 8365, Cook County, Illinois",-666666666,772,87,685,787,15,17,031,836500
"Census Tract 8366, Cook County, Illinois",84667,1074,298,776,1181,107,17,031,836600
"Census Tract 8367, Cook County, Illinois",47439,1042,236,806,1191,149,17,031,836700
"Census Tract 8368, Cook County, Illinois",22642,1050,173,877,1224,174,17,031,836800
"Census Tract 8369, Cook County, Illinois",43333,644,175,469,695,51,17,031,836900
"Census Tract 8370, Cook County, Illinois",43951,938,253,685,1068,130,17,031,837000
"Census Tract 8371, Cook County, Illinois",61351,708,359,349,862,154,17,031,837100
"Census Tract 8373, Cook County, Illinois",22197,938,216,722,1006,68,17,031,837300
"Census Tract 8374, Cook County, Illinois",45234,783,366,417,912,129,17,031,837400
"Census Tract 8378, Cook County, Illinois",34688,1283,199,1084,1354,71,17,031,837800
"Census Tract 8380, Cook County, Illinois",-666666666,1454,272,1182,1572,118,17,031,838000
"Census Tract 8381, Cook County, Illinois",-666666666,1115,246,869,1389,274,17,031,838100
"Census Tract 8382, Cook County, Illinois",105667,374,195,179,427,53,17,031,838200
"Census Tract 8383, Cook County, Illinois",104968,1668,205,1463,1839,171,17,031,838300
"Census Tract 8386, Cook County, Illinois",14701,602,58,544,659,57,17,031,838600
"Census Tract 8387, Cook County, Illinois",24074,1621,420,1201,1981,360,17,031,838700
"Census Tract 8388, Cook County, Illinois",24432,1082,458,624,1298,216,17,031,838800
"Census Tract 8390, Cook County, Illinois",95565,6440,1645,4795,7102,662,17,031,839000
"Census Tract 8391, Cook County, Illinois",139943,4629,1148,3481,5440,811,17,031,839100
"Census Tract 8392, Cook County, Illinois",39133,1514,655,859,1636,122,17,031,839200
"Census Tract 8395, Cook County, Illinois",55625,777,363,414,853,76,17,031,839500
"Census Tract 8396, Cook County, Illinois",68880,978,435,543,1101,123,17,031,839600
"Census Tract 8397, Cook County, Illinois",90149,1943,1032,911,2040,97,17,031,839700
"Census Tract 8398, Cook County, Illinois",79643,1136,351,785,1238,102,17,031,839800
"Census Tract 8399, Cook County, Illinois",89712,2135,1181,954,2247,112,17,031,839900
"Census Tract 8400, Cook County, Illinois",87731,1027,689,338,1121,94,17,031,840000
"Census Tract 8401, Cook County, Illinois",66981,1145,648,497,1246,101,17,031,840100
