NAME,B19013_001E,B25003_002E,B25003_003E,state,county,tract
Census Tract 163.02; Dallas County; Texas,46503,278,263,48,113,016302
Census Tract 164.06; Dallas County; Texas,57338,727,651,48,113,016406
Census Tract 164.07; Dallas County; Texas,70323,939,927,48,113,016407
Census Tract 164.09; Dallas County; Texas,112133,1124,250,48,113,016409
Census Tract 164.10; Dallas County; Texas,94286,1333,407,48,113,016410
Census Tract 164.12; Dallas County; Texas,131250,1538,170,48,113,016412
Census Tract 164.14; Dallas County; Texas,75884,160,744,48,113,016414
Census Tract 164.15; Dallas County; Texas,120962,1229,213,48,113,016415
Census Tract 164.16; Dallas County; Texas,74488,726,257,48,113,016416
Census Tract 164.17; Dallas County; Texas,110307,1308,355,48,113,016417
Census Tract 164.18; Dallas County; Texas,83104,1029,825,48,113,016418
Census Tract 164.19; Dallas County; Texas,88542,1080,292,48,113,016419
Census Tract 164.20; Dallas County; Texas,81024,758,187,48,113,016420
Census Tract 164.21; Dallas County; Texas,60852,698,503,48,113,016421
Census Tract 165.11; Dallas County; Texas,74818,1164,295,48,113,016511
Census Tract 165.13; Dallas County; Texas,149831,1804,164,48,113,016513
Census Tract 165.16; Dallas County; Texas,42500,1149,739,48,113,016516
Census Tract 165.17; Dallas County; Texas,71105,809,698,48,113,016517
Census Tract 165.18; Dallas County; Texas,57987,839,1066,48,113,016518
Census Tract 165.19; Dallas County; Texas,100993,606,127,48,113,016519
Census Tract 165.21; Dallas County; Texas,55483,703,1551,48,113,016521
Census Tract 165.22; Dallas County; Texas,77762,981,1034,48,113,016522
Census Tract 165.24; Dallas County; Texas,112857,885,143,48,113,016524
Census Tract 165.25; Dallas County; Texas,134779,701,127,48,113,016525
Census Tract 165.26; Dallas County; Texas,51305,561,745,48,113,016526
Census Tract 165.27; Dallas County; Texas,121684,1339,131,48,113,016527
Census Tract 165.28; Dallas County; Texas,74523,1185,526,48,113,016528
Census Tract 165.29; Dallas County; Texas,94469,973,202,48,113,016529
Census Tract 165.30; Dallas County; Texas,69821,904,376,48,113,016530
Census Tract 165.31; Dallas County; Texas,79710,529,517,48,113,016531
Census Tract 165.32; Dallas County; Texas,67300,603,93,48,113,016532
Census Tract 165.33; Dallas County; Texas,97705,490,565,48,113,016533
Census Tract 165.34; Dallas County; Texas,58071,501,436,48,113,016534
Census Tract 165.35; Dallas County; Texas,70022,759,570,48,113,016535
Census Tract 165.36; Dallas County; Texas,56387,536,159,48,113,016536
Census Tract 166.07; Dallas County; Texas,27913,0,1794,48,113,016607
Census Tract 166.10; Dallas County; Texas,45917,817,917,48,113,016610
Census Tract 166.15; Dallas County; Texas,73833,928,446,48,113,016615
Census Tract 166.16; Dallas County; Texas,89059,1541,360,48,113,016616
Census Tract 166.17; Dallas County; Texas,122218,1445,244,48,113,016617
Census Tract 166.18; Dallas County; Texas,69066,1347,564,48,113,016618
Census Tract 166.19; Dallas County; Texas,41875,619,844,48,113,016619
Census Tract 166.20; Dallas County; Texas,92950,1826,339,48,113,016620
Census Tract 166.21; Dallas County; Texas,79337,2028,379,48,113,016621
Census Tract 166.22; Dallas County; Texas,66250,957,400,48,113,016622
Census Tract 166.23; Dallas County; Texas,100607,2498,291,48,113,016623
Census Tract 166.24; Dallas County; Texas,104469,836,385,48,113,016624
Census Tract 166.26; Dallas County; Texas,65106,758,867,48,113,016626
Census Tract 166.27; Dallas County; Texas,99107,597,52,48,113,016627
Census Tract 166.28; Dallas County; Texas,75588,1122,936,48,113,016628
Census Tract 166.29; Dallas County; Texas,76111,542,306,48,113,016629
Census Tract 166.30; Dallas County; Texas,114111,1240,715,48,113,016630
Census Tract 166.31; Dallas County; Texas,117302,1691,93,48,113,016631
Census Tract 166.32; Dallas County; Texas,95651,845,297,48,113,016632
Census Tract 166.33; Dallas County; Texas,105739,2243,88,48,113,016633
Census Tract 166.34; Dallas County; Texas,73287,852,510,48,113,016634
Census Tract 166.35; Dallas County; Texas,22881,0,1508,48,113,016635
Census Tract 166.36; Dallas County; Texas,76822,719,337,48,113,016636
Census Tract 166.37; Dallas County; Texas,85224,845,230,48,113,016637
Census Tract 166.38; Dallas County; Texas,72976,224,614,48,113,016638
Census Tract 167.04; Dallas County; Texas,69079,1285,334,48,113,016704
Census Tract 167.06; Dallas County; Texas,43917,635,293,48,113,016706
Census Tract 167.07; Dallas County; Texas,57947,1243,747,48,113,016707
Census Tract 167.08; Dallas County; Texas,117539,1887,45,48,113,016708
Census Tract 167.09; Dallas County; Texas,46259,590,793,48,113,016709
Census Tract 167.10; Dallas County; Texas,61894,1225,406,48,113,016710
Census Tract 167.11; Dallas County; Texas,58648,541,188,48,113,016711
Census Tract 168.02; Dallas County; Texas,86023,1811,157,48,113,016802
Census Tract 168.03; Dallas County; Texas,53025,1036,1234,48,113,016803
Census Tract 168.05; Dallas County; Texas,95306,640,957,48,113,016805
Census Tract 168.06; Dallas County; Texas,70357,1163,615,48,113,016806
Census Tract 169.02; Dallas County; Texas,45250,708,707,48,113,016902
Census Tract 169.03; Dallas County; Texas,58558,1579,907,48,113,016903
Census Tract 170.05; Dallas County; Texas,70232,969,438,48,113,017005
Census Tract 170.06; Dallas County; Texas,59703,1018,178,48,113,017006
Census Tract 170.07; Dallas County; Texas,56422,1149,422,48,113,017007
Census Tract 170.08; Dallas County; Texas,87670,2333,94,48,113,017008
Census Tract 170.09; Dallas County; Texas,48302,998,392,48,113,017009
Census Tract 170.10; Dallas County; Texas,73907,1278,470,48,113,017010
Census Tract 171.01; Dallas County; Texas,50473,1445,555,48,113,017101
Census Tract 171.02; Dallas County; Texas,60017,1282,679,48,113,017102
Census Tract 172.01; Dallas County; Texas,50350,983,1000,48,113,017201
Census Tract 172.03; Dallas County; Texas,71843,883,1026,48,113,017203
Census Tract 172.04; Dallas County; Texas,72437,1084,322,48,113,017204
Census Tract 173.07; Dallas County; Texas,101417,1052,133,48,113,017307
Census Tract 173.08; Dallas County; Texas,107826,1195,221,48,113,017308
Census Tract 173.09; Dallas County; Texas,76023,674,202,48,113,017309
Census Tract 173.10; Dallas County; Texas,118372,1029,129,48,113,017310
Census Tract 173.11; Dallas County; Texas,55368,882,158,48,113,017311
Census Tract 173.12; Dallas County; Texas,98111,1262,142,48,113,017312
Census Tract 173.13; Dallas County; Texas,120478,1036,52,48,113,017313
Census Tract 173.14; Dallas County; Texas,76667,2167,411,48,113,017314
Census Tract 173.15; Dallas County; Texas,93240,1746,437,48,113,017315
Census Tract 174; Dallas County; Texas,74032,1409,393,48,113,017400
Census Tract 175; Dallas County; Texas,107632,1114,183,48,113,017500
Census Tract 176.02; Dallas County; Texas,76137,1097,162,48,113,017602
Census Tract 176.04; Dallas County; Texas,54097,671,385,48,113,017604
Census Tract 176.05; Dallas County; Texas,61042,799,354,48,113,017605
Census Tract 176.06; Dallas County; Texas,58487,797,680,48,113,017606
Census Tract 177.03; Dallas County; Texas,48135,714,1202,48,113,017703
Census Tract 177.04; Dallas County; Texas,66287,1226,1014,48,113,017704
Census Tract 177.05; Dallas County; Texas,49394,622,842,48,113,017705
Census Tract 177.06; Dallas County; Texas,93750,1638,65,48,113,017706
Census Tract 178.05; Dallas County; Texas,59888,1094,1038,48,113,017805
Census Tract 178.06; Dallas County; Texas,61834,828,725,48,113,017806
Census Tract 178.08; Dallas County; Texas,83180,1067,586,48,113,017808
Census Tract 178.11; Dallas County; Texas,100750,1553,212,48,113,017811
Census Tract 178.12; Dallas County; Texas,78079,586,238,48,113,017812
Census Tract 178.14; Dallas County; Texas,88207,1050,666,48,113,017814
Census Tract 178.15; Dallas County; Texas,67978,587,630,48,113,017815
Census Tract 178.16; Dallas County; Texas,71806,789,742,48,113,017816
Census Tract 178.17; Dallas County; Texas,54647,100,1281,48,113,017817
Census Tract 178.18; Dallas County; Texas,63573,628,715,48,113,017818
Census Tract 178.19; Dallas County; Texas,41326,0,1090,48,113,017819
Census Tract 178.20; Dallas County; Texas,89766,1128,275,48,113,017820
Census Tract 179; Dallas County; Texas,57865,1029,448,48,113,017900
Census Tract 180.01; Dallas County; Texas,51121,1635,740,48,113,018001
Census Tract 180.02; Dallas County; Texas,75446,727,364,48,113,018002
Census Tract 181.05; Dallas County; Texas,71157,1107,569,48,113,018105
Census Tract 181.10; Dallas County; Texas,92432,1514,447,48,113,018110
Census Tract 181.11; Dallas County; Texas,63202,1193,846,48,113,018111
Census Tract 181.20; Dallas County; Texas,102031,1340,236,48,113,018120
Census Tract 181.21; Dallas County; Texas,66165,1117,456,48,113,018121
Census Tract 181.26; Dallas County; Texas,95820,1816,482,48,113,018126
Census Tract 181.27; Dallas County; Texas,76655,601,270,48,113,018127
Census Tract 181.28; Dallas County; Texas,71646,846,1174,48,113,018128
Census Tract 181.29; Dallas County; Texas,51855,858,953,48,113,018129
Census Tract 181.30; Dallas County; Texas,40109,407,1487,48,113,018130
Census Tract 181.32; Dallas County; Texas,86607,1725,266,48,113,018132
Census Tract 181.33; Dallas County; Texas,89961,848,616,48,113,018133
Census Tract 181.34; Dallas County; Texas,93964,1841,90,48,113,018134
Census Tract 181.35; Dallas County; Texas,97336,1216,805,48,113,018135
Census Tract 181.37; Dallas County; Texas,72788,906,521,48,113,018137
Census Tract 181.38; Dallas County; Texas,66426,423,1632,48,113,018138
Census Tract 181.40; Dallas County; Texas,96985,1506,500,48,113,018140
Census Tract 181.41; Dallas County; Texas,47414,310,1384,48,113,018141
Census Tract 181.42; Dallas County; Texas,102563,1014,225,48,113,018142
Census Tract 181.43; Dallas County; Texas,148958,1654,652,48,113,018143
Census Tract 181.44; Dallas County; Texas,149022,903,345,48,113,018144
Census Tract 181.45; Dallas County; Texas,133620,1495,272,48,113,018145
Census Tract 181.46; Dallas County; Texas,136199,1105,30,48,113,018146
Census Tract 181.47; Dallas County; Texas,114020,1451,85,48,113,018147
Census Tract 181.48; Dallas County; Texas,64514,654,749,48,113,018148
Census Tract 181.49; Dallas County; Texas,140398,961,164,48,113,018149
Census Tract 181.50; Dallas County; Texas,104500,1148,240,48,113,018150
Census Tract 181.51; Dallas County; Texas,97500,808,534,48,113,018151
Census Tract 181.52; Dallas County; Texas,80912,1376,770,48,113,018152
Census Tract 181.53; Dallas County; Texas,106488,2265,90,48,113,018153
Census Tract 181.54; Dallas County; Texas,109131,1673,272,48,113,018154
Census Tract 181.55; Dallas County; Texas,127176,1697,300,48,113,018155
Census Tract 181.56; Dallas County; Texas,116685,1228,549,48,113,018156
Census Tract 181.57; Dallas County; Texas,95938,965,215,48,113,018157
Census Tract 181.58; Dallas County; Texas,90185,820,698,48,113,018158
Census Tract 181.59; Dallas County; Texas,184129,1642,123,48,113,018159
Census Tract 182.03; Dallas County; Texas,80714,1410,338,48,113,018203
Census Tract 182.04; Dallas County; Texas,60396,831,392,48,113,018204
Census Tract 182.05; Dallas County; Texas,58459,499,760,48,113,018205
Census Tract 182.06; Dallas County; Texas,60859,693,513,48,113,018206
Census Tract 183; Dallas County; Texas,77292,1491,624,48,113,018300
Census Tract 184.01; Dallas County; Texas,70819,974,630,48,113,018401
Census Tract 184.02; Dallas County; Texas,81250,1100,344,48,113,018402
Census Tract 184.03; Dallas County; Texas,48646,0,589,48,113,018403
Census Tract 185.01; Dallas County; Texas,84009,866,355,48,113,018501
Census Tract 185.05; Dallas County; Texas,40038,95,1657,48,113,018505
Census Tract 185.06; Dallas County; Texas,40246,0,1497,48,113,018506
Census Tract 185.07; Dallas County; Texas,38668,0,1988,48,113,018507
Census Tract 185.08; Dallas County; Texas,34797,165,428,48,113,018508
Census Tract 186; Dallas County; Texas,79196,1089,272,48,113,018600
Census Tract 187; Dallas County; Texas,57691,1147,864,48,113,018700
Census Tract 188.01; Dallas County; Texas,68631,1192,211,48,113,018801
Census Tract 188.02; Dallas County; Texas,52959,133,619,48,113,018802
Census Tract 189; Dallas County; Texas,69125,1250,604,48,113,018900
Census Tract 190.13; Dallas County; Texas,39131,0,1489,48,113,019013
Census Tract 190.16; Dallas County; Texas,66696,460,679,48,113,019016
Census Tract 190.18; Dallas County; Texas,68903,1004,1007,48,113,019018
Census Tract 190.19; Dallas County; Texas,45809,719,1848,48,113,019019
Census Tract 190.20; Dallas County; Texas,59519,1260,1282,48,113,019020
Census Tract 190.23; Dallas County; Texas,106902,1220,674,48,113,019023
Census Tract 190.24; Dallas County; Texas,99083,1117,247,48,113,019024
Census Tract 190.25; Dallas County; Texas,104018,1316,197,48,113,019025
Census Tract 190.26; Dallas County; Texas,68242,1671,412,48,113,019026
Census Tract 190.27; Dallas County; Texas,68996,891,1892,48,113,019027
Census Tract 190.28; Dallas County; Texas,83229,783,356,48,113,019028
Census Tract 190.29; Dallas County; Texas,75375,1462,590,48,113,019029
Census Tract 190.31; Dallas County; Texas,107870,1632,549,48,113,019031
Census Tract 190.32; Dallas County; Texas,67525,644,395,48,113,019032
Census Tract 190.33; Dallas County; Texas,69527,845,364,48,113,019033
Census Tract 190.34; Dallas County; Texas,40833,471,1427,48,113,019034
Census Tract 190.35; Dallas County; Texas,36697,291,2141,48,113,019035
Census Tract 190.36; Dallas County; Texas,148933,891,202,48,113,019036
Census Tract 190.37; Dallas County; Texas,92138,820,207,48,113,019037
Census Tract 190.39; Dallas County; Texas,90339,1230,875,48,113,019039
Census Tract 190.40; Dallas County; Texas,81826,675,2394,48,113,019040
Census Tract 190.41; Dallas County; Texas,98889,681,285,48,113,019041
Census Tract 190.42; Dallas County; Texas,88390,1154,2516,48,113,019042
Census Tract 190.44; Dallas County; Texas,65125,692,396,48,113,019044
Census Tract 190.45; Dallas County; Texas,58354,637,331,48,113,019045
Census Tract 190.46; Dallas County; Texas,70580,761,134,48,113,019046
Census Tract 190.47; Dallas County; Texas,71760,707,666,48,113,019047
Census Tract 190.48; Dallas County; Texas,95343,847,330,48,113,019048
Census Tract 190.49; Dallas County; Texas,59451,694,542,48,113,019049
Census Tract 190.50; Dallas County; Texas,175221,1102,48,48,113,019050
Census Tract 190.51; Dallas County; Texas,157260,1670,57,48,113,019051
Census Tract 190.52; Dallas County; Texas,94792,0,675,48,113,019052
Census Tract 190.53; Dallas County; Texas,82159,0,917,48,113,019053
Census Tract 191.01; Dallas County; Texas,78922,116,584,48,113,019101
Census Tract 191.02; Dallas County; Texas,91023,1001,653,48,113,019102
Census Tract 192.02; Dallas County; Texas,95809,1143,710,48,113,019202
Census Tract 192.03; Dallas County; Texas,128705,1217,318,48,113,019203
Census Tract 192.05; Dallas County; Texas,174107,1316,337,48,113,019205
Census Tract 192.08; Dallas County; Texas,55142,687,1528,48,113,019208
Census Tract 192.10; Dallas County; Texas,213952,1467,67,48,113,019210
Census Tract 192.11; Dallas County; Texas,79474,1107,1011,48,113,019211
Census Tract 192.12; Dallas County; Texas,40036,0,1045,48,113,019212
Census Tract 192.13; Dallas County; Texas,28814,26,1468,48,113,019213
Census Tract 192.14; Dallas County; Texas,51026,429,953,48,113,019214
Census Tract 192.15; Dallas County; Texas,121676,765,160,48,113,019215
Census Tract 192.16; Dallas County; Texas,79524,786,662,48,113,019216
Census Tract 193.01; Dallas County; Texas,250001,951,39,48,113,019301
Census Tract 193.02; Dallas County; Texas,214821,683,218,48,113,019302
Census Tract 194; Dallas County; Texas,190159,1019,429,48,113,019400
Census Tract 195.01; Dallas County; Texas,250001,2223,96,48,113,019501
Census Tract 195.02; Dallas County; Texas,250001,1221,295,48,113,019502
Census Tract 196; Dallas County; Texas,250001,723,159,48,113,019600
Census Tract 197; Dallas County; Texas,250001,624,20,48,113,019700
Census Tract 198; Dallas County; Texas,243893,1498,225,48,113,019800
Census Tract 199; Dallas County; Texas,53788,763,393,48,113,019900
Census Tract 200; Dallas County; Texas,205764,1414,437,48,113,020000
Census Tract 201; Dallas County; Texas,68030,459,365,48,113,020100
Census Tract 202; Dallas County; Texas,36587,1114,357,48,113,020200
Census Tract 203; Dallas County; Texas,47372,174,996,48,113,020300
Census Tract 204.01; Dallas County; Texas,70932,103,1387,48,113,020401
Census Tract 204.02; Dallas County; Texas,93842,413,3059,48,113,020402
Census Tract 205; Dallas County; Texas,32907,626,1440,48,113,020500
Census Tract 206; Dallas County; Texas,250001,771,33,48,113,020600
Census Tract 207; Dallas County; Texas,90999,1618,777,48,113,020700
Census Tract 208; Dallas County; Texas,35577,1197,1313,48,113,020800
Census Tract 209; Dallas County; Texas,32447,193,1027,48,113,020900
Census Tract 210; Dallas County; Texas,45344,1308,586,48,113,021000
Census Tract 211; Dallas County; Texas,26522,877,886,48,113,021100
Census Tract 212; Dallas County; Texas,61017,994,485,48,113,021200
Census Tract 9800; Dallas County; Texas,-666666666,0,0,48,113,980000
Census Tract 9801; Dallas County; Texas,-666666666,0,0,48,113,980100
Census Tract 9802; Dallas County; Texas,6311,0,438,48,113,980200
